date,location,opponent,result,score,team_score,opp_score,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 16,away,Rose State,L,7-4,7,7,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Feb 16,away,Rose State,W,5-3,5,5,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Feb 23,away,Kansas City Kansas,,,,,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Feb 23,away,Kansas City Kansas,,,,,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Feb 24,away,Kansas City Kansas,,,,,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Feb 24,away,Kansas City Kansas,,,,,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Mar 3,home,Dodge City,L,6-4,6,6,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Mar 3,home,Dodge City,W,9-1,9,9,0,1,0,0,2.2,0,0,0,0.00,1,1,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Mar 4,home,Dodge City,W,2-1,2,2,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Mar 4,home,Dodge City,L,2-1,2,2,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Mar 7,home,Rose State,W,4-3,4,4,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Mar 7,home,Rose State,W,7-0,7,7,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Mar 8,away,Garden City,L,8-6,8,8,0,0,1,0,1.2,3,3,2,10.80,1,1,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Mar 8,away,Garden City,L,10-6,10,10,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Mar 9,away,Garden City,W,16-3,16,16,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Mar 9,away,Garden City,L,8-6,8,8,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Mar 13,home,Crowder,L,13-5,13,13,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Mar 16,home,vs. Western Oklahoma State,W,3-2,3,3,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Mar 16,home,vs. Western Oklahoma State,L,2-0,2,2,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Mar 19,home,Hesston,L,2-1,2,2,1,0,0,0,6.0,5,1,1,1.50,1,1,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Mar 20,home,Iowa Western,L,6-0,6,6,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Mar 20,home,Iowa Western,L,5-3,5,5,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Mar 22,home,Pratt,L,9-0,9,9,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Mar 22,home,Pratt,W,3-2,3,3,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Mar 26,home,Pratt,L,3-1,3,3,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Mar 26,home,Pratt,L,2-1,2,2,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Mar 29,away,Seward County,L,2-0,2,2,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Mar 29,away,Seward County,L,5-3,5,5,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Mar 30,away,Seward County,L,9-0,9,9,1,0,1,0,4.1,9,5,4,8.31,,1,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Mar 30,away,Seward County,W,6-5,6,6,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Apr 4,away,Hesston,L,6-5,6,6,0,0,0,0,0.1,2,4,,0.00,1,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Apr 6,home,Colby,L,6-2,6,6,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Apr 6,home,Colby,L,8-5,8,8,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Apr 7,home,Colby,L,4-3,4,4,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Apr 7,home,Colby,W,8-7,8,8,1,0,0,0,3.0,8,5,5,15.00,1,1,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Apr 9,home,MCC-Longview,L,7-5,7,7,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Apr 9,home,MCC-Longview,L,9-8,9,9,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Apr 13,away,Cloud County,W,11-1,11,11,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Apr 13,away,Cloud County,W,7-1,7,7,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Apr 14,away,Cloud County,W,8-6,8,8,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Apr 14,away,Cloud County,L,14-10,14,14,1,0,0,0,1.0,4,4,4,36.00,0,1,1,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Apr 16,away,Hesston,W,9-5,9,9,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Apr 20,home,Butler,W,9-6,9,9,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Apr 20,home,Butler,L,9-6,9,9,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Apr 21,home,Butler,W,11-0,11,11,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Apr 21,home,Butler,L,15-11,15,15,0,0,0,0,1.0,2,2,1,9.00,1,0,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Apr 23,away,Seminole State (OK),L,10-7,10,10,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Apr 23,away,Seminole State (OK),W,15-7,15,15,1,0,0,0,2.0,4,5,5,22.50,3,,1,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Apr 26,away,Barton,W,8-7,8,8,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Apr 27,away,Barton,L,9-6,9,9,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Apr 27,away,Barton,W,5-1,5,5,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Apr 28,away,Barton,W,11-7,11,11,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Apr 29,away,Hesston,W,6-3,6,6,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
Apr 30,away,Pratt,W,6-5,6,6,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
May 5,away,Coffeyville,L,8-4,8,8,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
May 5,away,Coffeyville,L,5-4,5,5,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,garrettwoodsfpx5,Garrett Woods
