date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Mar 15,home,Western Nebraska,L,7-4,7,4,3,win,20240315_0s4s,0,0,0,0,0.0,,,,0.00,,,,2024,2023-24,div2,Paradise Valley,paradisevalleycommunitycollege,isaacmcnairsiegler9eft,Isaac McNair-Siegler
Mar 2,home,Phoenix,L,11-2,11,2,9,win,20240302_x3o7,0,0,0,0,0.0,,,,0.00,,,,2024,2023-24,div2,Paradise Valley,paradisevalleycommunitycollege,isaacmcnairsiegler9eft,Isaac McNair-Siegler
Mar 1,home,Phoenix,L,12-11,12,11,1,win,20240301_405l,0,0,0,0,0.0,,,,0.00,,,,2024,2023-24,div2,Paradise Valley,paradisevalleycommunitycollege,isaacmcnairsiegler9eft,Isaac McNair-Siegler
Feb 28,home,Chandler-Gilbert,L,6-4,6,4,2,win,20240228_c9hc,0,0,0,0,0.0,,,,0.00,,,,2024,2023-24,div2,Paradise Valley,paradisevalleycommunitycollege,isaacmcnairsiegler9eft,Isaac McNair-Siegler
Feb 24,home,Glendale,L,6-3,6,3,3,win,20240224_c3x9,0,0,0,0,0.0,,,,0.00,,,,2024,2023-24,div2,Paradise Valley,paradisevalleycommunitycollege,isaacmcnairsiegler9eft,Isaac McNair-Siegler
Feb 23,home,Glendale,L,5-2,5,2,3,win,20240223_ag2o,0,0,0,0,0.0,,,,0.00,,,,2024,2023-24,div2,Paradise Valley,paradisevalleycommunitycollege,isaacmcnairsiegler9eft,Isaac McNair-Siegler
Feb 22,home,Thompson Rivers University,W,16-4,16,4,12,win,20240222_c12u,0,0,0,0,0.0,,,,0.00,,,,2024,2023-24,div2,Paradise Valley,paradisevalleycommunitycollege,isaacmcnairsiegler9eft,Isaac McNair-Siegler
Feb 19,home,Grand Canyon Univerity - Club,W,6-2,6,2,4,win,20240219_v5rk,0,0,0,0,0.0,,,,0.00,,,,2024,2023-24,div2,Paradise Valley,paradisevalleycommunitycollege,isaacmcnairsiegler9eft,Isaac McNair-Siegler
Feb 14,home,GateWay (AZ),W,8-5,8,5,3,win,20240214_tbqb,0,0,0,0,0.0,,,,0.00,,,,2024,2023-24,div2,Paradise Valley,paradisevalleycommunitycollege,isaacmcnairsiegler9eft,Isaac McNair-Siegler
Jan 31,home,Utah State Eastern,W,8-2,8,2,6,win,20240131_wghj,0,0,0,0,0.0,,,,0.00,,,,2024,2023-24,div2,Paradise Valley,paradisevalleycommunitycollege,isaacmcnairsiegler9eft,Isaac McNair-Siegler
