date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Sep 13,home,LSU Eunice,,,,,9.0,win,,,,,,,,,,,,,,2020,2019-20,div3,Tyler,tylerjuniorcollege,gabecraigivux,Gabe Craig
Sep 23,home,Dallas College - Cedar Valley,,,,,9.0,win,,,,,,,,,,,,,,2020,2019-20,div3,Tyler,tylerjuniorcollege,gabecraigivux,Gabe Craig
Sep 27,home,TBA,,,,,9.0,win,,,,,,,,,,,,,,2020,2019-20,div3,Tyler,tylerjuniorcollege,gabecraigivux,Gabe Craig
Oct 4,home,TBA,,,,,9.0,win,,,,,,,,,,,,,,2020,2019-20,div3,Tyler,tylerjuniorcollege,gabecraigivux,Gabe Craig
Oct 9,home,Bossier Parish,,,,,9.0,win,,,,,,,,,,,,,,2020,2019-20,div3,Tyler,tylerjuniorcollege,gabecraigivux,Gabe Craig
Oct 11,home,Panola,,,,,9.0,win,,,,,,,,,,,,,,2020,2019-20,div3,Tyler,tylerjuniorcollege,gabecraigivux,Gabe Craig
Oct 16,home,TCS - Post Grad Academy,,,,,9.0,win,,,,,,,,,,,,,,2020,2019-20,div3,Tyler,tylerjuniorcollege,gabecraigivux,Gabe Craig
Oct 18,home,Navarro,,,,,9.0,win,,,,,,,,,,,,,,2020,2019-20,div3,Tyler,tylerjuniorcollege,gabecraigivux,Gabe Craig
Oct 23  #,home,TBA,,,,,9.0,win,,,,,,,,,,,,,,2020,2019-20,div3,Tyler,tylerjuniorcollege,gabecraigivux,Gabe Craig
Oct 25  #,home,TBA,,,,,9.0,win,,,,,,,,,,,,,,2020,2019-20,div3,Tyler,tylerjuniorcollege,gabecraigivux,Gabe Craig
Oct 26  #,home,TBA,,,,,9.0,win,,,,,,,,,,,,,,2020,2019-20,div3,Tyler,tylerjuniorcollege,gabecraigivux,Gabe Craig
