date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
May 6,home,Dakota County Tech,L,15-6,15,6,9,win,20230506_pu40,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,austinmoorehc3k,Austin Moore
May 6,home,Dakota County Tech,L,22-8,22,8,14,win,20230506_42w7,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,austinmoorehc3k,Austin Moore
May 2,home,Minnesota West,W,15-13,15,13,2,win,20230502_4tjx,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,austinmoorehc3k,Austin Moore
May 2,home,Minnesota West,W,21-20,21,20,1,win,20230502_14vd,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,austinmoorehc3k,Austin Moore
Apr 23,home,Rochester,W,9-8,9,8,1,win,20230423_k00b,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,austinmoorehc3k,Austin Moore
Apr 22,home,Rochester,L,4-3,4,3,1,win,20230422_64zn,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,austinmoorehc3k,Austin Moore
Apr 22,home,Rochester,L,6-4,6,4,2,win,20230422_qh0c,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,austinmoorehc3k,Austin Moore
Apr 15,home,Century,L,14-0,14,0,14,win,20230415_vrs9,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,austinmoorehc3k,Austin Moore
Apr 15,home,Century,L,14-7,14,7,7,win,20230415_11lw,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,austinmoorehc3k,Austin Moore
Apr 10,home,Riverland,L,15-2,15,2,13,win,20230410_rwmz,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,austinmoorehc3k,Austin Moore
Apr 10,home,Riverland,L,11-8,11,8,3,win,20230410_s7f9,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,austinmoorehc3k,Austin Moore
Apr 4,home,St. Cloud Tech,L,12-2,12,2,10,win,20230404_pm8q,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,austinmoorehc3k,Austin Moore
Mar 27,home,Minnesota North College - Rainy River,L,9-6,9,6,3,win,20230327_opg8,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,austinmoorehc3k,Austin Moore
Mar 26,home,Minnesota North College - Rainy River,W,3-2,3,2,1,win,20230326_901d,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,austinmoorehc3k,Austin Moore
Mar 26,home,Minnesota North College - Rainy River,L,8-2,8,2,6,win,20230326_p0id,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,austinmoorehc3k,Austin Moore
Mar 4,home,Jackson,L,8-7,8,7,1,win,20230304_2jiy,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,austinmoorehc3k,Austin Moore
Mar 3,home,Minnesota North College - Vermilion,L,8-7,8,7,1,win,20230303_71nr,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,austinmoorehc3k,Austin Moore
Mar 3,home,Mid Michigan,L,10-2,10,2,8,win,20230303_1wjf,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,austinmoorehc3k,Austin Moore
Mar 2,home,Bryant & Stratton College (WI),L,11-1,11,1,10,win,20230302_rijv,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,austinmoorehc3k,Austin Moore
