date,location,opponent,result,score,team_score,opp_score,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 19,away,Oklahoma Panhandle State University,W,21-3,21,21,,,,,,,,,,,,,2018,2017-18,div1,Dodge City,dodgecitycommunitycollege,aaronduncaneds1,Aaron Duncan
Feb 19,away,Oklahoma Panhandle State University,W,12-7,12,12,,,,,,,,,,,,,2018,2017-18,div1,Dodge City,dodgecitycommunitycollege,aaronduncaneds1,Aaron Duncan
Feb 22,away,Eastern New Mexico JV,W,16-7,16,16,0,0,0,0,1.0,1,,,0.00,,2,,2018,2017-18,div1,Dodge City,dodgecitycommunitycollege,aaronduncaneds1,Aaron Duncan
Feb 23,away,New Mexico Military,W,15-13,15,15,,,,,,,,,,,,,2018,2017-18,div1,Dodge City,dodgecitycommunitycollege,aaronduncaneds1,Aaron Duncan
Feb 24,away,New Mexico Military,L,7-2,7,7,,,,,,,,,,,,,2018,2017-18,div1,Dodge City,dodgecitycommunitycollege,aaronduncaneds1,Aaron Duncan
Feb 24,away,New Mexico Military,W,9-3,9,9,,,,,,,,,,,,,2018,2017-18,div1,Dodge City,dodgecitycommunitycollege,aaronduncaneds1,Aaron Duncan
Feb 25,away,New Mexico Military,L,5-1,5,5,,,,,,,,,,,,,2018,2017-18,div1,Dodge City,dodgecitycommunitycollege,aaronduncaneds1,Aaron Duncan
Feb 26,away,Luna,W,17-8,17,17,0,0,0,0,1.0,1,,,0.00,,1,,2018,2017-18,div1,Dodge City,dodgecitycommunitycollege,aaronduncaneds1,Aaron Duncan
Feb 26,away,Luna,W,10-8,10,10,,,,,,,,,,,,,2018,2017-18,div1,Dodge City,dodgecitycommunitycollege,aaronduncaneds1,Aaron Duncan
Mar 1,home,Butler,L,7-4,7,7,,,,,,,,,,,,,2018,2017-18,div1,Dodge City,dodgecitycommunitycollege,aaronduncaneds1,Aaron Duncan
Mar 1,home,Butler,L,22-18,22,22,0,0,0,0,1.0,2,2,0,0.00,0,1,,2018,2017-18,div1,Dodge City,dodgecitycommunitycollege,aaronduncaneds1,Aaron Duncan
Mar 3,away,Butler,L,10-3,10,10,,,,,,,,,,,,,2018,2017-18,div1,Dodge City,dodgecitycommunitycollege,aaronduncaneds1,Aaron Duncan
Mar 3,away,Butler,W,16-9,16,16,,,,,,,,,,,,,2018,2017-18,div1,Dodge City,dodgecitycommunitycollege,aaronduncaneds1,Aaron Duncan
Mar 7,home,Frank Phillips,W,13-12,13,13,,,,,,,,,,,,,2018,2017-18,div1,Dodge City,dodgecitycommunitycollege,aaronduncaneds1,Aaron Duncan
Mar 8,away,Barton,L,11-1,11,11,,,,,,,,,,,,,2018,2017-18,div1,Dodge City,dodgecitycommunitycollege,aaronduncaneds1,Aaron Duncan
Mar 8,away,Barton,L,11-10,11,11,,,,,,,,,,,,,2018,2017-18,div1,Dodge City,dodgecitycommunitycollege,aaronduncaneds1,Aaron Duncan
Mar 10,home,Barton,L,12-3,12,12,,,,,,,,,,,,,2018,2017-18,div1,Dodge City,dodgecitycommunitycollege,aaronduncaneds1,Aaron Duncan
Mar 10,home,Barton,W,6-5,6,6,,,,,,,,,,,,,2018,2017-18,div1,Dodge City,dodgecitycommunitycollege,aaronduncaneds1,Aaron Duncan
Mar 13,home,Otero,W,5-1,5,5,,,,,,,,,,,,,2018,2017-18,div1,Dodge City,dodgecitycommunitycollege,aaronduncaneds1,Aaron Duncan
Mar 13,home,Otero,W,7-3,7,7,,,,,,,,,,,,,2018,2017-18,div1,Dodge City,dodgecitycommunitycollege,aaronduncaneds1,Aaron Duncan
Mar 20,home,Oklahoma Panhandle State University,W,14-1,14,14,,,,,,,,,,,,,2018,2017-18,div1,Dodge City,dodgecitycommunitycollege,aaronduncaneds1,Aaron Duncan
Mar 20,home,Oklahoma Panhandle State University,W,12-0,12,12,,,,,,,,,,,,,2018,2017-18,div1,Dodge City,dodgecitycommunitycollege,aaronduncaneds1,Aaron Duncan
Mar 22,home,Garden City,L,13-9,13,13,,,,,,,,,,,,,2018,2017-18,div1,Dodge City,dodgecitycommunitycollege,aaronduncaneds1,Aaron Duncan
Mar 22,home,Garden City,W,7-3,7,7,,,,,,,,,,,,,2018,2017-18,div1,Dodge City,dodgecitycommunitycollege,aaronduncaneds1,Aaron Duncan
Mar 24,away,Garden City,W,4-1,4,4,,,,,,,,,,,,,2018,2017-18,div1,Dodge City,dodgecitycommunitycollege,aaronduncaneds1,Aaron Duncan
Mar 24,away,Garden City,W,5-4,5,5,,,,,,,,,,,,,2018,2017-18,div1,Dodge City,dodgecitycommunitycollege,aaronduncaneds1,Aaron Duncan
Mar 27,home,Tabor College JV,W,14-4,14,14,,,,,,,,,,,,,2018,2017-18,div1,Dodge City,dodgecitycommunitycollege,aaronduncaneds1,Aaron Duncan
Mar 27,home,Tabor College JV,W,11-1,11,11,0,0,0,0,1.0,1,1,,0.00,1,1,,2018,2017-18,div1,Dodge City,dodgecitycommunitycollege,aaronduncaneds1,Aaron Duncan
Mar 30,away,Hutchinson,W,11-10,11,11,,,,,,,,,,,,,2018,2017-18,div1,Dodge City,dodgecitycommunitycollege,aaronduncaneds1,Aaron Duncan
Mar 30,away,Hutchinson,L,11-2,11,11,,,,,,,,,,,,,2018,2017-18,div1,Dodge City,dodgecitycommunitycollege,aaronduncaneds1,Aaron Duncan
Mar 31,home,Hutchinson,L,4-2,4,4,,,,,,,,,,,,,2018,2017-18,div1,Dodge City,dodgecitycommunitycollege,aaronduncaneds1,Aaron Duncan
Mar 31,home,Hutchinson,W,16-3,16,16,,,,,,,,,,,,,2018,2017-18,div1,Dodge City,dodgecitycommunitycollege,aaronduncaneds1,Aaron Duncan
Apr 2,away,Otero,L,5-3,5,5,,,,,,,,,,,,,2018,2017-18,div1,Dodge City,dodgecitycommunitycollege,aaronduncaneds1,Aaron Duncan
Apr 2,away,Otero,L,12-8,12,12,,,,,,,,,,,,,2018,2017-18,div1,Dodge City,dodgecitycommunitycollege,aaronduncaneds1,Aaron Duncan
Apr 5,home,Pratt,L,12-11,12,12,,,,,,,,,,,,,2018,2017-18,div1,Dodge City,dodgecitycommunitycollege,aaronduncaneds1,Aaron Duncan
Apr 5,home,Pratt,W,13-12,13,13,,,,,,,,,,,,,2018,2017-18,div1,Dodge City,dodgecitycommunitycollege,aaronduncaneds1,Aaron Duncan
Apr 8,away,Pratt,W,9-2,9,9,,,,,,,,,,,,,2018,2017-18,div1,Dodge City,dodgecitycommunitycollege,aaronduncaneds1,Aaron Duncan
