date,location,opponent,result,score,team_score,opp_score,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 8,away,Grayson,L,2-1,2,2,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
Feb 14,home,Southern Nazarene,W,9-4,9,9,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
Feb 14,home,Southern Nazarene,W,21-3,21,21,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
Feb 14,home,Southwestern Christian University,W,17-2,17,17,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
Feb 14,home,Southwestern Christian University,W,11-4,11,11,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
Feb 15,home,vs. Crowder,L,6-3,6,6,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
Feb 16,home,vs. Cloud County,L,5-4,5,5,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
Feb 16,home,vs. Coffeyville,W,2-1,2,2,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
Feb 17,home,Crowder,L,9-7,9,9,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
Feb 21,home,Grayson,L,2-1,2,2,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
Feb 21,home,Grayson,L,13-10,13,13,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
Feb 24,home,Murray State,W,15-5,15,15,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
Feb 25,away,Western Oklahoma State,W,15-4,15,15,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
Feb 28,home,Arkansas Baptist,W,18-2,18,18,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
Feb 29,home,Arkansas Baptist,W,10-1,10,10,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
Feb 29,home,Arkansas Baptist,W,17-1,17,17,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
Mar 1,away,Murray State,W,18-5,18,18,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
Mar 3,away,Redlands,W,8-5,8,8,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
Mar 5,away,Rose State,W,7-2,7,7,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
Mar 7,home,Rose State,W,6-1,6,6,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
Mar 7,home,Rose State,W,11-0,11,11,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
Mar 10,away,Carl Albert State,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
Mar 12,away,Eastern Oklahoma State,L,13-10,13,13,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
Mar 14,home,Eastern Oklahoma State,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
Mar 14,home,Eastern Oklahoma State,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
Mar 17,home,Cowley,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
Mar 20,away,Northeastern Oklahoma A&M,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
Mar 21,away,Northeastern Oklahoma A&M,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
Mar 21,away,Northeastern Oklahoma A&M,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
Mar 26,away,Connors State,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
Mar 28,home,Connors State,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
Mar 28,home,Connors State,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
Mar 31,home,Western Oklahoma State,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
Apr 3,away,Arkansas Baptist,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
Apr 4,away,Arkansas Baptist,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
Apr 4,away,Arkansas Baptist,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
Apr 7,home,vs. Hutchinson,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
Apr 9,home,Rose State,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
Apr 11,away,Rose State,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
Apr 11,away,Rose State,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
Apr 14,home,Redlands,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
Apr 16,home,Eastern Oklahoma State,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
Apr 18,away,Eastern Oklahoma State,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
Apr 18,away,Eastern Oklahoma State,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
Apr 24,home,Northeastern Oklahoma A&M,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
Apr 25,home,Northeastern Oklahoma A&M,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
Apr 25,home,Northeastern Oklahoma A&M,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
Apr 28,away,Cowley,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
Apr 30,home,Connors State,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
May 2,away,Connors State,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
May 2,away,Connors State,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
May 7,home,vs. TBA,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
May 8,home,vs. TBA,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
May 9,home,vs. TBA,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
May 10,home,vs. TBA,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
May 14,home,vs. TBA,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
May 15,home,vs. TBA,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
May 16,home,vs. TBA,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
May 23,home,vs. TBA,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
May 24,home,vs. TBA,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
May 25,home,vs. TBA,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
May 26,home,vs. TBA,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
May 27,home,vs. TBA,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
May 28,home,vs. TBA,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
May 29,home,vs. TBA,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
May 30,home,vs. TBA,,,,,,,,,,,,,,,,,2020,2019-20,div1,Seminole State (OK),seminolestatecollegeok,callengollowaypy9n,Callen Golloway
