date,location,opponent,result,score,team_score,opp_score,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 5,home,vs. St. Johns River State,L,15-4,15,15,,,,,,,,,,,,,2016,2015-16,div1,Gordon State,gordonstatecollege,lincolnhewettjyip,Lincoln Hewett
Feb 6,away,Gulf Coast State,L,9-2,9,9,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,div1,Gordon State,gordonstatecollege,lincolnhewettjyip,Lincoln Hewett
Feb 6,home,vs. Lurleen B. Wallace,W,9-8,9,9,,,,,,,,,,,,,2016,2015-16,div1,Gordon State,gordonstatecollege,lincolnhewettjyip,Lincoln Hewett
Feb 10,home,Chipola,L,13-12,13,13,,,,,,,,,,,,,2016,2015-16,div1,Gordon State,gordonstatecollege,lincolnhewettjyip,Lincoln Hewett
Feb 12,home,Cleveland State,L,11-10,11,11,,,,,,,,,,,,,2016,2015-16,div1,Gordon State,gordonstatecollege,lincolnhewettjyip,Lincoln Hewett
Feb 13,home,Cleveland State,W,7-6,7,7,,,,,,,,,,,,,2016,2015-16,div1,Gordon State,gordonstatecollege,lincolnhewettjyip,Lincoln Hewett
Feb 13,home,Cleveland State,L,6-2,6,6,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,div1,Gordon State,gordonstatecollege,lincolnhewettjyip,Lincoln Hewett
Feb 17,home,Piedmont JV,W,6-4,6,6,,,,,,,,,,,,,2016,2015-16,div1,Gordon State,gordonstatecollege,lincolnhewettjyip,Lincoln Hewett
Feb 17,home,Piedmont JV,W,11-2,11,11,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,div1,Gordon State,gordonstatecollege,lincolnhewettjyip,Lincoln Hewett
Feb 19,away,Chipola,L,15-5,15,15,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,div1,Gordon State,gordonstatecollege,lincolnhewettjyip,Lincoln Hewett
Feb 20,away,Chipola,L,8-3,8,8,,,,,,,,,,,,,2016,2015-16,div1,Gordon State,gordonstatecollege,lincolnhewettjyip,Lincoln Hewett
Feb 20,home,vs. Columbia State,L,10-9,10,10,,,,,,,,,,,,,2016,2015-16,div1,Gordon State,gordonstatecollege,lincolnhewettjyip,Lincoln Hewett
Feb 26,away,Northwest Florida State,L,10-5,10,10,,,,,,,,,,,,,2016,2015-16,div1,Gordon State,gordonstatecollege,lincolnhewettjyip,Lincoln Hewett
Feb 26,home,vs. Wabash Valley,W,13-1,13,13,,,,,,,,,,,,,2016,2015-16,div1,Gordon State,gordonstatecollege,lincolnhewettjyip,Lincoln Hewett
Feb 27,home,vs. Wabash Valley,L,4-3,4,4,,,,,,,,,,,,,2016,2015-16,div1,Gordon State,gordonstatecollege,lincolnhewettjyip,Lincoln Hewett
Feb 27,home,vs. East Central (MS),W,9-8,9,9,,,,,,,,,,,,,2016,2015-16,div1,Gordon State,gordonstatecollege,lincolnhewettjyip,Lincoln Hewett
Mar 2,away,Cleveland State,W,6-4,6,6,,,,,,,,,,,,,2016,2015-16,div1,Gordon State,gordonstatecollege,lincolnhewettjyip,Lincoln Hewett
Mar 4,home,Northwest Florida State,L,12-2,12,12,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,div1,Gordon State,gordonstatecollege,lincolnhewettjyip,Lincoln Hewett
Mar 5,home,Northwest Florida State,L,8-2,8,8,,,,,,,,,,,,,2016,2015-16,div1,Gordon State,gordonstatecollege,lincolnhewettjyip,Lincoln Hewett
Mar 5,home,Northwest Florida State,L,5-1,5,5,,,,,,,,,,,,,2016,2015-16,div1,Gordon State,gordonstatecollege,lincolnhewettjyip,Lincoln Hewett
Mar 8,home,Lake Michigan,W,5-4,5,5,,,,,,,,,,,,,2016,2015-16,div1,Gordon State,gordonstatecollege,lincolnhewettjyip,Lincoln Hewett
Mar 8,home,Lake Michigan,W,12-2,12,12,,,,,,,,,,,,,2016,2015-16,div1,Gordon State,gordonstatecollege,lincolnhewettjyip,Lincoln Hewett
Mar 9,home,Lake Michigan,W,5-1,5,5,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,div1,Gordon State,gordonstatecollege,lincolnhewettjyip,Lincoln Hewett
Mar 9,home,Lake Michigan,W,5-2,5,5,,,,,,,,,,,,,2016,2015-16,div1,Gordon State,gordonstatecollege,lincolnhewettjyip,Lincoln Hewett
Mar 15,home,West Georgia Tech,W,13-3,13,13,,,,,,,,,,,,,2016,2015-16,div1,Gordon State,gordonstatecollege,lincolnhewettjyip,Lincoln Hewett
Mar 17,away,West Georgia Tech,W,16-11,16,16,,,,,,,,,,,,,2016,2015-16,div1,Gordon State,gordonstatecollege,lincolnhewettjyip,Lincoln Hewett
Mar 17,away,West Georgia Tech,W,19-11,19,19,,,,,,,,,,,,,2016,2015-16,div1,Gordon State,gordonstatecollege,lincolnhewettjyip,Lincoln Hewett
Mar 18,away,West Georgia Tech,W,14-7,14,14,,,,,,,,,,,,,2016,2015-16,div1,Gordon State,gordonstatecollege,lincolnhewettjyip,Lincoln Hewett
Mar 21,home,Piedmont JV,W,10-5,10,10,,,,,,,,,,,,,2016,2015-16,div1,Gordon State,gordonstatecollege,lincolnhewettjyip,Lincoln Hewett
Mar 21,home,Piedmont JV,W,15-0,15,15,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,div1,Gordon State,gordonstatecollege,lincolnhewettjyip,Lincoln Hewett
Mar 24,home,Taylor University JV,W,11-3,11,11,,,,,,,,,,,,,2016,2015-16,div1,Gordon State,gordonstatecollege,lincolnhewettjyip,Lincoln Hewett
Mar 24,home,Taylor University JV,W,16-8,16,16,,,,,,,,,,,,,2016,2015-16,div1,Gordon State,gordonstatecollege,lincolnhewettjyip,Lincoln Hewett
Mar 29,away,Abraham Baldwin,L,3-2,3,3,,,,,,,,,,,,,2016,2015-16,div1,Gordon State,gordonstatecollege,lincolnhewettjyip,Lincoln Hewett
Mar 30,home,Abraham Baldwin,L,6-5,6,6,,,,,,,,,,,,,2016,2015-16,div1,Gordon State,gordonstatecollege,lincolnhewettjyip,Lincoln Hewett
Apr 3,home,Abraham Baldwin,W,2-1,2,2,,,,,,,,,,,,,2016,2015-16,div1,Gordon State,gordonstatecollege,lincolnhewettjyip,Lincoln Hewett
Apr 3,home,Abraham Baldwin,L,6-1,6,6,,,,,,,,,,,,,2016,2015-16,div1,Gordon State,gordonstatecollege,lincolnhewettjyip,Lincoln Hewett
Apr 5,home,East Georgia State,W,11-1,11,11,,,,,,,,,,,,,2016,2015-16,div1,Gordon State,gordonstatecollege,lincolnhewettjyip,Lincoln Hewett
