date,location,opponent,result,score,team_score,opp_score,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 17,away,USC Sumter,L,13-3,13,13,,,,,,,,,,,,,2018,2017-18,div1,Harford,harfordcommunitycollege,antoniobuckley37tf,Antonio Buckley
Feb 17,away,USC Sumter,W,5-1,5,5,,,,,,,,,,,,,2018,2017-18,div1,Harford,harfordcommunitycollege,antoniobuckley37tf,Antonio Buckley
Feb 18,away,USC Sumter,W,7-5,7,7,0,0,0,0,2.1,1,1,1,3.86,2,1,,2018,2017-18,div1,Harford,harfordcommunitycollege,antoniobuckley37tf,Antonio Buckley
Feb 18,away,USC Sumter,L,8-2,8,8,,,,,,,,,,,,,2018,2017-18,div1,Harford,harfordcommunitycollege,antoniobuckley37tf,Antonio Buckley
Feb 25,home,Mercer County,W,14-0,14,14,,,,,,,,,,,,,2018,2017-18,div1,Harford,harfordcommunitycollege,antoniobuckley37tf,Antonio Buckley
Feb 25,home,Mercer County,W,7-5,7,7,,,,,,,,,,,,,2018,2017-18,div1,Harford,harfordcommunitycollege,antoniobuckley37tf,Antonio Buckley
Feb 27,home,Monroe College,L,3-1,3,3,,,,,,,,,,,,,2018,2017-18,div1,Harford,harfordcommunitycollege,antoniobuckley37tf,Antonio Buckley
Feb 27,home,Monroe College,W,12-5,12,12,0,1,0,0,4.0,3,,,0.00,1,3,,2018,2017-18,div1,Harford,harfordcommunitycollege,antoniobuckley37tf,Antonio Buckley
Mar 4,away,Bryant & Stratton (VA),L,9-8,9,9,,,,,,,,,,,,,2018,2017-18,div1,Harford,harfordcommunitycollege,antoniobuckley37tf,Antonio Buckley
Mar 4,away,Bryant & Stratton (VA),W,14-3,14,14,,,,,,,,,,,,,2018,2017-18,div1,Harford,harfordcommunitycollege,antoniobuckley37tf,Antonio Buckley
Mar 6,home,Delaware County,W,22-1,22,22,,,,,,,,,,,,,2018,2017-18,div1,Harford,harfordcommunitycollege,antoniobuckley37tf,Antonio Buckley
Mar 7,home,Prince George's,,,,,,,,,,,,,,,,,2018,2017-18,div1,Harford,harfordcommunitycollege,antoniobuckley37tf,Antonio Buckley
Mar 8,home,Cecil,,,,,,,,,,,,,,,,,2018,2017-18,div1,Harford,harfordcommunitycollege,antoniobuckley37tf,Antonio Buckley
Mar 9,home,Penn State Mont Alto,W,16-7,16,16,,,,,,,,,,,,,2018,2017-18,div1,Harford,harfordcommunitycollege,antoniobuckley37tf,Antonio Buckley
Mar 10,away,Southern Maryland,W,12-1,12,12,,,,,,,,,,,,,2018,2017-18,div1,Harford,harfordcommunitycollege,antoniobuckley37tf,Antonio Buckley
Mar 10,away,Southern Maryland,W,15-0,15,15,,,,,,,,,,,,,2018,2017-18,div1,Harford,harfordcommunitycollege,antoniobuckley37tf,Antonio Buckley
Mar 15,away,CCBC Dundalk,L,6-1,6,6,,,,,,,,,,,,,2018,2017-18,div1,Harford,harfordcommunitycollege,antoniobuckley37tf,Antonio Buckley
Mar 16,home,Penn State-Schuylkill,W,12-2,12,12,,,,,,,,,,,,,2018,2017-18,div1,Harford,harfordcommunitycollege,antoniobuckley37tf,Antonio Buckley
Mar 18,home,Montgomery,W,9-3,9,9,0,0,0,0,1.2,,,,0.00,,1,,2018,2017-18,div1,Harford,harfordcommunitycollege,antoniobuckley37tf,Antonio Buckley
Mar 18,home,Montgomery,W,14-1,14,14,,,,,,,,,,,,,2018,2017-18,div1,Harford,harfordcommunitycollege,antoniobuckley37tf,Antonio Buckley
Mar 24,home,Frederick,W,8-1,8,8,,,,,,,,,,,,,2018,2017-18,div1,Harford,harfordcommunitycollege,antoniobuckley37tf,Antonio Buckley
