date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
May 2,home,Minnesota West,W,15-13,15,13,2,win,20230502_4tjx,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,noahfryev9uz,Noah Frye
May 2,home,Minnesota West,W,21-20,21,20,1,win,20230502_14vd,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,noahfryev9uz,Noah Frye
Apr 29,home,Minnesota West,L,12-7,12,7,5,win,20230429_02g9,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,noahfryev9uz,Noah Frye
Apr 22,home,Rochester,L,4-3,4,3,1,win,20230422_64zn,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,noahfryev9uz,Noah Frye
Apr 22,home,Rochester,L,6-4,6,4,2,win,20230422_qh0c,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,noahfryev9uz,Noah Frye
Apr 15,home,Century,L,14-7,14,7,7,win,20230415_11lw,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,noahfryev9uz,Noah Frye
Apr 14,home,Century,L,9-5,9,5,4,win,20230414_q3ew,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,noahfryev9uz,Noah Frye
Apr 14,home,Century,L,7-4,7,4,3,win,20230414_lsmr,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,noahfryev9uz,Noah Frye
Apr 10,home,Riverland,L,11-8,11,8,3,win,20230410_s7f9,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,noahfryev9uz,Noah Frye
Apr 8,home,Riverland,L,11-1,11,1,10,win,20230408_p7xv,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,noahfryev9uz,Noah Frye
Apr 8,home,Riverland,L,8-4,8,4,4,win,20230408_za1o,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,noahfryev9uz,Noah Frye
Apr 4,home,St. Cloud Tech,L,4-2,4,2,2,win,20230404_qow9,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,noahfryev9uz,Noah Frye
Mar 26,home,Minnesota North College - Rainy River,W,3-2,3,2,1,win,20230326_901d,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,noahfryev9uz,Noah Frye
Mar 2,home,Minnesota North College - Mesabi Range,W,23-7,23,7,16,win,20230302_eko1,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,noahfryev9uz,Noah Frye
