date,location,opponent,result,score,team_score,opp_score,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 31,away,McLennan,L,5-4,5,5,,,,,,,,,,,,,2020,2019-20,div1,Midland,midlandcollege,claytonpricexo7d,Clayton Price
Feb 1,away,McLennan,L,11-6,11,11,,,,,,,,,,,,,2020,2019-20,div1,Midland,midlandcollege,claytonpricexo7d,Clayton Price
Feb 1,away,McLennan,L,8-3,8,8,,,,,,,,,,,,,2020,2019-20,div1,Midland,midlandcollege,claytonpricexo7d,Clayton Price
Feb 14,home,Colby,W,8-7,8,8,0,0,0,0,2.0,2,,,0.00,,,,2020,2019-20,div1,Midland,midlandcollege,claytonpricexo7d,Clayton Price
Feb 14,home,Colby,W,13-3,13,13,,,,,,,,,,,,,2020,2019-20,div1,Midland,midlandcollege,claytonpricexo7d,Clayton Price
Feb 15,home,Seward County,W,6-5,6,6,,,,,,,,,,,,,2020,2019-20,div1,Midland,midlandcollege,claytonpricexo7d,Clayton Price
Feb 15,home,Seward County,L,11-7,11,11,,,,,,,,,,,,,2020,2019-20,div1,Midland,midlandcollege,claytonpricexo7d,Clayton Price
Feb 20,home,vs. Hill,L,4-3,4,4,,,,,,,,,,,,,2020,2019-20,div1,Midland,midlandcollege,claytonpricexo7d,Clayton Price
Feb 21,home,vs. Hill,W,4-3,4,4,,,,,,,,,,,,,2020,2019-20,div1,Midland,midlandcollege,claytonpricexo7d,Clayton Price
Feb 21,home,vs. Panola,W,8-5,8,8,,,,,,,,,,,,,2020,2019-20,div1,Midland,midlandcollege,claytonpricexo7d,Clayton Price
Feb 22,home,vs. Panola,W,12-4,12,12,,,,,,,,,,,,,2020,2019-20,div1,Midland,midlandcollege,claytonpricexo7d,Clayton Price
Feb 26,home,vs. North Central Texas,L,5-0,5,5,0,0,0,0,0.2,1,,,0.00,,1,,2020,2019-20,div1,Midland,midlandcollege,claytonpricexo7d,Clayton Price
Feb 26,home,vs. North Central Texas,L,13-8,13,13,,,,,,,,,,,,,2020,2019-20,div1,Midland,midlandcollege,claytonpricexo7d,Clayton Price
Feb 28,home,Temple,W,14-4,14,14,,,,,,,,,,,,,2020,2019-20,div1,Midland,midlandcollege,claytonpricexo7d,Clayton Price
Feb 29,home,Temple,L,16-9,16,16,,,,,,,,,,,,,2020,2019-20,div1,Midland,midlandcollege,claytonpricexo7d,Clayton Price
Mar 6,home,vs. Luna,W,13-3,13,13,,,,,,,,,,,,,2020,2019-20,div1,Midland,midlandcollege,claytonpricexo7d,Clayton Price
Mar 6,home,vs. Luna,W,15-7,15,15,,,,,,,,,,,,,2020,2019-20,div1,Midland,midlandcollege,claytonpricexo7d,Clayton Price
Mar 7,home,vs. Luna,W,14-2,14,14,,,,,,,,,,,,,2020,2019-20,div1,Midland,midlandcollege,claytonpricexo7d,Clayton Price
