date,location,opponent,result,score,team_score,opp_score,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Sep 30  #,home,vs. Century,,,,,,,,,,,,,,,,,2018,2017-18,div1,Jefferson (MO),jeffersoncollege,raulelguezabaldzxk,Raul Elguezabal
Feb 8,home,vs. Jackson State,W,8-3,8,8,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,div1,Jefferson (MO),jeffersoncollege,raulelguezabaldzxk,Raul Elguezabal
Feb 8,away,Bevill State,T,4-4,4,4,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,div1,Jefferson (MO),jeffersoncollege,raulelguezabaldzxk,Raul Elguezabal
Feb 9,away,Bevill State,W,10-0,10,10,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,div1,Jefferson (MO),jeffersoncollege,raulelguezabaldzxk,Raul Elguezabal
Feb 9,home,vs. Jackson State,L,7-5,7,7,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,div1,Jefferson (MO),jeffersoncollege,raulelguezabaldzxk,Raul Elguezabal
Feb 10,home,vs. St. Louis,,,,,,,,,,,,,,,,,2018,2017-18,div1,Jefferson (MO),jeffersoncollege,raulelguezabaldzxk,Raul Elguezabal
Feb 17,home,vs. Mississippi Delta,,,,,,,,,,,,,,,,,2018,2017-18,div1,Jefferson (MO),jeffersoncollege,raulelguezabaldzxk,Raul Elguezabal
Feb 17,home,vs. Mississippi Delta,,,,,,,,,,,,,,,,,2018,2017-18,div1,Jefferson (MO),jeffersoncollege,raulelguezabaldzxk,Raul Elguezabal
Feb 18,home,Rend Lake,W,8-7,8,8,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,div1,Jefferson (MO),jeffersoncollege,raulelguezabaldzxk,Raul Elguezabal
Feb 18,away,Meridian,,,,,,,,,,,,,,,,,2018,2017-18,div1,Jefferson (MO),jeffersoncollege,raulelguezabaldzxk,Raul Elguezabal
Feb 18,home,Rend Lake,L,14-5,14,14,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,div1,Jefferson (MO),jeffersoncollege,raulelguezabaldzxk,Raul Elguezabal
Feb 18,away,Meridian,,,,,,,,,,,,,,,,,2018,2017-18,div1,Jefferson (MO),jeffersoncollege,raulelguezabaldzxk,Raul Elguezabal
Feb 25,home,vs. Ellsworth,W,8-5,8,8,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,div1,Jefferson (MO),jeffersoncollege,raulelguezabaldzxk,Raul Elguezabal
Feb 25,home,vs. Ellsworth,W,11-1,11,11,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,div1,Jefferson (MO),jeffersoncollege,raulelguezabaldzxk,Raul Elguezabal
Feb 26,home,Ellsworth,W,9-4,9,9,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,div1,Jefferson (MO),jeffersoncollege,raulelguezabaldzxk,Raul Elguezabal
Feb 26,home,Ellsworth,W,5-4,5,5,,,,,,,,,,,,,2018,2017-18,div1,Jefferson (MO),jeffersoncollege,raulelguezabaldzxk,Raul Elguezabal
Feb 27,away,Fontbonne JV,,,,,,,,,,,,,,,,,2018,2017-18,div1,Jefferson (MO),jeffersoncollege,raulelguezabaldzxk,Raul Elguezabal
Mar 1,home,Three Rivers,W,6-2,6,6,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,div1,Jefferson (MO),jeffersoncollege,raulelguezabaldzxk,Raul Elguezabal
Mar 1,home,Three Rivers,W,8-0,8,8,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,div1,Jefferson (MO),jeffersoncollege,raulelguezabaldzxk,Raul Elguezabal
Mar 4,away,Three Rivers,W,7-3,7,7,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,div1,Jefferson (MO),jeffersoncollege,raulelguezabaldzxk,Raul Elguezabal
Mar 4,away,Three Rivers,W,12-4,12,12,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,div1,Jefferson (MO),jeffersoncollege,raulelguezabaldzxk,Raul Elguezabal
Mar 6,home,McKendree University,W,13-3,13,13,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,div1,Jefferson (MO),jeffersoncollege,raulelguezabaldzxk,Raul Elguezabal
Mar 9,away,Crowder,L,7-6,7,7,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,div1,Jefferson (MO),jeffersoncollege,raulelguezabaldzxk,Raul Elguezabal
