date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 25,home,Northwest Florida State,W,3-0,3,0,3.0,win,,,,,,,,,,,,,,2019,2018-19,div1,Seminole State (FL),seminolestatecollegeofflorida,khalilwilsonkjdr,Khalil Wilson
Jan 26,home,Palm Beach State,,,,,3.0,win,,,,,,,,,,,,,,2019,2018-19,div1,Seminole State (FL),seminolestatecollegeofflorida,khalilwilsonkjdr,Khalil Wilson
Jan 26,home,Palm Beach State,,,,,3.0,win,,,,,,,,,,,,,,2019,2018-19,div1,Seminole State (FL),seminolestatecollegeofflorida,khalilwilsonkjdr,Khalil Wilson
Jan 29,home,Eastern Florida State,W,5-4,5,4,1.0,win,,,,,,,,,,,,,,2019,2018-19,div1,Seminole State (FL),seminolestatecollegeofflorida,khalilwilsonkjdr,Khalil Wilson
Jan 30,home,Eastern Florida State,W,7-5,7,5,2.0,win,20190130_j6ii,0,0,0,0,3.1,1,2,1,2.70,2,3,,2019,2018-19,div1,Seminole State (FL),seminolestatecollegeofflorida,khalilwilsonkjdr,Khalil Wilson
Feb 1,home,Indian River State,W,9-8,9,8,1.0,win,,,,,,,,,,,,,,2019,2018-19,div1,Seminole State (FL),seminolestatecollegeofflorida,khalilwilsonkjdr,Khalil Wilson
Feb 2,home,Indian River State,W,9-3,9,3,6.0,win,,,,,,,,,,,,,,2019,2018-19,div1,Seminole State (FL),seminolestatecollegeofflorida,khalilwilsonkjdr,Khalil Wilson
Feb 4,home,Polk State,W,11-1,11,1,10.0,win,,,,,,,,,,,,,,2019,2018-19,div1,Seminole State (FL),seminolestatecollegeofflorida,khalilwilsonkjdr,Khalil Wilson
Feb 6,home,Polk State,W,9-4,9,4,5.0,win,20190206_z67o,0,0,0,0,3.0,4,1,1,3.00,2,3,,2019,2018-19,div1,Seminole State (FL),seminolestatecollegeofflorida,khalilwilsonkjdr,Khalil Wilson
Feb 8,home,ASA Miami,W,6-5,6,5,1.0,win,,,,,,,,,,,,,,2019,2018-19,div1,Seminole State (FL),seminolestatecollegeofflorida,khalilwilsonkjdr,Khalil Wilson
Feb 8,home,ASA Miami,L,7-1,7,1,6.0,win,,,,,,,,,,,,,,2019,2018-19,div1,Seminole State (FL),seminolestatecollegeofflorida,khalilwilsonkjdr,Khalil Wilson
Feb 9,home,Pasco-Hernando State,W,9-7,9,7,2.0,win,20190209_1qsa,0,0,0,1,1.0,1,,,0.00,,1,,2019,2018-19,div1,Seminole State (FL),seminolestatecollegeofflorida,khalilwilsonkjdr,Khalil Wilson
Feb 11,home,South Florida State,W,3-0,3,0,3.0,win,20190211_85zu,0,0,0,1,2.0,1,,,0.00,,1,,2019,2018-19,div1,Seminole State (FL),seminolestatecollegeofflorida,khalilwilsonkjdr,Khalil Wilson
Feb 14,home,South Florida State,L,7-4,7,4,3.0,win,20190214_kx9k,0,0,0,0,0.2,,,,0.00,,,,2019,2018-19,div1,Seminole State (FL),seminolestatecollegeofflorida,khalilwilsonkjdr,Khalil Wilson
Feb 15,home,Hillsborough,L,3-0,3,0,3.0,win,,,,,,,,,,,,,,2019,2018-19,div1,Seminole State (FL),seminolestatecollegeofflorida,khalilwilsonkjdr,Khalil Wilson
Feb 16,home,CCBC Catonsville,W,6-3,6,3,3.0,win,,,,,,,,,,,,,,2019,2018-19,div1,Seminole State (FL),seminolestatecollegeofflorida,khalilwilsonkjdr,Khalil Wilson
Feb 16,home,CCBC Catonsville,L,9-1,9,1,8.0,win,20190216_il97,1,0,1,0,3.0,5,4,1,3.00,0,2,,2019,2018-19,div1,Seminole State (FL),seminolestatecollegeofflorida,khalilwilsonkjdr,Khalil Wilson
Feb 18,home,Hillsborough,W,6-0,6,0,6.0,win,,,,,,,,,,,,,,2019,2018-19,div1,Seminole State (FL),seminolestatecollegeofflorida,khalilwilsonkjdr,Khalil Wilson
Feb 20,home,St. Petersburg,W,22-14,22,14,8.0,win,,,,,,,,,,,,,,2019,2018-19,div1,Seminole State (FL),seminolestatecollegeofflorida,khalilwilsonkjdr,Khalil Wilson
Feb 22,home,St. Petersburg,W,7-6,7,6,1.0,win,,,,,,,,,,,,,,2019,2018-19,div1,Seminole State (FL),seminolestatecollegeofflorida,khalilwilsonkjdr,Khalil Wilson
