date,location,opponent,result,score,team_score,opp_score,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Sep 11,home,Spartan PostGrad,,,,,,,,,,,,,,,,,2022,2021-22,div1,Angelina,angelinacollege,sethschneider3rw4,Seth Schneider
Sep 18,home,United Baseball,,,,,,,,,,,,,,,,,2022,2021-22,div1,Angelina,angelinacollege,sethschneider3rw4,Seth Schneider
Oct 5,home,Stephen F. Austin University,,,,,,,,,,,,,,,,,2022,2021-22,div1,Angelina,angelinacollege,sethschneider3rw4,Seth Schneider
Oct 16,home,Wiley College,,,,,,,,,,,,,,,,,2022,2021-22,div1,Angelina,angelinacollege,sethschneider3rw4,Seth Schneider
Oct 22,away,Wiley College,,,,,,,,,,,,,,,,,2022,2021-22,div1,Angelina,angelinacollege,sethschneider3rw4,Seth Schneider
Jan 28,home,Galveston,W,7-4,7,7,,,,,,,,,,,,,2022,2021-22,div1,Angelina,angelinacollege,sethschneider3rw4,Seth Schneider
Jan 28,home,Galveston,L,6-2,6,6,,,,,,,,,,,,,2022,2021-22,div1,Angelina,angelinacollege,sethschneider3rw4,Seth Schneider
Jan 30,away,Galveston,L,4-3,4,4,,,,,,,,,,,,,2022,2021-22,div1,Angelina,angelinacollege,sethschneider3rw4,Seth Schneider
Jan 30,away,Galveston,W,6-5,6,6,,,,,,,,,,,,,2022,2021-22,div1,Angelina,angelinacollege,sethschneider3rw4,Seth Schneider
Feb 2,home,Alvin,L,11-8,11,11,,,,,,,,,,,,,2022,2021-22,div1,Angelina,angelinacollege,sethschneider3rw4,Seth Schneider
Feb 6,home,vs. Howard (TX),W,10-8,10,10,,,,,,,,,,,,,2022,2021-22,div1,Angelina,angelinacollege,sethschneider3rw4,Seth Schneider
Feb 6,away,Alvin,W,11-9,11,11,,,,,,,,,,,,,2022,2021-22,div1,Angelina,angelinacollege,sethschneider3rw4,Seth Schneider
Feb 8,away,Blinn,W,9-5,9,9,,,,,,,,,,,,,2022,2021-22,div1,Angelina,angelinacollege,sethschneider3rw4,Seth Schneider
Feb 11,home,TCS Postgrad,W,10-1,10,10,,,,,,,,,,,,,2022,2021-22,div1,Angelina,angelinacollege,sethschneider3rw4,Seth Schneider
Feb 11,home,TCS Postgrad,W,6-3,6,6,,,,,,,,,,,,,2022,2021-22,div1,Angelina,angelinacollege,sethschneider3rw4,Seth Schneider
Feb 15,home,Blinn,W,12-2,12,12,,,,,,,,,,,,,2022,2021-22,div1,Angelina,angelinacollege,sethschneider3rw4,Seth Schneider
