date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 30,home,Gordon State,L,12-2,12,2,10,win,20240130_id3t,0,0,0,0,1.0,1,,,0.00,2.00,1,2024,2023-24,div1,Chattahoochee Valley,chattahoocheevalleycommunitycollege,connormichel015v,Connor Michel
Feb 2,home,Florence-Darlington Tech,L,13-3,13,3,10,win,20240202_f9ez,0,0,0,0,0.2,,5,5,67.50,6.00,4,2024,2023-24,div1,Chattahoochee Valley,chattahoocheevalleycommunitycollege,connormichel015v,Connor Michel
Feb 6,home,Gordon State,L,12-8,12,8,4,win,20240206_v5j1,0,0,1,0,2.0,2,5,5,22.50,2.00,2,2024,2023-24,div1,Chattahoochee Valley,chattahoocheevalleycommunitycollege,connormichel015v,Connor Michel
Feb 9,home,Lurleen B. Wallace,L,8-7,8,7,1,win,20240209_p8ym,0,0,0,0,2.1,3,1,1,3.86,2.14,2,2024,2023-24,div1,Chattahoochee Valley,chattahoocheevalleycommunitycollege,connormichel015v,Connor Michel
Feb 20,home,Andrew,W,7-3,7,3,4,win,20240220_gfaf,0,0,0,0,1.0,2,2,,0.00,3.00,1,2024,2023-24,div1,Chattahoochee Valley,chattahoocheevalleycommunitycollege,connormichel015v,Connor Michel
Feb 23,home,Wabash Valley,W,8-4,8,4,4,win,20240223_0da7,0,0,0,0,0.0,,2,2,INF,,2,2024,2023-24,div1,Chattahoochee Valley,chattahoocheevalleycommunitycollege,connormichel015v,Connor Michel
Feb 24,home,Georgia Highlands,L,13-3,13,3,10,win,20240224_9nbw,0,0,0,0,0.2,3,3,3,40.50,4.50,,2024,2023-24,div1,Chattahoochee Valley,chattahoocheevalleycommunitycollege,connormichel015v,Connor Michel
Mar 7,home,Calhoun,L,10-6,10,6,4,win,20240307_3jx8,0,0,0,0,0.2,2,3,3,40.50,4.50,1,2024,2023-24,div1,Chattahoochee Valley,chattahoocheevalleycommunitycollege,connormichel015v,Connor Michel
Mar 12,home,Central Alabama,W,8-5,8,5,3,win,20240312_8tcx,0,0,0,0,1.0,,,,0.00,1.00,1,2024,2023-24,div1,Chattahoochee Valley,chattahoocheevalleycommunitycollege,connormichel015v,Connor Michel
Mar 17,home,Wallace State,L,7-0,7,0,7,win,20240317_26v0,0,0,0,0,0.1,4,4,4,108.00,12.00,,2024,2023-24,div1,Chattahoochee Valley,chattahoocheevalleycommunitycollege,connormichel015v,Connor Michel
Mar 19,home,Central Alabama,L,3-2,3,2,1,win,20240319_q7g3,0,0,0,0,2.0,2,,,0.00,1.00,,2024,2023-24,div1,Chattahoochee Valley,chattahoocheevalleycommunitycollege,connormichel015v,Connor Michel
Mar 21,home,Coastal Alabama - South,L,12-4,12,4,8,win,20240321_s9wl,0,0,0,0,3.1,5,5,5,13.50,2.10,2,2024,2023-24,div1,Chattahoochee Valley,chattahoocheevalleycommunitycollege,connormichel015v,Connor Michel
