date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Mar 3,home,Meridian,L,11-6,11,6,5,win,20230303_p2fv,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div2,Lansing,lansingcommunitycollege,clayemeighfoay,Clay Emeigh
Mar 4,home,Mississippi Gulf Coast,W,15-9,15,9,6,win,20230304_ngwn,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div2,Lansing,lansingcommunitycollege,clayemeighfoay,Clay Emeigh
Mar 5,home,Baton Rouge,L,13-2,13,2,11,win,20230305_bq0x,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div2,Lansing,lansingcommunitycollege,clayemeighfoay,Clay Emeigh
Mar 7,home,Faulkner University (JV),W,16-1,16,1,15,win,20230307_073h,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div2,Lansing,lansingcommunitycollege,clayemeighfoay,Clay Emeigh
Mar 9,home,Copiah-Lincoln,W,10-3,10,3,7,win,20230309_bjge,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div2,Lansing,lansingcommunitycollege,clayemeighfoay,Clay Emeigh
Mar 10,home,Copiah-Lincoln,W,1-0,1,0,1,win,20230310_a27x,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div2,Lansing,lansingcommunitycollege,clayemeighfoay,Clay Emeigh
Mar 20,home,Edison State,W,16-3,16,3,13,win,20230320_xigb,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div2,Lansing,lansingcommunitycollege,clayemeighfoay,Clay Emeigh
Mar 22,home,Lake Michigan,W,14-4,14,4,10,win,20230322_5gxi,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div2,Lansing,lansingcommunitycollege,clayemeighfoay,Clay Emeigh
Mar 24,home,Glen Oaks,W,17-2,17,2,15,win,20230324_1zl0,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div2,Lansing,lansingcommunitycollege,clayemeighfoay,Clay Emeigh
Mar 27,home,Henry Ford,W,16-0,16,0,16,win,20230327_8khg,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div2,Lansing,lansingcommunitycollege,clayemeighfoay,Clay Emeigh
Mar 28,home,Kalamazoo Valley,W,16-0,16,0,16,win,20230328_5681,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div2,Lansing,lansingcommunitycollege,clayemeighfoay,Clay Emeigh
Mar 30,home,Marian-Ancilla,W,13-3,13,3,10,win,20230330_8jaq,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div2,Lansing,lansingcommunitycollege,clayemeighfoay,Clay Emeigh
Apr 4,home,Schoolcraft,W,6-0,6,0,6,win,20230404_yj1p,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div2,Lansing,lansingcommunitycollege,clayemeighfoay,Clay Emeigh
Apr 6,home,Lake Michigan,W,14-1,14,1,13,win,20230406_p6d3,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div2,Lansing,lansingcommunitycollege,clayemeighfoay,Clay Emeigh
Apr 8,home,Lake Michigan,W,14-0,14,0,14,win,20230408_6ue9,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div2,Lansing,lansingcommunitycollege,clayemeighfoay,Clay Emeigh
