date,location,opponent,result,score,team_score,opp_score,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 5,home,vs. St. Johns River State,L,15-4,15,15,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
Feb 6,away,Gulf Coast State,L,9-2,9,9,1,0,1,0,3.0,5,4,3,9.00,3,5,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
Feb 6,home,vs. Lurleen B. Wallace,W,9-8,9,9,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
Feb 10,home,Chipola,L,13-12,13,13,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
Feb 12,home,Cleveland State,L,11-10,11,11,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
Feb 13,home,Cleveland State,W,7-6,7,7,1,0,0,0,5.0,9,4,4,7.20,2,4,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
Feb 13,home,Cleveland State,L,6-2,6,6,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
Feb 17,home,Piedmont JV,W,6-4,6,6,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
Feb 17,home,Piedmont JV,W,11-2,11,11,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
Feb 19,away,Chipola,L,15-5,15,15,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
Feb 20,away,Chipola,L,8-3,8,8,1,0,1,0,5.0,6,7,2,3.60,3,4,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
Feb 20,home,vs. Columbia State,L,10-9,10,10,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
Feb 26,away,Northwest Florida State,L,10-5,10,10,1,0,1,0,4.0,6,6,2,4.50,3,2,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
Feb 26,home,vs. Wabash Valley,W,13-1,13,13,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
Feb 27,home,vs. Wabash Valley,L,4-3,4,4,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
Feb 27,home,vs. East Central (MS),W,9-8,9,9,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
Mar 2,away,Cleveland State,W,6-4,6,6,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
Mar 4,home,Northwest Florida State,L,12-2,12,12,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
Mar 5,home,Northwest Florida State,L,8-2,8,8,1,0,1,0,5.0,9,6,6,10.80,0,4,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
Mar 5,home,Northwest Florida State,L,5-1,5,5,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
Mar 8,home,Lake Michigan,W,5-4,5,5,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
Mar 8,home,Lake Michigan,W,12-2,12,12,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
Mar 9,home,Lake Michigan,W,5-1,5,5,1,1,0,0,4.0,3,0,0,0.00,0,5,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
Mar 9,home,Lake Michigan,W,5-2,5,5,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
Mar 15,home,West Georgia Tech,W,13-3,13,13,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
Mar 17,away,West Georgia Tech,W,16-11,16,16,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
Mar 17,away,West Georgia Tech,W,19-11,19,19,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
Mar 18,away,West Georgia Tech,W,14-7,14,14,1,0,0,0,4.0,3,4,0,0.00,2,6,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
Mar 21,home,Piedmont JV,W,10-5,10,10,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
Mar 21,home,Piedmont JV,W,15-0,15,15,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
Mar 24,home,Taylor University JV,W,11-3,11,11,1,1,0,0,4.0,3,1,1,2.25,2,4,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
Mar 24,home,Taylor University JV,W,16-8,16,16,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
Mar 29,away,Abraham Baldwin,L,3-2,3,3,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
Mar 30,home,Abraham Baldwin,L,6-5,6,6,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
Apr 3,home,Abraham Baldwin,W,2-1,2,2,1,0,0,0,6.2,6,1,1,1.35,3,5,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
Apr 3,home,Abraham Baldwin,L,6-1,6,6,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
Apr 5,home,East Georgia State,W,11-1,11,11,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
Apr 8,away,East Georgia State,W,9-4,9,9,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
Apr 9,away,East Georgia State,L,3-2,3,3,1,0,1,0,3.2,7,3,2,4.91,2,1,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
Apr 9,away,East Georgia State,L,9-3,9,9,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
Apr 13,away,Darton State,L,8-5,8,8,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
Apr 16,home,Darton State,L,5-0,5,5,1,0,1,0,4.0,5,5,5,11.25,1,1,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
Apr 16,home,Darton State,L,4-2,4,4,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
Apr 17,home,Darton State,L,15-4,15,15,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
Apr 19,home,South Georgia State,L,6-3,6,6,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
Apr 22,away,South Georgia State,L,6-4,6,6,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
Apr 23,away,South Georgia State,W,10-6,10,10,1,1,0,0,6.0,5,6,5,7.50,4,1,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
Apr 23,away,South Georgia State,W,13-7,13,13,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
Apr 26,home,vs. Georgia Highlands,W,16-8,16,16,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
Apr 28,home,Georgia Highlands,W,10-3,10,10,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
Apr 30,home,Georgia Highlands,L,9-4,9,9,1,0,1,0,5.0,6,4,3,5.40,2,2,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
Apr 30,home,Georgia Highlands,L,8-3,8,8,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
May 5,home,Andrew,L,3-1,3,3,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
May 6,away,Andrew,L,3-2,3,3,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
May 7,home,Andrew,W,6-5,6,6,1,0,0,0,3.1,4,3,1,2.70,4,3,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
May 7,home,Andrew,W,11-9,11,11,,,,,,,,,,,,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
May 11,home,vs. Georgia Highlands,L,7-4,7,7,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
May 11,home,vs. Abraham Baldwin,W,10-2,10,10,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
May 13,home,vs. East Georgia State,L,11-1,11,11,0,0,0,0,0.2,5,4,3,40.50,,1,2016,2015-16,div1,Gordon State,gordonstatecollege,aubreymccarty9e0f,Aubrey McCarty
