date,location,opponent,result,score,team_score,opp_score,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 17,away,Union,W,15-3,15,15,1,1,0,0,3.0,4,2,1,3.00,2,1,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Feb 17,away,Union,W,17-5,17,17,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Feb 27,away,Anne Arundel,W,13-1,13,13,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Feb 27,home,vs. Brunswick,W,12-0,12,12,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Feb 28,home,vs. Garrett,W,12-1,12,12,1,1,0,0,4.0,0,0,0,0.00,4,4,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Feb 28,home,vs. CCBC Dundalk,W,16-3,16,16,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Feb 29,home,vs. CCBC Dundalk,W,16-1,16,16,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Feb 29,home,vs. Monroe CC,W,14-4,14,14,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Mar 1,home,vs. Rowan Burlington,W,15-7,15,15,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Mar 1,home,vs. Rowan Burlington,W,9-6,9,9,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Mar 2,home,vs. Monroe CC,L,10-9,10,10,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Mar 2,home,vs. Mercyhurst North East,W,11-3,11,11,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Mar 5,away,Lake Land,W,18-2,18,18,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Mar 7,home,Lake Land,W,6-1,6,6,1,1,0,0,5.0,1,0,0,0.00,5,5,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Mar 7,home,Lake Land,W,3-1,3,3,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Mar 11,away,Vincennes,,,,,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Mar 12,home,Shawnee,,,,,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Mar 14,away,Shawnee,,,,,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Mar 14,away,Shawnee,,,,,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Mar 16,away,Kentucky Wesleyan,,,,,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Mar 18,home,Vincennes,,,,,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Mar 20,home,vs. Ivy Tech Fort Wayne,,,,,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Mar 20,home,vs. Ivy Tech Fort Wayne,,,,,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Mar 21,home,vs. Ivy Tech Fort Wayne,,,,,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Mar 21,home,vs. Ivy Tech Fort Wayne,,,,,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Mar 23,away,Brescia,,,,,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Mar 24,away,Rend Lake,,,,,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Mar 26,home,Southeastern Illinois,,,,,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Mar 28,away,Southeastern Illinois,,,,,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Mar 28,away,Southeastern Illinois,,,,,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Mar 30,away,Lindenwood,,,,,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Mar 31,home,Rend Lake,,,,,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Mar 31,home,Rend Lake,,,,,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Apr 2,home,John A. Logan,,,,,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Apr 4,away,John A. Logan,,,,,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Apr 4,away,John A. Logan,,,,,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Apr 6,away,Kentucky Wesleyan,,,,,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Apr 8,home,Danville Area,,,,,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Apr 9,away,Lincoln Trail,,,,,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Apr 10,home,Lincoln Trail,,,,,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Apr 10,home,Lincoln Trail,,,,,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Apr 14,away,Wabash Valley,,,,,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Apr 15,away,McKendree,,,,,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Apr 16,home,Southwestern Illinois,,,,,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Apr 18,away,Southwestern Illinois,,,,,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Apr 18,away,Southwestern Illinois,,,,,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Apr 20,away,Rose-Hulman,,,,,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Apr 21,home,Wabash Valley,,,,,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Apr 21,home,Wabash Valley,,,,,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Apr 23,away,Frontier,,,,,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Apr 25,home,Frontier,,,,,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Apr 25,home,Frontier,,,,,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Apr 27,away,Millikin,,,,,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
Apr 30,home,Kaskaskia,,,,,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
May 2,away,Kaskaskia,,,,,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
May 2,away,Kaskaskia,,,,,,,,,,,,,,,,2020,2019-20,div1,Olney Central,olneycentralcollege,thomaskingf9b0,Thomas King
