date,location,opponent,result,score,team_score,opp_score,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 26,away,Copiah-Lincoln,L,10-9,10,10,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,keithellison78d7,Keith Ellison
Feb 26,away,Copiah-Lincoln,W,9-6,9,9,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,keithellison78d7,Keith Ellison
Feb 27,away,Southwest Mississippi,L,11-4,11,11,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,keithellison78d7,Keith Ellison
Feb 27,away,Southwest Mississippi,L,9-2,9,9,,,,,,,,,,,,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,keithellison78d7,Keith Ellison
Mar 3,home,vs. Iowa Central,L,6-3,6,6,,,,,,,,,,,,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,keithellison78d7,Keith Ellison
Mar 4,home,Lakeland,W,6-0,6,6,,,,,,,,,,,,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,keithellison78d7,Keith Ellison
Mar 4,home,vs. Southeastern,L,6-1,6,6,,,,,,,,,,,,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,keithellison78d7,Keith Ellison
Mar 5,home,vs. Southeast,W,8-7,8,8,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,keithellison78d7,Keith Ellison
Mar 5,home,vs. Muscatine,W,18-0,18,18,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,keithellison78d7,Keith Ellison
Mar 7,home,vs. Lindenwood-Belleville JV,W,13-0,13,13,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,keithellison78d7,Keith Ellison
Mar 7,home,Lindenwood-Belleville JV,W,4-3,4,4,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,keithellison78d7,Keith Ellison
Mar 12,home,vs. Rend Lake,W,2-0,2,2,,,,,,,,,,,,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,keithellison78d7,Keith Ellison
Mar 12,home,vs. Rend Lake,L,7-2,7,7,,,,,,,,,,,,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,keithellison78d7,Keith Ellison
Mar 14,home,vs. Rend Lake,W,8-7,8,8,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,keithellison78d7,Keith Ellison
Mar 17,home,Wabash Valley,L,12-1,12,12,,,,,,,,,,,,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,keithellison78d7,Keith Ellison
Mar 18,away,Wabash Valley,L,10-0,10,10,,,,,,,,,,,,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,keithellison78d7,Keith Ellison
Mar 18,away,Wabash Valley,L,6-2,6,6,,,,,,,,,,,,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,keithellison78d7,Keith Ellison
Mar 22,away,Danville Area,W,14-9,14,14,,,,,,,,,,,,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,keithellison78d7,Keith Ellison
Mar 25,home,John A. Logan,L,3-1,3,3,,,,,,,,,,,,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,keithellison78d7,Keith Ellison
Mar 25,home,John A. Logan,W,3-2,3,3,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,keithellison78d7,Keith Ellison
Mar 26,away,John A. Logan,L,11-10,11,11,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,keithellison78d7,Keith Ellison
Mar 29,home,Lake Land,W,8-7,8,8,,,,,,,,,,,,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,keithellison78d7,Keith Ellison
Apr 1,home,Shawnee,W,17-7,17,17,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,keithellison78d7,Keith Ellison
Apr 2,away,Shawnee,W,13-0,13,13,,,,,,,,,,,,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,keithellison78d7,Keith Ellison
Apr 2,away,Shawnee,W,8-5,8,8,,,,,,,,,,,,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,keithellison78d7,Keith Ellison
Apr 3,home,vs. St. Joes JV,W,11-0,11,11,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,keithellison78d7,Keith Ellison
Apr 7,home,Olney Central,L,24-6,24,24,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,keithellison78d7,Keith Ellison
Apr 9,away,Olney Central,L,9-3,9,9,,,,,,,,,,,,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,keithellison78d7,Keith Ellison
Apr 9,away,Olney Central,L,3-1,3,3,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,keithellison78d7,Keith Ellison
Apr 13,away,Lake Land,L,6-1,6,6,,,,,,,,,,,,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,keithellison78d7,Keith Ellison
Apr 13,away,Lake Land,W,6-3,6,6,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,keithellison78d7,Keith Ellison
Apr 14,away,Southwestern Illinois,W,6-5,6,6,,,,,,,,,,,,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,keithellison78d7,Keith Ellison
Apr 16,home,Southwestern Illinois,W,8-7,8,8,,,,,,,,,,,,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,keithellison78d7,Keith Ellison
Apr 16,home,Southwestern Illinois,L,6-3,6,6,,,,,,,,,,,,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,keithellison78d7,Keith Ellison
Apr 19,home,vs. St Joes JV,L,4-2,4,4,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,keithellison78d7,Keith Ellison
Apr 21,away,Kaskaskia,L,13-1,13,13,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,keithellison78d7,Keith Ellison
Apr 23,home,Kaskaskia,L,7-6,7,7,,,,,,,,,,,,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,keithellison78d7,Keith Ellison
Apr 23,home,Kaskaskia,L,8-5,8,8,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,keithellison78d7,Keith Ellison
Apr 28,home,vs. Southeastern Illinois,W,9-1,9,9,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,keithellison78d7,Keith Ellison
Apr 30,home,vs. Southeastern Illinois,W,13-3,13,13,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,keithellison78d7,Keith Ellison
Apr 30,home,vs. Southeastern Illinois,W,8-1,8,8,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,keithellison78d7,Keith Ellison
May 2,away,Rose Hulman JV,W,5-3,5,5,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,keithellison78d7,Keith Ellison
May 7,away,Rend Lake,W,6-5,6,6,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,keithellison78d7,Keith Ellison
May 7,away,Rend Lake,L,10-0,10,10,,,,,,,,,,,,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,keithellison78d7,Keith Ellison
May 8,away,Rend Lake,L,3-2,3,3,,,,,,,,,,,,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,keithellison78d7,Keith Ellison
