date,location,opponent,result,score,team_score,opp_score,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 14,home,Hannibal-Lagrange JV,W,10-0,10,10,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Feb 14,home,Hannibal-Lagrange JV,W,5-1,5,5,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Feb 17,home,vs. Lake Land,W,4-1,4,4,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Feb 17,home,vs. Shawnee,W,6-4,6,6,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Feb 25,away,Williams Baptist JV,W,8-1,8,8,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Feb 25,away,Williams Baptist JV,W,6-4,6,6,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Feb 28,away,Harding JV,W,6-0,6,6,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Feb 28,away,Harding JV,W,11-2,11,11,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Mar 4,home,Southeastern Illinois,W,6-1,6,6,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Mar 4,home,Southeastern Illinois,W,4-3,4,4,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Mar 7,home,St. Charles,W,8-0,8,8,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Mar 7,home,St. Charles,W,8-1,8,8,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Mar 9,home,St. Charles,W,9-4,9,9,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Mar 9,home,St. Charles,L,3-2,3,3,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Mar 12,home,vs. Wallace-Dothan,W,10-4,10,10,0,0,0,0,0.0,0,0,0,0.00,0,0,0,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Mar 12,away,Enterprise State,L,12-10,12,12,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Mar 13,away,Lurleen B. Wallace,L,11-9,11,11,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Mar 14,away,Andrew,L,9-2,9,9,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Mar 14,away,Andrew,W,5-3,5,5,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Mar 19,home,Kaskaskia,,,,,,,,,,,,,,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Mar 19,home,Kaskaskia,,,,,,,,,,,,,,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Mar 21,away,North Central Missouri,W,11-1,11,11,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Mar 21,away,North Central Missouri,W,10-1,10,10,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Mar 23,home,North Central Missouri,W,5-3,5,5,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Mar 23,home,North Central Missouri,W,11-2,11,11,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Mar 28,home,St. Louis,W,9-0,9,9,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Mar 28,home,St. Louis,W,4-0,4,4,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Mar 29,home,St. Louis,W,6-2,6,6,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Mar 29,home,St. Louis,L,6-2,6,6,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Apr 2,away,Rend Lake,L,6-4,6,6,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Apr 2,away,Rend Lake,W,7-4,7,7,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Apr 4,away,Missouri Valley JV,W,8-6,8,8,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Apr 4,away,Missouri Valley JV,W,28-0,28,28,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Apr 6,home,MCC-Maple Woods,L,4-1,4,4,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Apr 6,home,MCC-Maple Woods,W,9-3,9,9,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Apr 7,home,MCC-Maple Woods,W,1-0,1,1,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Apr 7,home,MCC-Maple Woods,L,8-4,8,8,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Apr 12,home,Three Rivers,L,6-5,6,6,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Apr 12,home,Three Rivers,W,7-3,7,7,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Apr 13,away,Three Rivers,W,10-7,10,10,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Apr 13,away,Three Rivers,L,1-0,1,1,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Apr 16,away,John A. Logan,L,15-5,15,15,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Apr 16,away,John A. Logan,L,4-2,4,4,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Apr 18,away,Lindenwood Belleville,,,,,,,,,,,,,,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Apr 18,away,Lindenwood Belleville,,,,,,,,,,,,,,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Apr 20,away,Crowder,L,8-4,8,8,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Apr 20,away,Crowder,L,3-0,3,3,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Apr 21,away,Crowder,L,1-0,1,1,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Apr 21,away,Crowder,L,2-0,2,2,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Apr 25,home,Jefferson (MO),W,4-2,4,4,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Apr 25,home,Jefferson (MO),L,10-4,10,10,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Apr 27,away,Jefferson (MO),L,4-3,4,4,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Apr 27,away,Jefferson (MO),L,15-3,15,15,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Apr 30,home,Wabash Valley,L,10-2,10,10,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
Apr 30,home,Wabash Valley,L,4-1,4,4,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Mineral Area,mineralareacollege,hunterleeper3w6u,Hunter Leeper
