date,location,opponent,result,score,team_score,opp_score,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 31,home,vs. South Mountain,L,12-5,12,12,,,,,,,,,,,,,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,jakeherman9q8v,Jake Herman
Jan 31,home,vs. South Mountain,L,10-7,10,10,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,jakeherman9q8v,Jake Herman
Feb 1,home,vs. South Mountain,W,7-4,7,7,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,jakeherman9q8v,Jake Herman
Feb 1,home,vs. South Mountain,W,14-13,14,14,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,jakeherman9q8v,Jake Herman
Feb 7,away,GateWay (AZ),W,8-1,8,8,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,jakeherman9q8v,Jake Herman
Feb 8,home,vs. South Mountain,W,10-4,10,10,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,jakeherman9q8v,Jake Herman
Feb 8,home,vs. Central Arizona,W,9-2,9,9,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,jakeherman9q8v,Jake Herman
Feb 9,home,vs. Yavapai,L,11-3,11,11,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,jakeherman9q8v,Jake Herman
Feb 14,home,vs. Okanagan College,W,4-1,4,4,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,jakeherman9q8v,Jake Herman
Feb 14,home,vs. Prairie Baseball Academy,W,14-4,14,14,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,jakeherman9q8v,Jake Herman
Feb 15,home,vs. Okanagan College,W,7-5,7,7,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,jakeherman9q8v,Jake Herman
