date,location,opponent,result,score,team_score,opp_score,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 31,away,McLennan,L,5-4,5,5,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Midland,midlandcollege,masonweathersw5oy,Mason Weathers
Feb 1,away,McLennan,L,11-6,11,11,,,,,,,,,,,,,2020,2019-20,div1,Midland,midlandcollege,masonweathersw5oy,Mason Weathers
Feb 1,away,McLennan,L,8-3,8,8,,,,,,,,,,,,,2020,2019-20,div1,Midland,midlandcollege,masonweathersw5oy,Mason Weathers
Feb 14,home,Colby,W,8-7,8,8,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Midland,midlandcollege,masonweathersw5oy,Mason Weathers
Feb 14,home,Colby,W,13-3,13,13,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Midland,midlandcollege,masonweathersw5oy,Mason Weathers
Feb 15,home,Seward County,W,6-5,6,6,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Midland,midlandcollege,masonweathersw5oy,Mason Weathers
Feb 15,home,Seward County,L,11-7,11,11,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Midland,midlandcollege,masonweathersw5oy,Mason Weathers
Feb 20,home,vs. Hill,L,4-3,4,4,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Midland,midlandcollege,masonweathersw5oy,Mason Weathers
Feb 21,home,vs. Hill,W,4-3,4,4,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Midland,midlandcollege,masonweathersw5oy,Mason Weathers
Feb 21,home,vs. Panola,W,8-5,8,8,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Midland,midlandcollege,masonweathersw5oy,Mason Weathers
Feb 22,home,vs. Panola,W,12-4,12,12,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Midland,midlandcollege,masonweathersw5oy,Mason Weathers
Feb 26,home,vs. North Central Texas,L,5-0,5,5,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Midland,midlandcollege,masonweathersw5oy,Mason Weathers
Feb 26,home,vs. North Central Texas,L,13-8,13,13,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Midland,midlandcollege,masonweathersw5oy,Mason Weathers
Feb 28,home,Temple,W,14-4,14,14,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Midland,midlandcollege,masonweathersw5oy,Mason Weathers
Feb 29,home,Temple,L,16-9,16,16,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Midland,midlandcollege,masonweathersw5oy,Mason Weathers
Mar 6,home,vs. Luna,W,13-3,13,13,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Midland,midlandcollege,masonweathersw5oy,Mason Weathers
Mar 6,home,vs. Luna,W,15-7,15,15,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Midland,midlandcollege,masonweathersw5oy,Mason Weathers
Mar 7,home,vs. Luna,W,14-2,14,14,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Midland,midlandcollege,masonweathersw5oy,Mason Weathers
Mar 7,home,vs. Luna,W,26-0,26,26,,,,,,,,,,,,,2020,2019-20,div1,Midland,midlandcollege,masonweathersw5oy,Mason Weathers
Mar 11,home,Odessa,L,22-9,22,22,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Midland,midlandcollege,masonweathersw5oy,Mason Weathers
