date,location,opponent,result,score,team_score,opp_score,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 6,home,Rockhurst,W,11-0,11,11,0,0,0,0,1.0,1,,,0.00,,,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Feb 9,away,Dallas College - Mountain View,W,15-2,15,15,,,,,,,,,,,,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Feb 10,home,vs. Murray State,W,4-3,4,4,0,1,0,0,2.0,4,1,1,4.50,,2,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Feb 10,away,Dallas College - Mountain View,W,10-1,10,10,,,,,,,,,,,,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Feb 11,away,Dallas College - Mountain View,W,18-10,18,18,,,,,,,,,,,,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Feb 13,home,Kirkwood,W,7-2,7,7,,,,,,,,,,,,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Feb 13,home,Kirkwood,W,4-1,4,4,0,0,0,0,4.0,2,,,0.00,,1,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Feb 24,home,Fort Scott,W,14-4,14,14,,,,,,,,,,,,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Feb 24,home,Fort Scott,W,16-4,16,16,,,,,,,,,,,,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Feb 25,home,vs. Fort Scott,W,8-6,8,8,0,0,0,0,4.0,2,1,1,2.25,2,6,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Feb 25,home,vs. Fort Scott,L,5-4,5,5,,,,,,,,,,,,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Mar 3,home,Wentworth Military,W,11-1,11,11,,,,,,,,,,,,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Mar 3,home,Wentworth Military,W,10-0,10,10,,,,,,,,,,,,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Mar 6,away,Kansas City Kansas,W,6-2,6,6,,,,,,,,,,,,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Mar 6,away,Kansas City Kansas,L,10-9,10,10,0,0,0,0,4.0,,4,3,6.75,3,1,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Mar 7,home,Kansas City Kansas,L,6-5,6,6,,,,,,,,,,,,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Mar 7,home,Kansas City Kansas,W,8-6,8,8,0,0,0,0,0.1,,,,0.00,1,,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Mar 10,home,Des Moines Area,L,9-7,9,9,,,,,,,,,,,,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Mar 12,home,Neosho County,W,11-7,11,11,,,,,,,,,,,,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Mar 12,home,Neosho County,W,8-7,8,8,0,1,0,0,2.1,2,1,1,3.86,0,1,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Mar 14,away,Neosho County,W,2-1,2,2,0,0,0,1,0.2,0,0,0,0.00,0,0,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Mar 14,away,Neosho County,W,8-7,8,8,,,,,,,,,,,,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Mar 16,home,Ellsworth,W,10-4,10,10,0,0,0,0,2.0,4,,,0.00,,1,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Mar 16,home,Ellsworth,W,18-8,18,18,,,,,,,,,,,,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Mar 20,away,Cowley,L,11-6,11,11,0,0,0,0,0.0,2,2,,0.00,,,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Mar 20,away,Cowley,W,12-9,12,12,,,,,,,,,,,,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Mar 22,home,Cowley,L,10-6,10,10,,,,,,,,,,,,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Mar 22,home,Cowley,L,7-4,7,7,0,0,0,0,5.1,8,3,3,5.06,2,4,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Mar 24,away,MCC-Longview,W,10-7,10,10,,,,,,,,,,,,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Mar 26,home,Coffeyville,W,6-5,6,6,,,,,,,,,,,,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Mar 26,home,Coffeyville,W,8-3,8,8,1,1,0,0,7.0,5,3,3,3.86,1,7,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Mar 28,away,Coffeyville,W,7-5,7,7,,,,,,,,,,,,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Mar 28,away,Coffeyville,W,4-2,4,4,,,,,,,,,,,,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Mar 31,home,MCC-Maple Woods,W,12-1,12,12,,,,,,,,,,,,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Mar 31,home,MCC-Maple Woods,L,10-8,10,10,,,,,,,,,,,,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Apr 1,away,Independence,W,11-5,11,11,,,,,,,,,,,,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Apr 1,away,Independence,W,12-7,12,12,1,1,0,0,4.0,7,4,3,6.75,2,5,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Apr 4,home,Independence,W,10-6,10,10,,,,,,,,,,,,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Apr 4,home,Independence,W,12-2,12,12,,,,,,,,,,,,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Apr 7,home,MCC-Longview,W,19-9,19,19,,,,,,,,,,,,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Apr 9,home,Labette,W,7-3,7,7,,,,,,,,,,,,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Apr 9,home,Labette,W,5-2,5,5,1,1,0,0,7.0,4,2,2,2.57,1,13,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Apr 11,away,Labette,W,19-9,19,19,,,,,,,,,,,,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Apr 11,away,Labette,W,14-4,14,14,,,,,,,,,,,,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Apr 14,home,Southeast,W,5-4,5,5,,,,,,,,,,,,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Apr 16,away,Highland (KS),W,7-4,7,7,,,,,,,,,,,,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Apr 16,away,Highland (KS),W,16-6,16,16,1,1,0,0,3.0,3,5,4,12.00,2,2,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Apr 17,home,Highland (KS),W,14-1,14,14,,,,,,,,,,,,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Apr 17,home,Highland (KS),W,12-9,12,12,,,,,,,,,,,,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Apr 21,away,MCC-Maple Woods,W,10-1,10,10,,,,,,,,,,,,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Apr 21,away,MCC-Maple Woods,L,5-2,5,5,,,,,,,,,,,,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Apr 23,away,Allen County,W,9-5,9,9,,,,,,,,,,,,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Apr 23,away,Allen County,W,15-4,15,15,,,,,,,,,,,,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Apr 26,home,Allen County,W,3-2,3,3,0,1,0,0,2.1,,,,0.00,2,3,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
Apr 26,home,Allen County,W,14-4,14,14,,,,,,,,,,,,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
May 2,home,vs. Pratt,W,6-5,6,6,0,1,0,0,4.1,3,2,2,4.15,,2,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
May 2,home,vs. Pratt,W,13-3,13,13,,,,,,,,,,,,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
May 8,home,vs. Fort Scott,L,5-3,5,5,0,0,0,0,3.0,1,0,0,0.00,0,3,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
May 9,home,vs. Seward County,W,4-3,4,4,0,1,0,0,4.2,4,,,0.00,1,1,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
May 10,home,vs. Butler,L,10-0,10,10,,,,,,,,,,,,2015,2014-15,div1,Johnson County,johnsoncountycommunitycollege,derekhurtaayt,Derek Hurt
