date,location,opponent,result,score,team_score,opp_score,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 30,home,Cleveland State,L,20-13,20,20,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,garretthill3rmd,Garrett Hill
Jan 30,home,Cleveland State,W,10-0,10,10,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,garretthill3rmd,Garrett Hill
Jan 31,away,Cleveland State,L,4-3,4,4,0,0,0,0,3.0,2,,,0.00,1,5,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,garretthill3rmd,Garrett Hill
Jan 31,away,Cleveland State,W,15-4,15,15,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,garretthill3rmd,Garrett Hill
Feb 4,away,Roane State,W,5-0,5,5,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,garretthill3rmd,Garrett Hill
Feb 4,away,Roane State,W,7-3,7,7,1,1,0,0,4.0,3,1,1,2.25,1,3,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,garretthill3rmd,Garrett Hill
Feb 6,home,Roane State,L,12-1,12,12,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,garretthill3rmd,Garrett Hill
Feb 6,home,Roane State,W,12-1,12,12,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,garretthill3rmd,Garrett Hill
Feb 10,away,Chattanooga State,L,7-2,7,7,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,garretthill3rmd,Garrett Hill
Feb 10,away,Chattanooga State,L,9-1,9,9,0,0,0,0,1.2,3,7,3,16.20,5,2,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,garretthill3rmd,Garrett Hill
Feb 17,home,Dyersburg State,,,,,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,garretthill3rmd,Garrett Hill
Feb 17,home,Dyersburg State,,,,,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,garretthill3rmd,Garrett Hill
Feb 20,away,Jackson State,,,,,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,garretthill3rmd,Garrett Hill
Feb 20,away,Jackson State,,,,,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,garretthill3rmd,Garrett Hill
Feb 24,home,Motlow State,L,10-8,10,10,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,garretthill3rmd,Garrett Hill
Feb 24,home,Motlow State,L,9-0,9,9,0,0,0,0,1.0,,,,0.00,,3,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,garretthill3rmd,Garrett Hill
Mar 1,away,Southwest Tennessee,L,5-2,5,5,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,garretthill3rmd,Garrett Hill
Mar 1,away,Southwest Tennessee,W,5-4,5,5,0,1,0,1,2.0,1,1,,0.00,2,4,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,garretthill3rmd,Garrett Hill
Mar 3,away,Volunteer State,L,14-7,14,14,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,garretthill3rmd,Garrett Hill
Mar 3,away,Volunteer State,W,7-6,7,7,0,0,0,0,1.0,2,,,0.00,,2,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,garretthill3rmd,Garrett Hill
Mar 6,home,Dyersburg State,L,4-3,4,4,0,0,1,0,1.0,1,2,2,18.00,2,3,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,garretthill3rmd,Garrett Hill
Mar 6,home,Dyersburg State,L,16-4,16,16,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,garretthill3rmd,Garrett Hill
Mar 10,away,Dyersburg State,L,7-0,7,7,1,0,0,0,5.0,6,3,3,5.40,4,4,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,garretthill3rmd,Garrett Hill
Mar 10,away,Dyersburg State,L,11-5,11,11,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,garretthill3rmd,Garrett Hill
Mar 13,away,Jackson State,L,15-11,15,15,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,garretthill3rmd,Garrett Hill
Mar 13,away,Jackson State,L,5-2,5,5,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,garretthill3rmd,Garrett Hill
Mar 16,home,Jackson State,W,11-9,11,11,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,garretthill3rmd,Garrett Hill
Mar 16,home,Jackson State,W,22-11,22,22,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,garretthill3rmd,Garrett Hill
Mar 20,away,Motlow State,L,9-0,9,9,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,garretthill3rmd,Garrett Hill
Mar 22,home,Motlow State,L,11-3,11,11,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,garretthill3rmd,Garrett Hill
Mar 28,away,Southwest Tennessee,L,7-0,7,7,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,garretthill3rmd,Garrett Hill
Mar 28,away,Southwest Tennessee,L,7-0,7,7,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,garretthill3rmd,Garrett Hill
Apr 2,home,Southwest Tennessee,L,7-0,7,7,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,garretthill3rmd,Garrett Hill
