date,location,opponent,result,score,team_score,opp_score,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 28,away,Tallahassee,L,8-3,8,8,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,div1,Florida State Jacksonville,floridastatecollegeatjacksonville,diegomendozautyk,Diego Mendoza
Jan 31,away,Daytona State,L,14-4,14,14,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,div1,Florida State Jacksonville,floridastatecollegeatjacksonville,diegomendozautyk,Diego Mendoza
Jan 31,away,Daytona State,L,10-3,10,10,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,div1,Florida State Jacksonville,floridastatecollegeatjacksonville,diegomendozautyk,Diego Mendoza
Feb 3,home,Thomas JV,L,10-9,10,10,,,,,,,,,,,,2020,2019-20,div1,Florida State Jacksonville,floridastatecollegeatjacksonville,diegomendozautyk,Diego Mendoza
Feb 3,home,Thomas JV,W,11-7,11,11,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,div1,Florida State Jacksonville,floridastatecollegeatjacksonville,diegomendozautyk,Diego Mendoza
Feb 5,away,Abraham Baldwin,W,3-1,3,3,,,,,,,,,,,,2020,2019-20,div1,Florida State Jacksonville,floridastatecollegeatjacksonville,diegomendozautyk,Diego Mendoza
Feb 8,home,St. Petersburg,L,6-1,6,6,,,,,,,,,,,,2020,2019-20,div1,Florida State Jacksonville,floridastatecollegeatjacksonville,diegomendozautyk,Diego Mendoza
Feb 9,home,St. Petersburg,L,9-2,9,9,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,div1,Florida State Jacksonville,floridastatecollegeatjacksonville,diegomendozautyk,Diego Mendoza
Feb 10,home,Tallahassee,L,5-2,5,5,,,,,,,,,,,,2020,2019-20,div1,Florida State Jacksonville,floridastatecollegeatjacksonville,diegomendozautyk,Diego Mendoza
Feb 15,away,South Georgia State,L,2-1,2,2,,,,,,,,,,,,2020,2019-20,div1,Florida State Jacksonville,floridastatecollegeatjacksonville,diegomendozautyk,Diego Mendoza
Feb 15,away,South Georgia State,L,5-3,5,5,,,,,,,,,,,,2020,2019-20,div1,Florida State Jacksonville,floridastatecollegeatjacksonville,diegomendozautyk,Diego Mendoza
Feb 17,home,florida southern JV,,,,,,,,,,,,,,,,2020,2019-20,div1,Florida State Jacksonville,floridastatecollegeatjacksonville,diegomendozautyk,Diego Mendoza
Feb 17,home,florida southern JV,,,,,,,,,,,,,,,,2020,2019-20,div1,Florida State Jacksonville,floridastatecollegeatjacksonville,diegomendozautyk,Diego Mendoza
Feb 19,home,Abraham Baldwin,W,7-2,7,7,,,,,,,,,,,,2020,2019-20,div1,Florida State Jacksonville,floridastatecollegeatjacksonville,diegomendozautyk,Diego Mendoza
Feb 23,away,Palm Beach State,,,,,,,,,,,,,,,,2020,2019-20,div1,Florida State Jacksonville,floridastatecollegeatjacksonville,diegomendozautyk,Diego Mendoza
Feb 23,home,Ed Waters JV,W,8-6,8,8,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,div1,Florida State Jacksonville,floridastatecollegeatjacksonville,diegomendozautyk,Diego Mendoza
Feb 23,away,Palm Beach State,,,,,,,,,,,,,,,,2020,2019-20,div1,Florida State Jacksonville,floridastatecollegeatjacksonville,diegomendozautyk,Diego Mendoza
