date,location,opponent,result,score,team_score,opp_score,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Sep 2  #,away,CSU Club,,,,,,,,,,,,,,,,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,vanceferraroegno,Vance Ferraro
Sep 8  #,away,Colorado School of Mines,,,,,,,,,,,,,,,,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,vanceferraroegno,Vance Ferraro
Sep 15  #,away,CSU Pueblo,,,,,,,,,,,,,,,,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,vanceferraroegno,Vance Ferraro
Sep 16  #,home,Cherry Creek,,,,,,,,,,,,,,,,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,vanceferraroegno,Vance Ferraro
Sep 22  #,home,Pueblo West,,,,,,,,,,,,,,,,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,vanceferraroegno,Vance Ferraro
Sep 23  #,away,Adams State University,,,,,,,,,,,,,,,,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,vanceferraroegno,Vance Ferraro
Sep 27  #,away,ABA,,,,,,,,,,,,,,,,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,vanceferraroegno,Vance Ferraro
Sep 28  #,away,ABA,,,,,,,,,,,,,,,,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,vanceferraroegno,Vance Ferraro
Oct 5  #,away,West Texas A&M,,,,,,,,,,,,,,,,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,vanceferraroegno,Vance Ferraro
Oct 8  #,home,Slammers,,,,,,,,,,,,,,,,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,vanceferraroegno,Vance Ferraro
Oct 11  #,away,Sophomore Showcase,,,,,,,,,,,,,,,,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,vanceferraroegno,Vance Ferraro
Oct 20  #,home,Luna,,,,,,,,,,,,,,,,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,vanceferraroegno,Vance Ferraro
Oct 27  #,home,BC Grinders,,,,,,,,,,,,,,,,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,vanceferraroegno,Vance Ferraro
Oct 28  #,away,New Mexico Highlands,,,,,,,,,,,,,,,,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,vanceferraroegno,Vance Ferraro
Feb 1,away,GateWay (AZ),L,10-7,10,10,0,0,0,0,0.1,,,,0.00,,,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,vanceferraroegno,Vance Ferraro
Feb 2,home,vs. South Mountain,L,10-3,10,10,,,,,,,,,,,,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,vanceferraroegno,Vance Ferraro
Feb 2,home,vs. Central Arizona,L,10-0,10,10,,,,,,,,,,,,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,vanceferraroegno,Vance Ferraro
Feb 3,home,vs. Southern Nevada,L,13-2,13,13,1,0,1,0,2.1,7,7,5,19.29,2,2,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,vanceferraroegno,Vance Ferraro
Feb 8,away,Eastern Arizona,L,3-0,3,3,0,0,0,0,1.0,,,,0.00,,1,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,vanceferraroegno,Vance Ferraro
Feb 8,away,Eastern Arizona,W,4-1,4,4,,,,,,,,,,,,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,vanceferraroegno,Vance Ferraro
Feb 9,away,Eastern Arizona,W,9-0,9,9,,,,,,,,,,,,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,vanceferraroegno,Vance Ferraro
Feb 9,away,Eastern Arizona,L,2-1,2,2,0,0,0,0,1.0,,,,0.00,,,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,vanceferraroegno,Vance Ferraro
Feb 15,home,vs. New Mexico Military,L,7-6,7,7,0,0,0,0,2.0,,1,1,4.50,1,1,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,vanceferraroegno,Vance Ferraro
Feb 16,home,vs. New Mexico,L,16-1,16,16,,,,,,,,,,,,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,vanceferraroegno,Vance Ferraro
Feb 16,home,vs. New Mexico Military,W,11-8,11,11,,,,,,,,,,,,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,vanceferraroegno,Vance Ferraro
Feb 17,home,vs. Garden City,L,7-5,7,7,,,,,,,,,,,,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,vanceferraroegno,Vance Ferraro
Feb 20,home,Luna,W,7-6,7,7,0,0,0,0,2.1,3,,,0.00,,2,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,vanceferraroegno,Vance Ferraro
Feb 25,home,Southeast,W,6-5,6,6,0,0,0,1,1.0,1,1,,0.00,,2,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,vanceferraroegno,Vance Ferraro
Feb 25,home,Southeast,W,3-2,3,3,,,,,,,,,,,,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,vanceferraroegno,Vance Ferraro
Feb 26,home,Southeast,W,14-1,14,14,,,,,,,,,,,,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,vanceferraroegno,Vance Ferraro
