date,location,opponent,result,score,team_score,opp_score,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 8,away,Odessa,L,8-4,8,8,2,0,0,,,,0,2,1,,,,,,0,0,,,,,4,2014,2013-14,div1,Butler,butlercommunitycollegeks,cameronknightfq9k,Cameron Knight
Feb 8,away,Odessa,L,5-4,5,5,,,,,,,,,,,,,,,,,,,,,,2014,2013-14,div1,Butler,butlercommunitycollegeks,cameronknightfq9k,Cameron Knight
Feb 9,away,Western Texas,L,10-4,10,10,,,,,,,,,,,,,,,,,,,,,,2014,2013-14,div1,Butler,butlercommunitycollegeks,cameronknightfq9k,Cameron Knight
Feb 9,away,Western Texas,W,8-7,8,8,4,1,1,,,,0,,,,,,,,1,0,,,,,4,2014,2013-14,div1,Butler,butlercommunitycollegeks,cameronknightfq9k,Cameron Knight
Feb 18,home,Independence,W,15-7,15,15,4,1,2,1,,,3,1,,,,,,,3,1,,,,,5,2014,2013-14,div1,Butler,butlercommunitycollegeks,cameronknightfq9k,Cameron Knight
Feb 20,away,Independence,W,9-6,9,9,1,0,0,,,,0,,,,,,,,0,0,,,,,1,2014,2013-14,div1,Butler,butlercommunitycollegeks,cameronknightfq9k,Cameron Knight
Feb 22,home,Southeast,L,3-2,3,3,2,0,0,,,,0,1,1,,,,,,0,0,,1,,,3,2014,2013-14,div1,Butler,butlercommunitycollegeks,cameronknightfq9k,Cameron Knight
Feb 22,home,Southeast,W,5-1,5,5,3,0,2,1,,,1,,,,,,,,3,1,,,1,,3,2014,2013-14,div1,Butler,butlercommunitycollegeks,cameronknightfq9k,Cameron Knight
Feb 23,home,Southeast,W,11-1,11,11,,,,,,,,,,,,,,,,,,,,,,2014,2013-14,div1,Butler,butlercommunitycollegeks,cameronknightfq9k,Cameron Knight
Feb 24,home,Northern Oklahoma Enid,L,11-10,11,11,5,1,1,1,,,0,,1,,,,,,2,1,,1,1,1.00,5,2014,2013-14,div1,Butler,butlercommunitycollegeks,cameronknightfq9k,Cameron Knight
Feb 24,home,Northern Oklahoma Enid,L,9-7,9,9,,,,,,,,,,,,,,,,,,,,,,2014,2013-14,div1,Butler,butlercommunitycollegeks,cameronknightfq9k,Cameron Knight
Feb 28,away,Colby,L,6-5,6,6,3,1,1,,,,0,1,,,,,,,1,0,,2,,,4,2014,2013-14,div1,Butler,butlercommunitycollegeks,cameronknightfq9k,Cameron Knight
Feb 28,away,Colby,W,8-6,8,8,4,2,1,,,,0,1,1,,,,,,1,0,,,,,5,2014,2013-14,div1,Butler,butlercommunitycollegeks,cameronknightfq9k,Cameron Knight
Mar 6,home,Cloud County,W,5-3,5,5,3,1,2,,,,1,,,,,,,,2,0,,,1,,3,2014,2013-14,div1,Butler,butlercommunitycollegeks,cameronknightfq9k,Cameron Knight
Mar 6,home,Cloud County,L,11-7,11,11,4,1,0,,,,0,1,1,,,,,,0,0,,1,1,1.00,5,2014,2013-14,div1,Butler,butlercommunitycollegeks,cameronknightfq9k,Cameron Knight
Mar 9,home,Cloud County,W,8-6,8,8,,,,,,,,,,,,,,,,,,,,,,2014,2013-14,div1,Butler,butlercommunitycollegeks,cameronknightfq9k,Cameron Knight
Mar 9,home,Cloud County,W,10-9,10,10,3,0,0,,,,0,1,,,,,,,0,0,,1,2,0.50,4,2014,2013-14,div1,Butler,butlercommunitycollegeks,cameronknightfq9k,Cameron Knight
Mar 12,away,Colby,W,8-2,8,8,2,1,0,,,,0,2,,1,,,,,0,0,,2,,,4,2014,2013-14,div1,Butler,butlercommunitycollegeks,cameronknightfq9k,Cameron Knight
Mar 12,away,Colby,W,10-4,10,10,5,0,0,,,,1,,1,,,,,,0,0,,2,1,2.00,5,2014,2013-14,div1,Butler,butlercommunitycollegeks,cameronknightfq9k,Cameron Knight
Mar 13,home,Brown Mackie,W,12-0,12,12,,,,,,,,,,,,,,,,,,,,,,2014,2013-14,div1,Butler,butlercommunitycollegeks,cameronknightfq9k,Cameron Knight
Mar 15,home,MCC-Longview,W,10-7,10,10,2,1,1,,,,1,1,,1,,1,,,1,0,,1,,,4,2014,2013-14,div1,Butler,butlercommunitycollegeks,cameronknightfq9k,Cameron Knight
Mar 15,home,MCC-Longview,W,8-4,8,8,3,1,0,,,,0,,,,,,,,0,0,,,,,3,2014,2013-14,div1,Butler,butlercommunitycollegeks,cameronknightfq9k,Cameron Knight
Mar 19,home,Allen County,W,7-5,7,7,,,,,,,,,,,,,,,,,,,,,,2014,2013-14,div1,Butler,butlercommunitycollegeks,cameronknightfq9k,Cameron Knight
Mar 22,away,Barton,W,7-3,7,7,3,2,1,,,,0,1,,2,,,,,1,0,,2,,,4,2014,2013-14,div1,Butler,butlercommunitycollegeks,cameronknightfq9k,Cameron Knight
Mar 22,away,Barton,L,11-8,11,11,5,1,2,,,,0,,,,,,,,2,0,,2,1,2.00,5,2014,2013-14,div1,Butler,butlercommunitycollegeks,cameronknightfq9k,Cameron Knight
Mar 23,away,Barton,W,6-5,6,6,2,1,0,,,,1,1,1,,1,1,,,0,0,,1,,,4,2014,2013-14,div1,Butler,butlercommunitycollegeks,cameronknightfq9k,Cameron Knight
Mar 23,away,Barton,W,4-1,4,4,4,0,0,,,,0,,1,,,,,,0,0,,2,1,2.00,4,2014,2013-14,div1,Butler,butlercommunitycollegeks,cameronknightfq9k,Cameron Knight
Mar 25,away,Coffeyville,L,8-6,8,8,1,0,0,,,,0,,,,,,,,0,0,,,,,1,2014,2013-14,div1,Butler,butlercommunitycollegeks,cameronknightfq9k,Cameron Knight
