date,location,opponent,result,score,team_score,opp_score,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 29,home,vs. Pensacola State,W,4-3,4,4,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
Jan 30,home,vs. State College of Florida,L,9-2,9,9,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
Jan 30,home,vs. Calhoun,W,10-6,10,10,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
Jan 31,home,vs. Southwest Tennessee,W,6-0,6,6,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
Feb 4,home,ASA Miami,W,12-1,12,12,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
Feb 5,home,ASA Miami,W,10-2,10,10,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
Feb 6,home,Florida SouthWestern State,W,4-3,4,4,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
Feb 11,away,Palm Beach State,L,3-0,3,3,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
Feb 12,home,vs. Chipola,L,13-7,13,13,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
Feb 13,away,St. Johns River State,L,4-3,4,4,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
Feb 14,home,Gulf Coast State,L,14-13,14,14,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
Feb 16,home,State College of Florida,,,,,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
Feb 17,away,State College of Florida,L,6-4,6,6,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
Feb 18,home,Indian River State,W,2-1,2,2,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
Feb 19,home,ASA Miami,L,4-1,4,4,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
Feb 20,away,Florida SouthWestern State,W,7-2,7,7,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
Feb 23,home,Miami Dade,W,4-3,4,4,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
Feb 24,home,St. Johns River State,L,13-2,13,13,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
Feb 25,away,Eastern Florida State,W,5-4,5,5,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
Feb 27,home,Lake-Sumter State,W,12-3,12,12,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
Feb 27,home,Lake-Sumter State,W,4-0,4,4,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
Mar 1,away,Palm Beach State,L,2-1,2,2,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
Mar 2,home,Palm Beach State,W,5-4,5,5,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
Mar 4,away,Florida SouthWestern State,L,8-6,8,8,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
Mar 5,home,ASA Miami,W,4-3,4,4,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
Mar 8,home,Miami Dade,W,7-0,7,7,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
Mar 9,home,Miami Dade,W,4-2,4,4,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
Mar 11,away,Eastern Florida State,W,8-4,8,8,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
Mar 12,away,Eastern Florida State,L,9-0,9,9,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
Mar 14,home,College Lafleche,W,21-10,21,21,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
Mar 15,home,Indian River State,L,10-8,10,10,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
Mar 16,away,Indian River State,W,3-2,3,3,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
Mar 18,home,Palm Beach State,W,10-6,10,10,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
Mar 19,away,Palm Beach State,L,11-8,11,11,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
Mar 22,away,Miami Dade,L,10-0,10,10,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
Mar 23,home,Miami Dade,L,9-2,9,9,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
Mar 25,away,Indian River State,W,8-6,8,8,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
Mar 26,home,Indian River State,W,11-1,11,11,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
Mar 28,home,St. Thomas University (Junior Varsity),W,3-1,3,3,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
Apr 1,home,Eastern Florida State,L,4-0,4,4,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
Apr 2,home,Eastern Florida State,W,13-6,13,13,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
Apr 4,away,Keiser University (Junior Varsity),W,21-6,21,21,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
Apr 5,away,Palm Beach State,L,4-2,4,4,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
Apr 6,home,Palm Beach State,L,4-2,4,4,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
Apr 8,away,Eastern Florida State,L,2-1,2,2,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
Apr 9,home,Eastern Florida State,W,9-8,9,9,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
Apr 12,home,ASA Miami,W,19-5,19,19,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
Apr 13,home,Keiser University (Junior Varsity),W,11-3,11,11,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
Apr 14,away,St. Thomas University (Junior Varsity),W,7-4,7,7,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
Apr 15,home,Indian River State,W,12-6,12,12,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
Apr 17,away,Indian River State,W,4-1,4,4,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
Apr 19,home,Miami Dade,W,4-0,4,4,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
Apr 20,away,Miami Dade,W,2-1,2,2,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
May 15,home,vs. Gulf Coast State,L,5-3,5,5,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
May 16,home,vs. Northwest Florida State,L,7-5,7,7,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2016,2015-16,div1,Broward,browardcollege,josepadronp44l,Jose Padron
