date,location,opponent,result,score,team_score,opp_score,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 1,home,Luna,W,1-0,1,1,2,0,0,,,,0,1,2,,,,,,0,0,,,,,3,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,gavinhertrich4dt5,Gavin Hertrich
Feb 1,home,Luna,W,10-4,10,10,2,2,1,,,,0,2,1,1,,,,,1,0,,,,,4,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,gavinhertrich4dt5,Gavin Hertrich
Feb 2,home,Luna,L,13-3,13,13,1,0,1,,,,2,1,,1,,1,1,,1,0,,,,,4,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,gavinhertrich4dt5,Gavin Hertrich
Feb 2,home,Luna,W,9-1,9,9,0,1,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,gavinhertrich4dt5,Gavin Hertrich
Feb 8,home,Trinidad State,W,3-0,3,3,3,0,1,,,,0,,1,,,,,,1,0,,,,,3,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,gavinhertrich4dt5,Gavin Hertrich
Feb 8,home,Trinidad State,L,4-1,4,4,1,1,1,,,,0,3,,1,,,,,1,0,,,,,4,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,gavinhertrich4dt5,Gavin Hertrich
Feb 9,home,Trinidad State,L,9-0,9,9,2,0,0,,,,0,1,2,,,,,,0,0,,,,,3,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,gavinhertrich4dt5,Gavin Hertrich
Feb 9,home,Trinidad State,W,2-1,2,2,1,0,0,,,,0,1,,,,,,1,0,0,,,,,3,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,gavinhertrich4dt5,Gavin Hertrich
Feb 12,away,El Paso,L,6-1,6,6,3,0,1,,,,0,1,,,,,,,1,0,,,,,4,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,gavinhertrich4dt5,Gavin Hertrich
Feb 12,away,El Paso,L,12-2,12,12,3,0,0,,,,0,,2,,,,,,0,0,,,,,3,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,gavinhertrich4dt5,Gavin Hertrich
Feb 16,away,Cochise,L,8-1,8,8,3,0,0,,,,0,,1,,,,,,0,0,,,,,3,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,gavinhertrich4dt5,Gavin Hertrich
Feb 16,away,Cochise,L,13-10,13,13,5,1,0,,,,1,,2,,,,,1,0,0,,,,,6,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,gavinhertrich4dt5,Gavin Hertrich
Feb 19,away,Arizona Western,L,5-2,5,5,3,1,0,,,,0,,1,,,,,,0,0,,,,,3,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,gavinhertrich4dt5,Gavin Hertrich
Feb 19,away,Arizona Western,L,4-1,4,4,3,0,0,,,,0,,3,,,,,,0,0,,,,,3,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,gavinhertrich4dt5,Gavin Hertrich
Feb 26,home,Glendale,L,6-5,6,6,0,1,0,,,,0,,,,1,,,,0,0,,,,,0,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,gavinhertrich4dt5,Gavin Hertrich
Feb 26,home,Glendale,L,3-1,3,3,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,gavinhertrich4dt5,Gavin Hertrich
Mar 2,home,Pima,W,10-4,10,10,0,1,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,gavinhertrich4dt5,Gavin Hertrich
Mar 2,home,Pima,L,13-2,13,13,2,0,1,,,,0,,,,,,,,1,0,,,,,2,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,gavinhertrich4dt5,Gavin Hertrich
Mar 5,home,South Mountain,L,4-1,4,4,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,gavinhertrich4dt5,Gavin Hertrich
Mar 5,home,South Mountain,L,7-2,7,7,3,0,0,,,,0,1,2,,,,,,0,0,,,,,4,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,gavinhertrich4dt5,Gavin Hertrich
Mar 8,home,Williston State,W,8-6,8,8,0,1,0,,,,0,,,1,1,,,,0,0,,,,,0,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,gavinhertrich4dt5,Gavin Hertrich
Mar 9,away,Central Arizona,W,2-0,2,2,0,1,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,gavinhertrich4dt5,Gavin Hertrich
Mar 9,away,Central Arizona,L,4-0,4,4,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,gavinhertrich4dt5,Gavin Hertrich
Mar 11,away,Paradise Valley,L,10-0,10,10,1,0,0,,,,0,,,,,,,,0,0,,,,,1,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,gavinhertrich4dt5,Gavin Hertrich
Mar 11,away,Paradise Valley,L,5-2,5,5,4,0,0,,,,0,,3,,,,,,0,0,,,,,4,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,gavinhertrich4dt5,Gavin Hertrich
Mar 13,home,vs. Bismarck State,L,9-2,9,9,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,gavinhertrich4dt5,Gavin Hertrich
Mar 13,home,vs. Bismarck State,W,5-3,5,5,3,1,2,,1,,2,,,,,,,,4,1,,1,,,3,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,gavinhertrich4dt5,Gavin Hertrich
Mar 14,away,Douglas College,W,12-0,12,12,2,1,1,1,,,0,,,,,,,1,2,1,,,,,3,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,gavinhertrich4dt5,Gavin Hertrich
Mar 14,home,vs. white rock,W,12-0,12,12,2,1,1,,,,1,2,1,1,,,,,1,0,,,,,4,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,gavinhertrich4dt5,Gavin Hertrich
Mar 15,home,vs. Lake Region State,W,5-4,5,5,4,0,2,,,,1,,,1,1,,,,2,0,,,,,4,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,gavinhertrich4dt5,Gavin Hertrich
Mar 19,home,Yavapai,L,5-3,5,5,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,gavinhertrich4dt5,Gavin Hertrich
Mar 19,home,Yavapai,L,11-8,11,11,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,gavinhertrich4dt5,Gavin Hertrich
