date,location,opponent,result,score,team_score,opp_score,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 26,home,vs. McHenry County,L,17-1,17,17,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Shawnee,shawneecommunitycollege,freddytorres9o3s,Freddy Torres
Feb 26,home,vs. McHenry County,L,10-4,10,10,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Shawnee,shawneecommunitycollege,freddytorres9o3s,Freddy Torres
Mar 3,home,vs. Milwaukee Area Tech,L,10-9,10,10,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Shawnee,shawneecommunitycollege,freddytorres9o3s,Freddy Torres
Mar 3,home,vs. Southeastern,L,9-5,9,9,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Shawnee,shawneecommunitycollege,freddytorres9o3s,Freddy Torres
Mar 4,home,vs. Milwaukee Area Tech,W,2-1,2,2,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Shawnee,shawneecommunitycollege,freddytorres9o3s,Freddy Torres
Mar 4,home,vs. Indian Hills,L,8-0,8,8,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Shawnee,shawneecommunitycollege,freddytorres9o3s,Freddy Torres
Mar 8,away,Kaskaskia,L,13-3,13,13,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Shawnee,shawneecommunitycollege,freddytorres9o3s,Freddy Torres
Mar 9,home,Kaskaskia,L,13-1,13,13,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Shawnee,shawneecommunitycollege,freddytorres9o3s,Freddy Torres
Mar 9,home,Kaskaskia,L,8-1,8,8,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Shawnee,shawneecommunitycollege,freddytorres9o3s,Freddy Torres
Mar 13,away,Three Rivers,L,5-3,5,5,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Shawnee,shawneecommunitycollege,freddytorres9o3s,Freddy Torres
Mar 13,away,Three Rivers,L,12-4,12,12,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Shawnee,shawneecommunitycollege,freddytorres9o3s,Freddy Torres
Mar 15,home,Lake Land,L,16-4,16,16,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Shawnee,shawneecommunitycollege,freddytorres9o3s,Freddy Torres
Mar 18,away,Lake Land,W,6-5,6,6,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Shawnee,shawneecommunitycollege,freddytorres9o3s,Freddy Torres
Mar 18,away,Lake Land,L,13-4,13,13,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Shawnee,shawneecommunitycollege,freddytorres9o3s,Freddy Torres
Mar 25,away,St. Louis,L,15-7,15,15,4,1,1,,,,1,,1,,,,,,1,0,,2,,,4,2018,2017-18,div1,Shawnee,shawneecommunitycollege,freddytorres9o3s,Freddy Torres
Mar 25,away,St. Louis,L,13-5,13,13,4,1,1,,,,0,,,1,,,,,1,0,,1,2,0.50,4,2018,2017-18,div1,Shawnee,shawneecommunitycollege,freddytorres9o3s,Freddy Torres
Apr 5,away,Southeastern Illinois,L,15-3,15,15,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Shawnee,shawneecommunitycollege,freddytorres9o3s,Freddy Torres
Apr 8,home,Southeastern Illinois,L,13-3,13,13,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Shawnee,shawneecommunitycollege,freddytorres9o3s,Freddy Torres
Apr 8,home,Southeastern Illinois,W,7-5,7,7,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Shawnee,shawneecommunitycollege,freddytorres9o3s,Freddy Torres
Apr 10,home,vs. Rend Lake,L,8-4,8,8,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Shawnee,shawneecommunitycollege,freddytorres9o3s,Freddy Torres
Apr 10,home,vs. Rend Lake,L,11-1,11,11,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Shawnee,shawneecommunitycollege,freddytorres9o3s,Freddy Torres
Apr 11,home,vs. Rend Lake,L,19-1,19,19,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Shawnee,shawneecommunitycollege,freddytorres9o3s,Freddy Torres
Apr 12,home,Wabash Valley,L,11-1,11,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,2018,2017-18,div1,Shawnee,shawneecommunitycollege,freddytorres9o3s,Freddy Torres
Apr 13,away,Wabash Valley,L,12-0,12,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,2018,2017-18,div1,Shawnee,shawneecommunitycollege,freddytorres9o3s,Freddy Torres
Apr 13,away,Wabash Valley,L,13-3,13,13,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,,,2,2018,2017-18,div1,Shawnee,shawneecommunitycollege,freddytorres9o3s,Freddy Torres
Apr 17,away,John A. Logan,L,3-2,3,3,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Shawnee,shawneecommunitycollege,freddytorres9o3s,Freddy Torres
Apr 19,home,Lincoln Trail,L,16-0,16,16,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Shawnee,shawneecommunitycollege,freddytorres9o3s,Freddy Torres
Apr 21,away,Lincoln Trail,L,13-5,13,13,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Shawnee,shawneecommunitycollege,freddytorres9o3s,Freddy Torres
Apr 21,away,Lincoln Trail,L,12-2,12,12,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Shawnee,shawneecommunitycollege,freddytorres9o3s,Freddy Torres
Apr 24,home,vs. John A. Logan,L,8-2,8,8,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Shawnee,shawneecommunitycollege,freddytorres9o3s,Freddy Torres
Apr 24,home,vs. John A. Logan,L,7-0,7,7,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Shawnee,shawneecommunitycollege,freddytorres9o3s,Freddy Torres
Apr 26,away,Southwestern Illinois,L,22-10,22,22,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Shawnee,shawneecommunitycollege,freddytorres9o3s,Freddy Torres
Apr 27,away,Olney Central,L,13-2,13,13,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Shawnee,shawneecommunitycollege,freddytorres9o3s,Freddy Torres
Apr 28,home,Southwestern Illinois,L,19-6,19,19,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Shawnee,shawneecommunitycollege,freddytorres9o3s,Freddy Torres
Apr 28,home,Southwestern Illinois,L,3-1,3,3,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Shawnee,shawneecommunitycollege,freddytorres9o3s,Freddy Torres
Apr 29,home,Olney Central,L,10-3,10,10,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Shawnee,shawneecommunitycollege,freddytorres9o3s,Freddy Torres
Apr 29,home,Olney Central,L,8-1,8,8,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Shawnee,shawneecommunitycollege,freddytorres9o3s,Freddy Torres
May 3,home,Frontier,,,,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Shawnee,shawneecommunitycollege,freddytorres9o3s,Freddy Torres
May 5,away,Frontier,L,18-3,18,18,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Shawnee,shawneecommunitycollege,freddytorres9o3s,Freddy Torres
May 5,away,Frontier,L,8-4,8,8,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Shawnee,shawneecommunitycollege,freddytorres9o3s,Freddy Torres
