date,location,opponent,result,score,team_score,opp_score,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 24,away,Eastern Florida State,W,8-2,8,8,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2020,2019-20,div1,St. Johns River State,stjohnsriverstatecollege,jjsousagime,J.J. Sousa
Jan 25,home,Eastern Florida State,W,3-2,3,3,2,1,1,,,,1,2,1,,,,,,1,0,,,,,4,2020,2019-20,div1,St. Johns River State,stjohnsriverstatecollege,jjsousagime,J.J. Sousa
Jan 28,home,Ed Waters,W,12-1,12,12,3,0,1,,,,1,,,,,2,,,1,0,,,,,5,2020,2019-20,div1,St. Johns River State,stjohnsriverstatecollege,jjsousagime,J.J. Sousa
Jan 30,away,Abraham Baldwin,W,5-3,5,5,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,St. Johns River State,stjohnsriverstatecollege,jjsousagime,J.J. Sousa
Jan 30,away,Abraham Baldwin,W,5-1,5,5,4,0,2,1,,,2,,2,,,,,,3,1,,,,,4,2020,2019-20,div1,St. Johns River State,stjohnsriverstatecollege,jjsousagime,J.J. Sousa
Feb 2,home,Abraham Baldwin,W,9-1,9,9,1,0,0,,,,0,,,,,,,,0,0,,,,,1,2020,2019-20,div1,St. Johns River State,stjohnsriverstatecollege,jjsousagime,J.J. Sousa
Feb 2,home,Abraham Baldwin,W,11-2,11,11,1,1,1,,,,0,,,,,,,,1,0,,,,,1,2020,2019-20,div1,St. Johns River State,stjohnsriverstatecollege,jjsousagime,J.J. Sousa
Feb 4,home,Ed Waters,W,25-2,25,25,4,3,2,1,,,0,,1,,,1,,,3,1,,,,,5,2020,2019-20,div1,St. Johns River State,stjohnsriverstatecollege,jjsousagime,J.J. Sousa
Feb 7,home,vs. Gordon State,W,7-1,7,7,3,1,0,,,,0,2,1,,,,,,0,0,,,,,5,2020,2019-20,div1,St. Johns River State,stjohnsriverstatecollege,jjsousagime,J.J. Sousa
Feb 7,away,Gulf Coast State,L,5-0,5,5,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,St. Johns River State,stjohnsriverstatecollege,jjsousagime,J.J. Sousa
Feb 8,home,vs. Andrew,L,4-1,4,4,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,St. Johns River State,stjohnsriverstatecollege,jjsousagime,J.J. Sousa
Feb 8,home,vs. Chattahoochee Valley,W,2-1,2,2,2,0,0,,,,0,,1,,,,,,0,0,,,,,2,2020,2019-20,div1,St. Johns River State,stjohnsriverstatecollege,jjsousagime,J.J. Sousa
Feb 11,home,Polk State,W,8-3,8,8,3,1,1,,,1,2,1,1,,,,,,4,1,,,,,4,2020,2019-20,div1,St. Johns River State,stjohnsriverstatecollege,jjsousagime,J.J. Sousa
Feb 13,home,Northwest Florida State,L,9-1,9,9,2,1,1,,,,0,,1,,,,,,1,0,,,,,2,2020,2019-20,div1,St. Johns River State,stjohnsriverstatecollege,jjsousagime,J.J. Sousa
Feb 14,home,Miami Dade,L,7-4,7,7,4,0,2,,,,0,,,,,,,,2,0,,,,,4,2020,2019-20,div1,St. Johns River State,stjohnsriverstatecollege,jjsousagime,J.J. Sousa
Feb 15,home,Florida SouthWestern State,L,8-6,8,8,2,0,2,,,,2,1,,,,,,,2,0,,,,,3,2020,2019-20,div1,St. Johns River State,stjohnsriverstatecollege,jjsousagime,J.J. Sousa
Feb 15,home,Gulf Coast State,L,5-0,5,5,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2020,2019-20,div1,St. Johns River State,stjohnsriverstatecollege,jjsousagime,J.J. Sousa
Feb 18,away,Polk State,L,9-0,9,9,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,St. Johns River State,stjohnsriverstatecollege,jjsousagime,J.J. Sousa
Feb 20,home,Florence-Darlington Tech,L,9-0,9,9,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,St. Johns River State,stjohnsriverstatecollege,jjsousagime,J.J. Sousa
Feb 21,home,State College of Florida,W,3-2,3,3,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,St. Johns River State,stjohnsriverstatecollege,jjsousagime,J.J. Sousa
Feb 22,home,Hillsborough,L,4-2,4,4,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,St. Johns River State,stjohnsriverstatecollege,jjsousagime,J.J. Sousa
Feb 23,home,East Georgia State,L,9-0,9,9,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,St. Johns River State,stjohnsriverstatecollege,jjsousagime,J.J. Sousa
Feb 26,away,Tallahassee,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,St. Johns River State,stjohnsriverstatecollege,jjsousagime,J.J. Sousa
Feb 27,home,Tallahassee,L,6-0,6,6,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,St. Johns River State,stjohnsriverstatecollege,jjsousagime,J.J. Sousa
Feb 29,home,Rollins College JV,W,9-4,9,9,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,St. Johns River State,stjohnsriverstatecollege,jjsousagime,J.J. Sousa
Mar 2,away,Lake-Sumter State,L,6-4,6,6,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,St. Johns River State,stjohnsriverstatecollege,jjsousagime,J.J. Sousa
Mar 4,home,Lake-Sumter State,L,13-5,13,13,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,St. Johns River State,stjohnsriverstatecollege,jjsousagime,J.J. Sousa
Mar 6,away,Lake-Sumter State,W,3-2,3,3,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,St. Johns River State,stjohnsriverstatecollege,jjsousagime,J.J. Sousa
