date,location,opponent,result,score,team_score,opp_score,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 26,home,Northwest Florida State,L,7-1,7,7,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Daytona State,daytonastatecollege,jessebakerlq63,Jesse Baker
Jan 26,home,Northwest Florida State,W,5-3,5,5,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Daytona State,daytonastatecollege,jessebakerlq63,Jesse Baker
Jan 30,away,Hillsborough,T,10-10,10,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,2013,2012-13,div1,Daytona State,daytonastatecollege,jessebakerlq63,Jesse Baker
Feb 1,away,South Florida State,W,5-3,5,5,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Daytona State,daytonastatecollege,jessebakerlq63,Jesse Baker
Feb 2,away,Polk State,L,3-2,3,3,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Daytona State,daytonastatecollege,jessebakerlq63,Jesse Baker
Feb 4,home,Flagler College JV,W,6-5,6,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2.00,4,2013,2012-13,div1,Daytona State,daytonastatecollege,jessebakerlq63,Jesse Baker
Feb 6,away,Eastern Florida State,L,10-2,10,10,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Daytona State,daytonastatecollege,jessebakerlq63,Jesse Baker
Feb 9,home,Indian River State,L,5-2,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,2013,2012-13,div1,Daytona State,daytonastatecollege,jessebakerlq63,Jesse Baker
Feb 9,home,Indian River State,L,10-2,10,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2.00,3,2013,2012-13,div1,Daytona State,daytonastatecollege,jessebakerlq63,Jesse Baker
Feb 11,away,Flagler College JV,W,13-5,13,13,5,2,2,0,0,0,1,1,0,0,0,0,0,0,2,0,0,2,1,2.00,6,2013,2012-13,div1,Daytona State,daytonastatecollege,jessebakerlq63,Jesse Baker
Feb 13,home,vs. Hillsborough,L,6-4,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,2013,2012-13,div1,Daytona State,daytonastatecollege,jessebakerlq63,Jesse Baker
Feb 15,home,South Florida State,W,2-1,2,2,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Daytona State,daytonastatecollege,jessebakerlq63,Jesse Baker
Feb 16,home,CCBC Catonsville,W,8-2,8,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.00,2,2013,2012-13,div1,Daytona State,daytonastatecollege,jessebakerlq63,Jesse Baker
Feb 18,home,Flagler College JV,W,24-3,24,24,5,3,2,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0.00,6,2013,2012-13,div1,Daytona State,daytonastatecollege,jessebakerlq63,Jesse Baker
Feb 20,home,Eastern Florida State,L,19-15,19,19,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Daytona State,daytonastatecollege,jessebakerlq63,Jesse Baker
Feb 22,home,Polk State,L,5-3,5,5,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Daytona State,daytonastatecollege,jessebakerlq63,Jesse Baker
Feb 28,home,Frederick,W,10-0,10,10,5,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,1,0,,5,2013,2012-13,div1,Daytona State,daytonastatecollege,jessebakerlq63,Jesse Baker
Mar 6,away,Lake-Sumter State,L,1-0,1,1,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Daytona State,daytonastatecollege,jessebakerlq63,Jesse Baker
Mar 8,home,Lake-Sumter State,L,5-2,5,5,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2013,2012-13,div1,Daytona State,daytonastatecollege,jessebakerlq63,Jesse Baker
Mar 9,away,Lake-Sumter State,L,7-6,7,7,2,0,1,,,,2,,,,,,1,,1,0,,,,,3,2013,2012-13,div1,Daytona State,daytonastatecollege,jessebakerlq63,Jesse Baker
Mar 11,home,Glen Oaks,W,14-9,14,14,4,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,2,0.00,5,2013,2012-13,div1,Daytona State,daytonastatecollege,jessebakerlq63,Jesse Baker
Mar 13,home,Glen Oaks,L,7-2,7,7,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0.00,4,2013,2012-13,div1,Daytona State,daytonastatecollege,jessebakerlq63,Jesse Baker
Mar 16,home,Santa Fe,L,12-3,12,12,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Daytona State,daytonastatecollege,jessebakerlq63,Jesse Baker
Mar 18,away,Santa Fe,L,21-5,21,21,2,0,0,,,,0,,,,,,,,0,0,,,,,2,2013,2012-13,div1,Daytona State,daytonastatecollege,jessebakerlq63,Jesse Baker
Mar 22,away,Florida State Jacksonville,L,2-1,2,2,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Daytona State,daytonastatecollege,jessebakerlq63,Jesse Baker
Mar 23,home,Florida State Jacksonville,W,8-7,8,8,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Daytona State,daytonastatecollege,jessebakerlq63,Jesse Baker
Mar 25,away,Florida State Jacksonville,W,6-4,6,6,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Daytona State,daytonastatecollege,jessebakerlq63,Jesse Baker
Mar 27,home,Santa Fe,L,11-4,11,11,0,0,0,,,,1,,,,,,1,,0,0,,,,,1,2013,2012-13,div1,Daytona State,daytonastatecollege,jessebakerlq63,Jesse Baker
Mar 29,home,St. Johns River State,W,5-4,5,5,4,0,0,,,,0,,1,,,,,,0,0,,,,,4,2013,2012-13,div1,Daytona State,daytonastatecollege,jessebakerlq63,Jesse Baker
Mar 30,away,St. Johns River State,L,13-1,13,13,2,0,0,,,,1,,,,,,1,,0,0,,,,,3,2013,2012-13,div1,Daytona State,daytonastatecollege,jessebakerlq63,Jesse Baker
Apr 1,home,St. Johns River State,L,6-2,6,6,3,0,2,,,,0,,,,,,,,2,0,,,,,3,2013,2012-13,div1,Daytona State,daytonastatecollege,jessebakerlq63,Jesse Baker
Apr 3,away,Central Florida,L,5-2,5,5,3,0,0,,,,0,,2,,,,,,0,0,,,,,3,2013,2012-13,div1,Daytona State,daytonastatecollege,jessebakerlq63,Jesse Baker
Apr 5,home,Central Florida,L,7-1,7,7,3,0,0,,,,0,1,,,,,,,0,0,,,,,4,2013,2012-13,div1,Daytona State,daytonastatecollege,jessebakerlq63,Jesse Baker
Apr 6,away,Central Florida,W,2-1,2,2,4,0,0,,,,0,,2,,,,,,0,0,,,,,4,2013,2012-13,div1,Daytona State,daytonastatecollege,jessebakerlq63,Jesse Baker
Apr 10,home,Seminole State (FL),L,16-7,16,16,5,0,2,,,,0,,2,,,,,,2,0,,,,,5,2013,2012-13,div1,Daytona State,daytonastatecollege,jessebakerlq63,Jesse Baker
Apr 12,away,Seminole State (FL),L,15-5,15,15,3,0,2,,,,1,,1,,1,,,,2,0,,,,,3,2013,2012-13,div1,Daytona State,daytonastatecollege,jessebakerlq63,Jesse Baker
Apr 13,home,Seminole State (FL),L,7-3,7,7,4,0,2,,,,0,,,,,,,,2,0,,,,,4,2013,2012-13,div1,Daytona State,daytonastatecollege,jessebakerlq63,Jesse Baker
Apr 15,home,Lake-Sumter State,W,13-3,13,13,5,0,2,1,,,2,,,,,,,,3,1,,,,,5,2013,2012-13,div1,Daytona State,daytonastatecollege,jessebakerlq63,Jesse Baker
Apr 19,away,Santa Fe,W,9-7,9,9,3,1,1,,,,1,,2,,,1,1,,1,0,,,,,5,2013,2012-13,div1,Daytona State,daytonastatecollege,jessebakerlq63,Jesse Baker
Apr 20,home,Florida State Jacksonville,L,12-2,12,12,3,0,0,,,,0,,,,,,,,0,0,,,,,3,2013,2012-13,div1,Daytona State,daytonastatecollege,jessebakerlq63,Jesse Baker
Apr 22,away,St. Johns River State,L,1-0,1,1,5,0,0,,,,0,,1,,,,,,0,0,,,,,5,2013,2012-13,div1,Daytona State,daytonastatecollege,jessebakerlq63,Jesse Baker
Apr 24,home,Central Florida,L,2-1,2,2,4,0,2,1,,,0,,1,,1,1,,,3,1,,,,,5,2013,2012-13,div1,Daytona State,daytonastatecollege,jessebakerlq63,Jesse Baker
Apr 26,away,Seminole State (FL),L,8-0,8,8,3,0,0,,,,0,,1,,,,,,0,0,,,,,3,2013,2012-13,div1,Daytona State,daytonastatecollege,jessebakerlq63,Jesse Baker
