date,location,opponent,result,score,team_score,opp_score,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 4,away,Florence-Darlington Tech,L,13-12,13,13,2,1,0,,,,0,1,1,,,,,,0,0,,,,,3,2022,2021-22,div1,Delgado,delgadocommunitycollege,jacobfuryq65g,Jacob Fury
Feb 5,home,vs. Chattahoochee Valley,W,4-3,4,4,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Delgado,delgadocommunitycollege,jacobfuryq65g,Jacob Fury
Feb 5,home,vs. St. Johns River State,L,13-2,13,13,1,0,0,,,,0,2,,1,,,,,0,0,,,,,3,2022,2021-22,div1,Delgado,delgadocommunitycollege,jacobfuryq65g,Jacob Fury
Feb 6,home,vs. Andrew,W,2-0,2,2,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Delgado,delgadocommunitycollege,jacobfuryq65g,Jacob Fury
Feb 17,home,Bryant & Stratton (Albany),W,10-2,10,10,3,1,1,,,1,1,,,,,,,,4,1,,,,,3,2022,2021-22,div1,Delgado,delgadocommunitycollege,jacobfuryq65g,Jacob Fury
Feb 17,home,Bryant & Stratton (Albany),W,12-2,12,12,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Delgado,delgadocommunitycollege,jacobfuryq65g,Jacob Fury
Feb 18,home,Bryant & Stratton (Albany),W,10-7,10,10,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Delgado,delgadocommunitycollege,jacobfuryq65g,Jacob Fury
Feb 19,home,Pensacola State,W,10-2,10,10,2,0,0,,,,0,,2,,,,,,0,0,,,,,2,2022,2021-22,div1,Delgado,delgadocommunitycollege,jacobfuryq65g,Jacob Fury
Feb 20,home,Pensacola State,W,3-0,3,3,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Delgado,delgadocommunitycollege,jacobfuryq65g,Jacob Fury
Feb 20,home,Bryant & Stratton (Albany),W,6-2,6,6,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Delgado,delgadocommunitycollege,jacobfuryq65g,Jacob Fury
