date,location,opponent,result,score,team_score,opp_score,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 16,away,Southwest Tennessee,L,8-4,8,8,2,1,0,,,,0,2,1,,,,,,0,0,,,,,4,2019,2018-19,div1,Southeastern Illinois,southeasternillinoiscollege,lukekuestervqlr,Luke Kuester
Feb 16,away,Southwest Tennessee,L,6-1,6,6,3,0,1,,,,0,,1,,,,,,1,0,,,,,3,2019,2018-19,div1,Southeastern Illinois,southeasternillinoiscollege,lukekuestervqlr,Luke Kuester
Feb 17,away,Southwest Tennessee,L,7-1,7,7,3,0,2,,,,1,,,,,,,,2,0,,,,,3,2019,2018-19,div1,Southeastern Illinois,southeasternillinoiscollege,lukekuestervqlr,Luke Kuester
Feb 17,away,Southwest Tennessee,L,9-6,9,9,4,1,1,,,,0,,1,,,,,,1,0,,,,,4,2019,2018-19,div1,Southeastern Illinois,southeasternillinoiscollege,lukekuestervqlr,Luke Kuester
Feb 24,home,Iowa Lakes,L,10-8,10,10,4,0,1,1,,,1,,1,,,,,,2,1,,,,,4,2019,2018-19,div1,Southeastern Illinois,southeasternillinoiscollege,lukekuestervqlr,Luke Kuester
Feb 24,home,Iowa Lakes,L,5-2,5,5,4,0,2,,,,0,,1,,,,,,2,0,,,,,4,2019,2018-19,div1,Southeastern Illinois,southeasternillinoiscollege,lukekuestervqlr,Luke Kuester
Feb 25,home,Iowa Lakes,L,6-5,6,6,4,1,1,,,,0,1,1,,,,,,1,0,,,,,5,2019,2018-19,div1,Southeastern Illinois,southeasternillinoiscollege,lukekuestervqlr,Luke Kuester
Feb 25,home,Iowa Lakes,L,8-7,8,8,4,0,0,,,,0,,1,,,,,,0,0,,,,,4,2019,2018-19,div1,Southeastern Illinois,southeasternillinoiscollege,lukekuestervqlr,Luke Kuester
Mar 1,home,vs. Highland (IL),W,10-6,10,10,4,1,2,,1,,1,1,1,,,,,,4,1,,,,,5,2019,2018-19,div1,Southeastern Illinois,southeasternillinoiscollege,lukekuestervqlr,Luke Kuester
Mar 2,home,vs. Highland (IL),L,10-9,10,10,3,0,1,1,,,1,1,1,,,,,,2,1,,,,,4,2019,2018-19,div1,Southeastern Illinois,southeasternillinoiscollege,lukekuestervqlr,Luke Kuester
Mar 2,home,vs. Highland (IL),W,10-3,10,10,3,1,1,,,,0,1,1,,,,,,1,0,,,,,4,2019,2018-19,div1,Southeastern Illinois,southeasternillinoiscollege,lukekuestervqlr,Luke Kuester
Mar 6,home,Minnesota West,,,,,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Southeastern Illinois,southeasternillinoiscollege,lukekuestervqlr,Luke Kuester
Mar 6,home,Minnesota West,,,,,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Southeastern Illinois,southeasternillinoiscollege,lukekuestervqlr,Luke Kuester
Mar 6,home,Minnesota West,,,,,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Southeastern Illinois,southeasternillinoiscollege,lukekuestervqlr,Luke Kuester
Mar 6,home,Minnesota West,,,,,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Southeastern Illinois,southeasternillinoiscollege,lukekuestervqlr,Luke Kuester
Mar 11,home,Southwestern Illinois,W,4-2,4,4,2,0,0,,,,1,1,,,,,1,,0,0,,,,,4,2019,2018-19,div1,Southeastern Illinois,southeasternillinoiscollege,lukekuestervqlr,Luke Kuester
Mar 11,home,Southwestern Illinois,L,1-0,1,1,3,0,0,,,,0,,1,,1,,,,0,0,,,,,3,2019,2018-19,div1,Southeastern Illinois,southeasternillinoiscollege,lukekuestervqlr,Luke Kuester
Mar 12,away,Southwestern Illinois,W,13-3,13,13,5,0,1,,,,1,,1,,,,,,1,0,,,,,5,2019,2018-19,div1,Southeastern Illinois,southeasternillinoiscollege,lukekuestervqlr,Luke Kuester
Mar 16,away,Frontier,W,9-8,9,9,6,1,1,,,1,2,,3,,,,,,4,1,,,,,6,2019,2018-19,div1,Southeastern Illinois,southeasternillinoiscollege,lukekuestervqlr,Luke Kuester
Mar 16,away,Frontier,L,10-6,10,10,3,0,0,,,,1,1,1,,,,,,0,0,,,,,4,2019,2018-19,div1,Southeastern Illinois,southeasternillinoiscollege,lukekuestervqlr,Luke Kuester
Mar 17,home,Frontier,L,17-5,17,17,4,0,0,,,,0,,2,,,,,,0,0,,,,,4,2019,2018-19,div1,Southeastern Illinois,southeasternillinoiscollege,lukekuestervqlr,Luke Kuester
Mar 18,home,McKendree University,W,7-6,7,7,1,0,0,,,,0,,,,,,,,0,0,,,,,1,2019,2018-19,div1,Southeastern Illinois,southeasternillinoiscollege,lukekuestervqlr,Luke Kuester
Mar 19,home,LU Belleville,W,4-1,4,4,2,0,0,,,,1,,,,,,1,,0,0,,,,,3,2019,2018-19,div1,Southeastern Illinois,southeasternillinoiscollege,lukekuestervqlr,Luke Kuester
Mar 19,home,LU Belleville,W,9-4,9,9,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Southeastern Illinois,southeasternillinoiscollege,lukekuestervqlr,Luke Kuester
Mar 21,away,Kaskaskia,L,5-4,5,5,3,0,1,,,,1,,1,,,,1,,1,0,,,,,4,2019,2018-19,div1,Southeastern Illinois,southeasternillinoiscollege,lukekuestervqlr,Luke Kuester
Mar 23,home,Kaskaskia,L,16-5,16,16,1,2,1,,,,0,3,,,,,,,1,0,,,,,4,2019,2018-19,div1,Southeastern Illinois,southeasternillinoiscollege,lukekuestervqlr,Luke Kuester
Mar 23,home,Kaskaskia,W,6-5,6,6,2,2,1,1,,,2,1,,,,1,,,2,1,,,,,4,2019,2018-19,div1,Southeastern Illinois,southeasternillinoiscollege,lukekuestervqlr,Luke Kuester
Mar 26,away,Shawnee,W,21-14,21,21,7,2,3,1,,1,6,,2,,,,,,7,2,,,,,7,2019,2018-19,div1,Southeastern Illinois,southeasternillinoiscollege,lukekuestervqlr,Luke Kuester
Mar 27,away,Greenville University,W,9-7,9,9,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Southeastern Illinois,southeasternillinoiscollege,lukekuestervqlr,Luke Kuester
Mar 27,away,Greenville University,W,16-2,16,16,4,4,3,,,1,2,,,,,1,,,6,1,,,,,5,2019,2018-19,div1,Southeastern Illinois,southeasternillinoiscollege,lukekuestervqlr,Luke Kuester
Mar 28,home,Lake Land,L,14-11,14,14,3,1,0,,,,1,1,,,,,1,,0,0,,,,,5,2019,2018-19,div1,Southeastern Illinois,southeasternillinoiscollege,lukekuestervqlr,Luke Kuester
Mar 31,away,Lake Land,W,8-4,8,8,5,2,3,1,,,1,,,,,,,,4,1,,,,,5,2019,2018-19,div1,Southeastern Illinois,southeasternillinoiscollege,lukekuestervqlr,Luke Kuester
Mar 31,away,Lake Land,W,10-1,10,10,3,1,0,,,,1,1,,,,1,,,0,0,,,,,5,2019,2018-19,div1,Southeastern Illinois,southeasternillinoiscollege,lukekuestervqlr,Luke Kuester
Apr 2,home,Shawnee,W,18-8,18,18,5,2,2,1,,,1,,1,,,,,,3,1,,,,,5,2019,2018-19,div1,Southeastern Illinois,southeasternillinoiscollege,lukekuestervqlr,Luke Kuester
Apr 2,home,Shawnee,L,12-7,12,12,2,1,2,,,,1,2,,,1,,,,2,0,,,,,4,2019,2018-19,div1,Southeastern Illinois,southeasternillinoiscollege,lukekuestervqlr,Luke Kuester
Apr 6,away,Olney Central,L,12-5,12,12,3,1,1,1,,,1,2,2,,,,,,2,1,,,,,5,2019,2018-19,div1,Southeastern Illinois,southeasternillinoiscollege,lukekuestervqlr,Luke Kuester
Apr 6,away,Olney Central,L,12-3,12,12,3,0,0,,,,0,,1,,,,,,0,0,,,,,3,2019,2018-19,div1,Southeastern Illinois,southeasternillinoiscollege,lukekuestervqlr,Luke Kuester
Apr 11,away,Brescia University,W,11-1,11,11,4,1,1,,,,0,,,,,,,,1,0,,,,,4,2019,2018-19,div1,Southeastern Illinois,southeasternillinoiscollege,lukekuestervqlr,Luke Kuester
Apr 11,away,Brescia University,W,9-6,9,9,0,0,0,,,,0,,,,,1,,,0,0,,,,,1,2019,2018-19,div1,Southeastern Illinois,southeasternillinoiscollege,lukekuestervqlr,Luke Kuester
Apr 16,away,Rend Lake,L,5-2,5,5,3,2,0,,,,0,1,2,,,,,,0,0,,,,,4,2019,2018-19,div1,Southeastern Illinois,southeasternillinoiscollege,lukekuestervqlr,Luke Kuester
Apr 17,away,Wabash Valley,L,16-5,16,16,4,0,3,,,,0,,1,,,,,,3,0,,,,,4,2019,2018-19,div1,Southeastern Illinois,southeasternillinoiscollege,lukekuestervqlr,Luke Kuester
Apr 17,away,Wabash Valley,L,9-0,9,9,3,0,0,,,,0,,1,,,,,,0,0,,,,,3,2019,2018-19,div1,Southeastern Illinois,southeasternillinoiscollege,lukekuestervqlr,Luke Kuester
Apr 22,home,Wabash Valley,L,13-1,13,13,4,0,0,,,,0,,2,,,,,,0,0,,,,,4,2019,2018-19,div1,Southeastern Illinois,southeasternillinoiscollege,lukekuestervqlr,Luke Kuester
Apr 23,home,Rend Lake,L,16-4,16,16,4,1,1,,1,,3,,,,,,,,3,1,,,,,4,2019,2018-19,div1,Southeastern Illinois,southeasternillinoiscollege,lukekuestervqlr,Luke Kuester
Apr 23,home,Rend Lake,L,18-4,18,18,4,2,2,,,1,3,,,,,,,,5,1,,,,,4,2019,2018-19,div1,Southeastern Illinois,southeasternillinoiscollege,lukekuestervqlr,Luke Kuester
Apr 27,home,vs. John A. Logan,L,24-15,24,24,4,2,2,1,,,2,,1,,,,,,3,1,,,,,4,2019,2018-19,div1,Southeastern Illinois,southeasternillinoiscollege,lukekuestervqlr,Luke Kuester
Apr 27,home,vs. John A. Logan,L,11-3,11,11,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Southeastern Illinois,southeasternillinoiscollege,lukekuestervqlr,Luke Kuester
Apr 28,away,John A. Logan,L,14-4,14,14,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Southeastern Illinois,southeasternillinoiscollege,lukekuestervqlr,Luke Kuester
Apr 29,home,Olney Central,W,14-13,14,14,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Southeastern Illinois,southeasternillinoiscollege,lukekuestervqlr,Luke Kuester
May 5,away,Lincoln Trail,L,1-0,1,1,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Southeastern Illinois,southeasternillinoiscollege,lukekuestervqlr,Luke Kuester
May 5,away,Lincoln Trail,L,3-2,3,3,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2019,2018-19,div1,Southeastern Illinois,southeasternillinoiscollege,lukekuestervqlr,Luke Kuester
May 6,home,Lincoln Trail,L,6-5,6,6,1,0,0,,,,0,,,,,,,,0,0,,,,,1,2019,2018-19,div1,Southeastern Illinois,southeasternillinoiscollege,lukekuestervqlr,Luke Kuester
