date,location,opponent,result,score,team_score,opp_score,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 1,away,North Central Texas,W,6-5,6,6,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Rose State,rosestatecollege,carsonthomaskl3w,Carson Thomas
Feb 1,away,North Central Texas,L,8-4,8,8,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Rose State,rosestatecollege,carsonthomaskl3w,Carson Thomas
Feb 9,home,Carl Albert State,W,8-4,8,8,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2022,2021-22,div1,Rose State,rosestatecollege,carsonthomaskl3w,Carson Thomas
Feb 9,home,Carl Albert State,L,11-1,11,11,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Rose State,rosestatecollege,carsonthomaskl3w,Carson Thomas
Feb 11,home,Barton,L,14-9,14,14,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Rose State,rosestatecollege,carsonthomaskl3w,Carson Thomas
Feb 12,home,Barton,L,4-2,4,4,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Rose State,rosestatecollege,carsonthomaskl3w,Carson Thomas
Feb 15,away,Western Oklahoma State,L,17-4,17,17,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Rose State,rosestatecollege,carsonthomaskl3w,Carson Thomas
Feb 18,home,Hutchinson,W,7-2,7,7,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Rose State,rosestatecollege,carsonthomaskl3w,Carson Thomas
Feb 19,home,Hutchinson,L,17-0,17,17,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Rose State,rosestatecollege,carsonthomaskl3w,Carson Thomas
Feb 19,home,Hutchinson,L,14-2,14,14,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2022,2021-22,div1,Rose State,rosestatecollege,carsonthomaskl3w,Carson Thomas
Feb 27,away,Northern Oklahoma Tonkawa,L,9-8,9,9,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Rose State,rosestatecollege,carsonthomaskl3w,Carson Thomas
Mar 3,home,Seminole State (OK),L,18-9,18,18,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2022,2021-22,div1,Rose State,rosestatecollege,carsonthomaskl3w,Carson Thomas
Mar 5,away,Seminole State (OK),L,9-0,9,9,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Rose State,rosestatecollege,carsonthomaskl3w,Carson Thomas
Mar 5,away,Seminole State (OK),L,16-9,16,16,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Rose State,rosestatecollege,carsonthomaskl3w,Carson Thomas
Mar 8,home,Western Oklahoma State,W,5-4,5,5,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Rose State,rosestatecollege,carsonthomaskl3w,Carson Thomas
Mar 10,away,Eastern Oklahoma State,L,11-1,11,11,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Rose State,rosestatecollege,carsonthomaskl3w,Carson Thomas
Mar 12,home,Eastern Oklahoma State,L,11-6,11,11,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2022,2021-22,div1,Rose State,rosestatecollege,carsonthomaskl3w,Carson Thomas
Mar 12,home,Eastern Oklahoma State,L,17-5,17,17,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Rose State,rosestatecollege,carsonthomaskl3w,Carson Thomas
Mar 15,away,Redlands,W,5-4,5,5,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Rose State,rosestatecollege,carsonthomaskl3w,Carson Thomas
Mar 15,away,Redlands,W,10-4,10,10,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Rose State,rosestatecollege,carsonthomaskl3w,Carson Thomas
