date,location,opponent,result,score,team_score,opp_score,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 9,home,Highland (KS),W,10-0,10,10,3,1,2,1,,,1,,1,,,,,,3,1,,,,,3,2018,2017-18,div1,Butler,butlercommunitycollegeks,javierpenaoimk,Javier Pena
Feb 9,home,Highland (KS),W,8-6,8,8,3,1,2,,1,,2,1,,1,,,,,4,1,,1,,,4,2018,2017-18,div1,Butler,butlercommunitycollegeks,javierpenaoimk,Javier Pena
Feb 13,home,McPherson College JV,W,11-1,11,11,3,3,2,,1,1,4,1,1,1,,,,,7,2,,,,,4,2018,2017-18,div1,Butler,butlercommunitycollegeks,javierpenaoimk,Javier Pena
Feb 13,home,McPherson College JV,W,16-3,16,16,4,4,2,,,2,3,1,,2,,,,,8,2,,,1,,5,2018,2017-18,div1,Butler,butlercommunitycollegeks,javierpenaoimk,Javier Pena
Feb 15,away,Coffeyville,L,18-5,18,18,4,1,2,,,,0,,2,1,,,,,2,0,,,,,4,2018,2017-18,div1,Butler,butlercommunitycollegeks,javierpenaoimk,Javier Pena
Feb 15,away,Coffeyville,L,9-5,9,9,3,0,2,,,,2,,,1,,1,,1,2,0,,,,,5,2018,2017-18,div1,Butler,butlercommunitycollegeks,javierpenaoimk,Javier Pena
Feb 18,home,Coffeyville,W,4-1,4,4,2,0,0,,,,1,,1,,,,1,,0,0,,1,1,1.00,3,2018,2017-18,div1,Butler,butlercommunitycollegeks,javierpenaoimk,Javier Pena
Feb 18,home,Coffeyville,W,21-7,21,21,1,4,1,,,,3,2,,2,,3,,,1,0,,,,,6,2018,2017-18,div1,Butler,butlercommunitycollegeks,javierpenaoimk,Javier Pena
Feb 25,home,Southeast,L,2-0,2,2,3,0,0,,,,0,,2,,,,,,0,0,,1,,,3,2018,2017-18,div1,Butler,butlercommunitycollegeks,javierpenaoimk,Javier Pena
Feb 25,home,Independence,W,4-0,4,4,2,1,1,,,,1,1,1,,,,,,1,0,,,,,3,2018,2017-18,div1,Butler,butlercommunitycollegeks,javierpenaoimk,Javier Pena
Feb 27,away,Bethany College JV,W,13-1,13,13,4,1,2,,1,,0,,,,,,,,4,1,,,,,4,2018,2017-18,div1,Butler,butlercommunitycollegeks,javierpenaoimk,Javier Pena
Mar 1,away,Dodge City,W,7-4,7,7,4,2,2,,,1,1,,,,,,,,5,1,,1,1,1.00,4,2018,2017-18,div1,Butler,butlercommunitycollegeks,javierpenaoimk,Javier Pena
