date,location,opponent,result,score,team_score,opp_score,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 30,home,vs. Chipola,W,7-3,7,7,5,1,2,,,,0,,1,1,,,,,2,0,,,2,,5,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
Jan 30,home,vs. State College of Florida,L,5-2,5,5,4,0,2,,,,0,,1,,,,,,2,0,,2,,,4,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
Jan 31,home,vs. St. Petersburg,L,7-6,7,7,4,1,1,,,,0,1,1,,,,,,1,0,,2,,,5,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
Feb 1,home,vs. State College of Florida,L,8-2,8,8,4,0,2,,,,1,,,,1,,,,2,0,,,2,,4,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
Feb 6,home,New Mexico,W,11-8,11,11,,,,,,,,,,,,,,,,,,,,,,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
Feb 7,home,vs. Howard (TX),L,7-4,7,7,4,1,2,1,,,0,,,,,,,,3,1,,1,1,1.00,4,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
Feb 7,home,vs. Pensacola State,W,8-5,8,8,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
Feb 8,home,vs. Odessa,L,4-1,4,4,3,1,2,,,,0,,,,,,,,2,0,,1,1,1.00,3,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
Feb 13,home,vs. Central Alabama,W,10-0,10,10,3,0,0,,,,1,,1,,,,,,0,0,,2,,,3,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
Feb 13,away,Northwest Florida State,L,1-0,1,1,3,0,0,,,,0,,1,1,,1,,,0,0,,1,,,4,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
Feb 14,away,Northwest Florida State,L,6-4,6,6,4,1,2,1,,,1,1,,,,1,,1,3,1,,1,1,1.00,7,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
Feb 14,home,vs. Central Alabama,L,9-0,9,9,5,1,2,,1,,3,,1,1,,,,,4,1,,2,,,5,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
Feb 20,home,Wharton County,W,6-4,6,6,3,2,2,1,,,1,1,,2,,,,,3,1,,,1,,4,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
Feb 20,home,Wharton County,W,16-4,16,16,2,2,1,,,,0,2,,1,,,,,1,0,,1,,,4,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
Feb 21,away,Wharton County,W,7-4,7,7,4,0,1,,,,2,,1,,,,,,1,0,,1,1,1.00,4,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
Feb 21,away,Wharton County,W,13-2,13,13,4,3,2,,,,0,1,,,,,,,2,0,,1,1,1.00,5,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
Feb 26,away,Galveston,L,4-2,4,4,3,1,2,,,,0,1,1,1,,,,,2,0,,,,,4,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
Feb 26,away,Galveston,W,10-8,10,10,5,2,3,,,,1,,,1,,,,,3,0,1,1,1,1.00,5,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
Feb 27,home,Galveston,W,5-4,5,5,1,0,1,,,,1,2,,1,,,,1,1,0,,1,,,4,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
Feb 27,home,Galveston,W,6-2,6,6,4,1,1,,,,1,,1,2,,,,,1,0,,,2,,4,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
Mar 6,away,Laredo,W,7-3,7,7,4,1,2,,,,0,,1,,,,,,2,0,,,1,,4,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
Mar 6,away,Laredo,W,9-2,9,9,4,2,1,,,,0,1,,1,,,,,1,0,,,3,,5,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
Mar 7,away,Laredo,W,11-1,11,11,2,2,1,,1,,1,2,,,,,,,3,1,,1,,,4,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
Mar 7,away,Laredo,W,13-9,13,13,5,0,0,,,,0,1,,,,,,,0,0,,,4,,6,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
Mar 11,home,vs. South Suburban,W,5-2,5,5,5,1,2,,,,2,,,1,,,,,2,0,,1,2,0.50,5,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
Mar 14,home,Alvin,L,4-3,4,4,3,2,2,1,,,0,,1,,,,,,3,1,,,,,3,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
Mar 14,home,Alvin,L,10-9,10,10,4,1,1,,,,1,1,1,2,,,,,1,0,,,2,,5,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
Mar 15,home,Alvin,W,7-0,7,7,3,2,2,,,,0,,1,1,,,,,2,0,,,,,3,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
Mar 15,home,Alvin,W,8-5,8,8,3,1,1,,,,1,1,,3,,,,,1,0,,2,,,4,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
Mar 19,home,Blinn,W,9-3,9,9,3,2,2,,1,,2,1,,,,,,,4,1,,1,,,4,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
Mar 19,home,Blinn,W,3-2,3,3,4,1,1,,,,0,,,,,,,,1,0,,2,1,2.00,4,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
Mar 26,away,Wharton County,W,4-3,4,4,2,0,0,,,,0,1,,,,,,,0,0,,,2,,3,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
Mar 26,away,Wharton County,L,10-9,10,10,4,2,2,,,,0,1,,,,,,,2,0,1,2,,,5,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
Mar 28,home,Wharton County,W,7-2,7,7,4,2,2,,,,0,,1,,,,,,2,0,,,1,,4,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
Mar 28,home,Wharton County,W,8-7,8,8,4,2,3,1,1,1,2,,,,1,,,,9,3,,,1,,4,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
Mar 30,away,Baton Rouge,W,9-1,9,9,4,1,1,1,,,1,1,,,1,,,,2,1,,1,2,0.50,5,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
Mar 30,away,Baton Rouge,L,22-4,22,22,,,,,,,,,,,,,,,,,,,,,,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
Apr 9,home,Galveston,W,5-4,5,5,3,0,1,,,,1,,,2,,,,,1,0,,1,1,1.00,3,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
Apr 9,home,Galveston,W,5-2,5,5,3,2,2,,1,1,2,2,1,1,,,,,7,2,,,,,5,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
Apr 11,away,Galveston,L,11-5,11,11,3,0,2,,,,2,1,,,,,,,2,0,,,1,,4,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
Apr 11,away,Galveston,W,7-4,7,7,3,0,1,,,,0,2,,,1,,,,1,0,,1,1,1.00,5,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
Apr 14  #,away,Sugar Land Skeeters,L,10-1,10,10,,,,,,,,,,,,,,,,,,,,,,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
Apr 15  #,away,Sugar Land Skeeters,L,4-1,4,4,,,,,,,,,,,,,,,,,,,,,,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
Apr 18,home,Laredo,W,5-4,5,5,4,1,1,,,,0,,2,,,,,,1,0,,,1,,4,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
Apr 18,home,Laredo,L,9-7,9,9,1,0,0,,,,0,,,,,,,,0,0,,,1,,1,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
Apr 19,home,Laredo,W,18-0,18,18,5,2,3,,,,3,,,,,,,,3,0,,1,1,1.00,5,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
Apr 19,home,Laredo,W,18-10,18,18,5,2,1,,,,0,1,1,2,,,,,1,0,,1,2,0.50,6,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
Apr 23,away,Alvin,W,6-1,6,6,2,1,1,,,,1,2,,,,,,,1,0,,,1,,4,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
Apr 23,away,Alvin,W,10-5,10,10,4,2,1,,,1,3,1,3,,,,,,4,1,,,,,5,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
Apr 24,away,Alvin,L,6-2,6,6,3,0,1,,,,0,,,,,1,,,1,0,,2,,,4,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
Apr 24,away,Alvin,L,6-4,6,6,4,0,1,,,,0,,,,,,,,1,0,,3,,,4,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
Apr 30,away,Blinn,L,4-3,4,4,2,0,1,,,,0,1,1,,,,,,1,0,,,,,3,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
Apr 30,away,Blinn,W,6-1,6,6,4,0,1,1,,,2,,,,,,1,,2,1,,2,2,1.00,5,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
May 2,home,Blinn,W,1-0,1,1,3,0,1,1,,,0,,,,,,,,2,1,,,2,,3,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
May 2,home,Blinn,W,13-12,13,13,4,2,2,1,,,0,1,,2,,,,,3,1,,1,1,1.00,5,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
May 8,home,Panola,W,7-2,7,7,,,,,,,,,,,,,,,,,,,,,,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
May 9,home,Angelina,L,2-0,2,2,3,0,0,,,,0,1,,,,,,,0,0,,3,,,4,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
May 10,away,Alvin,W,3-2,3,3,3,1,0,,,,0,,,,,1,,,0,0,,2,1,2.00,4,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
May 10,home,Northeast Texas,W,8-7,8,8,3,1,1,,,,0,2,,,,,,,1,0,,,2,,5,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
May 11,home,vs. Blinn,W,12-4,12,12,4,2,1,1,,,0,2,1,1,,,,,2,1,,1,1,1.00,6,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
May 11,home,vs. Angelina,W,10-1,10,10,5,0,0,,,,0,,,,,,,,0,0,,3,2,1.50,5,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
May 12,home,vs. Angelina,W,4-1,4,4,4,1,2,1,1,,0,1,1,,1,,,,5,2,,,1,,5,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
May 23,home,vs. McLennan,L,3-1,3,3,5,0,0,,,,0,,3,,,,,,0,0,,2,,,5,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
May 24,home,vs. Delgado,W,12-3,12,12,3,2,2,,,,0,1,,,,,,,2,0,1,1,,,4,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
May 25,home,vs. Dodge City,W,9-7,9,9,5,1,0,,,,0,1,,1,,,,,0,0,,1,3,0.33,6,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
May 26,home,vs. McLennan,L,11-6,11,11,5,2,2,1,,,0,,1,1,,,,,3,1,,,1,,5,2015,2014-15,div1,San Jacinto-North,sanjacintocollegenorth,joshpalaciosn03k,Josh Palacios
