date,location,opponent,result,score,team_score,opp_score,game_score_diff_x,game_win_loss_x,game_id_x,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,game_score_diff_y,game_win_loss_y,game_id_y,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 2,home,Wilkes Community College,W,3-2,3,2,1.0,win,20130202_0vlg,4,0,3,,,,1,,,,,1.0,win,20130202_0vlg,,,,3,0,,,,,4,2013,2012-13,div1,USC Sumter,uscsumter,trevorbradleydr2z,Trevor Bradley
Feb 2,home,Wilkes Community College,W,17-0,17,0,17.0,win,20130202_t732,2,2,1,1,,,0,1,,,,17.0,win,20130202_t732,,,,2,1,,,,,3,2013,2012-13,div1,USC Sumter,uscsumter,trevorbradleydr2z,Trevor Bradley
Feb 14,home,Limestone College JV,W,1-0,1,0,1.0,win,20130214_g0sv,3,0,0,,,,0,,,,,1.0,win,20130214_g0sv,,,,0,0,,,,,3,2013,2012-13,div1,USC Sumter,uscsumter,trevorbradleydr2z,Trevor Bradley
Feb 14,home,Limestone College JV,W,10-0,10,0,10.0,win,20130214_3bh3,3,3,3,1,,,2,,,,,10.0,win,20130214_3bh3,,1,,4,1,,,,,4,2013,2012-13,div1,USC Sumter,uscsumter,trevorbradleydr2z,Trevor Bradley
Feb 16,home,Florida State Jacksonville,W,9-0,9,0,9.0,win,20130216_ood5,5,1,2,,,,0,,1,,,9.0,win,20130216_ood5,,,,2,0,,,,,5,2013,2012-13,div1,USC Sumter,uscsumter,trevorbradleydr2z,Trevor Bradley
Feb 17,home,Florida State Jacksonville,W,3-2,3,2,1.0,win,20130217_fpot,3,0,1,,,,0,1,,,,1.0,win,20130217_fpot,,,,1,0,,,,,4,2013,2012-13,div1,USC Sumter,uscsumter,trevorbradleydr2z,Trevor Bradley
Feb 17,home,Florida State Jacksonville,W,4-3,4,3,1.0,win,20130217_9ao9,3,1,2,,,,2,,,,1,1.0,win,20130217_9ao9,1,,,2,0,,,,,4,2013,2012-13,div1,USC Sumter,uscsumter,trevorbradleydr2z,Trevor Bradley
Mar 2,home,Mercyhurst North East,L,3-1,3,1,2.0,win,20130302_kyw3,2,0,0,,,,0,1,,,,2.0,win,20130302_kyw3,,,,0,0,,,,,3,2013,2012-13,div1,USC Sumter,uscsumter,trevorbradleydr2z,Trevor Bradley
Mar 2,home,Mercyhurst North East,W,11-1,11,1,10.0,win,20130302_yo1t,1,0,1,,,,0,3,,,,10.0,win,20130302_yo1t,,,,1,0,,,,,4,2013,2012-13,div1,USC Sumter,uscsumter,trevorbradleydr2z,Trevor Bradley
Mar 3,home,Mercyhurst North East,W,2-1,2,1,1.0,win,20130303_pcbu,4,0,1,,,,0,1,,,,1.0,win,20130303_pcbu,,,,1,0,,,,,5,2013,2012-13,div1,USC Sumter,uscsumter,trevorbradleydr2z,Trevor Bradley
