date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Mar 5,home,Penn State Mont Alto,W,8-7,8,7,1,win,20240305_0wt1,3,1,0,,,,0,1,,,,,,,0,0,,,,,4,2024,2023-24,div3,St. Cloud Tech,stcloudtechnicalcommunitycollege,jakeincef6un,Jake Ince
Mar 6,home,Penn State Greater Allegheny,W,13-8,13,8,5,win,20240306_bbbr,4,0,0,,,,1,,2,,,1,1,,0,0,,,,,6,2024,2023-24,div3,St. Cloud Tech,stcloudtechnicalcommunitycollege,jakeincef6un,Jake Ince
Mar 19,home,Minnesota West,W,21-3,21,3,18,win,20240319_6mcw,1,0,0,,,,0,,,,,,,,0,0,,,,,1,2024,2023-24,div3,St. Cloud Tech,stcloudtechnicalcommunitycollege,jakeincef6un,Jake Ince
Mar 19,home,Minnesota West,W,21-11,21,11,10,win,20240319_0gjh,4,3,3,,,1,2,1,,1,,,,,6,1,,,,,5,2024,2023-24,div3,St. Cloud Tech,stcloudtechnicalcommunitycollege,jakeincef6un,Jake Ince
Apr 17,home,Alexandria Tech,W,10-8,10,8,2,win,20240417_t4sg,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2024,2023-24,div3,St. Cloud Tech,stcloudtechnicalcommunitycollege,jakeincef6un,Jake Ince
Apr 17,home,Alexandria Tech,W,8-6,8,6,2,win,20240417_yeqj,3,0,0,,,,0,,1,,,,,,0,0,,1,1,1.00,3,2024,2023-24,div3,St. Cloud Tech,stcloudtechnicalcommunitycollege,jakeincef6un,Jake Ince
Apr 27,home,Central Lakes,W,12-1,12,1,11,win,20240427_e4wa,3,2,2,,,,1,2,1,,,,,,2,0,,,,,5,2024,2023-24,div3,St. Cloud Tech,stcloudtechnicalcommunitycollege,jakeincef6un,Jake Ince
May 1,home,Central Lakes,W,12-9,12,9,3,win,20240501_fc93,3,1,1,,,,0,1,1,,,,,,1,0,,,,,4,2024,2023-24,div3,St. Cloud Tech,stcloudtechnicalcommunitycollege,jakeincef6un,Jake Ince
May 3,home,Minnesota State,W,16-3,16,3,13,win,20240503_0cyj,1,1,1,0,0,1,4,0,0,0,0,0,0,0,4,1,,0,,,1,2024,2023-24,div3,St. Cloud Tech,stcloudtechnicalcommunitycollege,jakeincef6un,Jake Ince
May 3,home,Minnesota State,W,24-3,24,3,21,win,20240503_oceb,3,2,1,1,0,0,2,0,0,0,0,1,0,0,2,1,,0,,,4,2024,2023-24,div3,St. Cloud Tech,stcloudtechnicalcommunitycollege,jakeincef6un,Jake Ince
May 4,home,Minnesota State,W,13-6,13,6,7,win,20240504_pcv0,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2024,2023-24,div3,St. Cloud Tech,stcloudtechnicalcommunitycollege,jakeincef6un,Jake Ince
May 4,home,Minnesota State,W,8-0,8,0,8,win,20240504_2808,2,2,1,,1,,0,,,1,,1,,,3,1,,,,,3,2024,2023-24,div3,St. Cloud Tech,stcloudtechnicalcommunitycollege,jakeincef6un,Jake Ince
May 10,home,Rochester,W,8-6,8,6,2,win,20240510_vt17,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2024,2023-24,div3,St. Cloud Tech,stcloudtechnicalcommunitycollege,jakeincef6un,Jake Ince
May 16,home,North Dakota SCS,W,9-3,9,3,6,win,20240516_03fk,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2024,2023-24,div3,St. Cloud Tech,stcloudtechnicalcommunitycollege,jakeincef6un,Jake Ince
