date,location,opponent,result,score,team_score,opp_score,game_score_diff_x,game_win_loss_x,game_id_x,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,game_score_diff_y,game_win_loss_y,game_id_y,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 30,home,Coastal Bend,L,3-2,3,2,1.0,win,20150130_jvv8,3,0,1,,,,0,,1,,,1.0,win,20150130_jvv8,,,,1,0,,,,,3,2015,2014-15,div1,Laredo,laredocommunitycollege,carlosramosc3qk,Carlos Ramos
Jan 30,home,Coastal Bend,W,5-3,5,3,2.0,win,20150130_t9dz,2,0,0,,,,0,1,1,,,2.0,win,20150130_t9dz,,,,0,0,,,,,3,2015,2014-15,div1,Laredo,laredocommunitycollege,carlosramosc3qk,Carlos Ramos
Jan 31,home,Coastal Bend,W,6-5,6,5,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2015,2014-15,div1,Laredo,laredocommunitycollege,carlosramosc3qk,Carlos Ramos
Jan 31,home,Coastal Bend,L,9-5,9,5,4.0,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2015,2014-15,div1,Laredo,laredocommunitycollege,carlosramosc3qk,Carlos Ramos
Feb 20,home,Alvin,L,5-3,5,3,2.0,win,20150220_ou8c,3,0,0,,,,0,,1,,,2.0,win,20150220_ou8c,,,,0,0,,,,,3,2015,2014-15,div1,Laredo,laredocommunitycollege,carlosramosc3qk,Carlos Ramos
Feb 21,home,Alvin,L,23-3,23,3,20.0,win,20150221_tsag,1,0,0,,,,0,,1,,,20.0,win,20150221_tsag,,,,0,0,,,,,1,2015,2014-15,div1,Laredo,laredocommunitycollege,carlosramosc3qk,Carlos Ramos
Feb 22,home,Alvin,L,26-16,26,16,10.0,win,,,,,,,,,,,,,10.0,win,,,,,,,,,,,,2015,2014-15,div1,Laredo,laredocommunitycollege,carlosramosc3qk,Carlos Ramos
Feb 22,home,Alvin,L,8-4,8,4,4.0,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2015,2014-15,div1,Laredo,laredocommunitycollege,carlosramosc3qk,Carlos Ramos
Feb 27,home,Wharton County,W,6-5,6,5,1.0,win,20150227_vgm6,3,0,0,,,,0,,1,,,1.0,win,20150227_vgm6,,,,0,0,,,,,3,2015,2014-15,div1,Laredo,laredocommunitycollege,carlosramosc3qk,Carlos Ramos
Feb 27,home,Wharton County,W,12-8,12,8,4.0,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2015,2014-15,div1,Laredo,laredocommunitycollege,carlosramosc3qk,Carlos Ramos
Feb 28,home,Wharton County,L,9-3,9,3,6.0,win,20150228_2vx2,0,0,0,,,,0,,,,,6.0,win,20150228_2vx2,,,,0,0,,,,,0,2015,2014-15,div1,Laredo,laredocommunitycollege,carlosramosc3qk,Carlos Ramos
Feb 28,home,Wharton County,L,12-6,12,6,6.0,win,,,,,,,,,,,,,6.0,win,,,,,,,,,,,,2015,2014-15,div1,Laredo,laredocommunitycollege,carlosramosc3qk,Carlos Ramos
Mar 6,home,San Jacinto,L,7-3,7,3,4.0,win,20150306_z8ge,2,1,0,,,,1,1,,,,4.0,win,20150306_z8ge,,,,0,0,,2,,,3,2015,2014-15,div1,Laredo,laredocommunitycollege,carlosramosc3qk,Carlos Ramos
Mar 6,home,San Jacinto,L,9-2,9,2,7.0,win,,,,,,,,,,,,,7.0,win,,,,,,,,,,,,2015,2014-15,div1,Laredo,laredocommunitycollege,carlosramosc3qk,Carlos Ramos
Mar 7,home,San Jacinto,L,11-1,11,1,10.0,win,,,,,,,,,,,,,10.0,win,,,,,,,,,,,,2015,2014-15,div1,Laredo,laredocommunitycollege,carlosramosc3qk,Carlos Ramos
Mar 7,home,San Jacinto,L,13-9,13,9,4.0,win,20150307_scv5,3,0,1,,,,0,1,,,,4.0,win,20150307_scv5,,,,1,0,,,1,,4,2015,2014-15,div1,Laredo,laredocommunitycollege,carlosramosc3qk,Carlos Ramos
Mar 20,home,Galveston,L,12-6,12,6,6.0,win,,,,,,,,,,,,,6.0,win,,,,,,,,,,,,2015,2014-15,div1,Laredo,laredocommunitycollege,carlosramosc3qk,Carlos Ramos
Mar 20,home,Galveston,L,6-1,6,1,5.0,win,20150320_r0h4,3,0,0,,,,0,,,,,5.0,win,20150320_r0h4,,,,0,0,,,,,3,2015,2014-15,div1,Laredo,laredocommunitycollege,carlosramosc3qk,Carlos Ramos
Mar 21,home,Galveston,L,6-3,6,3,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2015,2014-15,div1,Laredo,laredocommunitycollege,carlosramosc3qk,Carlos Ramos
