date,location,opponent,result,score,team_score,opp_score,game_score_diff_x,game_win_loss_x,game_id_x,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,game_score_diff_y,game_win_loss_y,game_id_y,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 15,home,Wallace State,L,17-7,17,7,10.0,win,20220215_tccw,0,0,0,,,,0,,,,,10.0,win,20220215_tccw,,,,0,0,,,,,0,2022,2021-22,div1,Motlow State,motlowstatecommunitycollege,griffinmeekerqkzx,Griffin Meeker
Feb 26,home,Schoolcraft,W,14-0,14,0,14.0,win,,,,,,,,,,,,,14.0,win,,,,,,,,,,,,2022,2021-22,div1,Motlow State,motlowstatecommunitycollege,griffinmeekerqkzx,Griffin Meeker
Feb 26,home,Schoolcraft,W,11-1,11,1,10.0,win,,,,,,,,,,,,,10.0,win,,,,,,,,,,,,2022,2021-22,div1,Motlow State,motlowstatecommunitycollege,griffinmeekerqkzx,Griffin Meeker
Mar 1,home,UT Southern,W,9-3,9,3,6.0,win,,,,,,,,,,,,,6.0,win,,,,,,,,,,,,2022,2021-22,div1,Motlow State,motlowstatecommunitycollege,griffinmeekerqkzx,Griffin Meeker
Mar 1,home,UT Southern,W,11-1,11,1,10.0,win,20220301_a4kn,0,0,0,,,,0,,,,,10.0,win,20220301_a4kn,,,,0,0,,,,,0,2022,2021-22,div1,Motlow State,motlowstatecommunitycollege,griffinmeekerqkzx,Griffin Meeker
Mar 19,home,Chattanooga State,W,10-5,10,5,5.0,win,,,,,,,,,,,,,5.0,win,,,,,,,,,,,,2022,2021-22,div1,Motlow State,motlowstatecommunitycollege,griffinmeekerqkzx,Griffin Meeker
Mar 20,home,Chattanooga State,L,7-1,7,1,6.0,win,20220320_10fd,0,0,0,,,,0,,,,,6.0,win,20220320_10fd,,,,0,0,,,,,0,2022,2021-22,div1,Motlow State,motlowstatecommunitycollege,griffinmeekerqkzx,Griffin Meeker
Mar 20,home,Chattanooga State,L,6-4,6,4,2.0,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2022,2021-22,div1,Motlow State,motlowstatecommunitycollege,griffinmeekerqkzx,Griffin Meeker
Mar 22,home,UT Southern,W,11-4,11,4,7.0,win,,,,,,,,,,,,,7.0,win,,,,,,,,,,,,2022,2021-22,div1,Motlow State,motlowstatecommunitycollege,griffinmeekerqkzx,Griffin Meeker
Mar 22,home,UT Southern,W,10-0,10,0,10.0,win,,,,,,,,,,,,,10.0,win,,,,,,,,,,,,2022,2021-22,div1,Motlow State,motlowstatecommunitycollege,griffinmeekerqkzx,Griffin Meeker
Apr 2,home,Roane State,W,13-4,13,4,9.0,win,,,,,,,,,,,,,9.0,win,,,,,,,,,,,,2022,2021-22,div1,Motlow State,motlowstatecommunitycollege,griffinmeekerqkzx,Griffin Meeker
Apr 2,home,Roane State,L,8-7,8,7,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2022,2021-22,div1,Motlow State,motlowstatecommunitycollege,griffinmeekerqkzx,Griffin Meeker
Apr 3,home,Roane State,L,14-11,14,11,3.0,win,20220403_qury,0,0,0,,,,0,,,,,3.0,win,20220403_qury,,,,0,0,,,,,0,2022,2021-22,div1,Motlow State,motlowstatecommunitycollege,griffinmeekerqkzx,Griffin Meeker
Apr 11,home,Cumberland,W,13-6,13,6,7.0,win,20220411_mttg,0,0,0,,,,0,,,,,7.0,win,20220411_mttg,,,,0,0,,,,,0,2022,2021-22,div1,Motlow State,motlowstatecommunitycollege,griffinmeekerqkzx,Griffin Meeker
Apr 11,home,Cumberland,W,7-3,7,3,4.0,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2022,2021-22,div1,Motlow State,motlowstatecommunitycollege,griffinmeekerqkzx,Griffin Meeker
Apr 20,home,BCA Post Grad,W,13-3,13,3,10.0,win,,,,,,,,,,,,,10.0,win,,,,,,,,,,,,2022,2021-22,div1,Motlow State,motlowstatecommunitycollege,griffinmeekerqkzx,Griffin Meeker
Apr 20,home,BCA Post Grad,W,10-0,10,0,10.0,win,20220420_38e1,0,0,0,,,,0,,,,,10.0,win,20220420_38e1,,,,0,0,,,,,0,2022,2021-22,div1,Motlow State,motlowstatecommunitycollege,griffinmeekerqkzx,Griffin Meeker
Apr 22,home,Jackson State,W,9-6,9,6,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2022,2021-22,div1,Motlow State,motlowstatecommunitycollege,griffinmeekerqkzx,Griffin Meeker
Apr 23,home,Jackson State,W,11-1,11,1,10.0,win,,,,,,,,,,,,,10.0,win,,,,,,,,,,,,2022,2021-22,div1,Motlow State,motlowstatecommunitycollege,griffinmeekerqkzx,Griffin Meeker
Apr 23,home,Jackson State,W,15-0,15,0,15.0,win,,,,,,,,,,,,,15.0,win,,,,,,,,,,,,2022,2021-22,div1,Motlow State,motlowstatecommunitycollege,griffinmeekerqkzx,Griffin Meeker
Apr 27,home,BCA Post Grad,W,10-0,10,0,10.0,win,,,,,,,,,,,,,10.0,win,,,,,,,,,,,,2022,2021-22,div1,Motlow State,motlowstatecommunitycollege,griffinmeekerqkzx,Griffin Meeker
Apr 27,home,BCA Post Grad,W,12-1,12,1,11.0,win,20220427_7nz6,0,0,0,,,,0,,,,,11.0,win,20220427_7nz6,,,,0,0,,,,,0,2022,2021-22,div1,Motlow State,motlowstatecommunitycollege,griffinmeekerqkzx,Griffin Meeker
Apr 29,home,Volunteer State,W,9-8,9,8,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2022,2021-22,div1,Motlow State,motlowstatecommunitycollege,griffinmeekerqkzx,Griffin Meeker
Apr 30,home,Volunteer State,W,13-7,13,7,6.0,win,20220430_m8sb,0,0,0,,,,0,,,,,6.0,win,20220430_m8sb,,,,0,0,,,,,0,2022,2021-22,div1,Motlow State,motlowstatecommunitycollege,griffinmeekerqkzx,Griffin Meeker
Apr 30,home,Volunteer State,W,9-7,9,7,2.0,win,20220430_ermo,0,0,0,,,,0,,,,,2.0,win,20220430_ermo,,,,0,0,,,,,0,2022,2021-22,div1,Motlow State,motlowstatecommunitycollege,griffinmeekerqkzx,Griffin Meeker
