date,location,opponent,result,score,team_score,opp_score,game_score_diff_x,game_win_loss_x,game_id_x,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,game_score_diff_y,game_win_loss_y,game_id_y,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 30,home,Coastal Bend,L,3-2,3,2,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2015,2014-15,div1,Laredo,laredocommunitycollege,timramon52qi,Tim Ramon
Jan 30,home,Coastal Bend,W,5-3,5,3,2.0,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2015,2014-15,div1,Laredo,laredocommunitycollege,timramon52qi,Tim Ramon
Jan 31,home,Coastal Bend,W,6-5,6,5,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2015,2014-15,div1,Laredo,laredocommunitycollege,timramon52qi,Tim Ramon
Jan 31,home,Coastal Bend,L,9-5,9,5,4.0,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2015,2014-15,div1,Laredo,laredocommunitycollege,timramon52qi,Tim Ramon
Feb 20,home,Alvin,L,5-3,5,3,2.0,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2015,2014-15,div1,Laredo,laredocommunitycollege,timramon52qi,Tim Ramon
Feb 21,home,Alvin,L,23-3,23,3,20.0,win,,,,,,,,,,,,,20.0,win,,,,,,,,,,,,2015,2014-15,div1,Laredo,laredocommunitycollege,timramon52qi,Tim Ramon
Feb 22,home,Alvin,L,26-16,26,16,10.0,win,,,,,,,,,,,,,10.0,win,,,,,,,,,,,,2015,2014-15,div1,Laredo,laredocommunitycollege,timramon52qi,Tim Ramon
Feb 22,home,Alvin,L,8-4,8,4,4.0,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2015,2014-15,div1,Laredo,laredocommunitycollege,timramon52qi,Tim Ramon
Feb 27,home,Wharton County,W,6-5,6,5,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2015,2014-15,div1,Laredo,laredocommunitycollege,timramon52qi,Tim Ramon
Feb 27,home,Wharton County,W,12-8,12,8,4.0,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2015,2014-15,div1,Laredo,laredocommunitycollege,timramon52qi,Tim Ramon
Feb 28,home,Wharton County,L,9-3,9,3,6.0,win,,,,,,,,,,,,,6.0,win,,,,,,,,,,,,2015,2014-15,div1,Laredo,laredocommunitycollege,timramon52qi,Tim Ramon
Feb 28,home,Wharton County,L,12-6,12,6,6.0,win,20150228_iexb,0,0,0,,,,0,,,,,6.0,win,20150228_iexb,,,,0,0,,,,,0,2015,2014-15,div1,Laredo,laredocommunitycollege,timramon52qi,Tim Ramon
Mar 6,home,San Jacinto,L,7-3,7,3,4.0,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2015,2014-15,div1,Laredo,laredocommunitycollege,timramon52qi,Tim Ramon
Mar 6,home,San Jacinto,L,9-2,9,2,7.0,win,,,,,,,,,,,,,7.0,win,,,,,,,,,,,,2015,2014-15,div1,Laredo,laredocommunitycollege,timramon52qi,Tim Ramon
Mar 7,home,San Jacinto,L,11-1,11,1,10.0,win,,,,,,,,,,,,,10.0,win,,,,,,,,,,,,2015,2014-15,div1,Laredo,laredocommunitycollege,timramon52qi,Tim Ramon
Mar 7,home,San Jacinto,L,13-9,13,9,4.0,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2015,2014-15,div1,Laredo,laredocommunitycollege,timramon52qi,Tim Ramon
Mar 20,home,Galveston,L,12-6,12,6,6.0,win,,,,,,,,,,,,,6.0,win,,,,,,,,,,,,2015,2014-15,div1,Laredo,laredocommunitycollege,timramon52qi,Tim Ramon
Mar 20,home,Galveston,L,6-1,6,1,5.0,win,,,,,,,,,,,,,5.0,win,,,,,,,,,,,,2015,2014-15,div1,Laredo,laredocommunitycollege,timramon52qi,Tim Ramon
Mar 21,home,Galveston,L,6-3,6,3,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2015,2014-15,div1,Laredo,laredocommunitycollege,timramon52qi,Tim Ramon
Mar 21,home,Galveston,L,10-0,10,0,10.0,win,,,,,,,,,,,,,10.0,win,,,,,,,,,,,,2015,2014-15,div1,Laredo,laredocommunitycollege,timramon52qi,Tim Ramon
Apr 24,home,Blinn,L,11-1,11,1,10.0,win,,,,,,,,,,,,,10.0,win,,,,,,,,,,,,2015,2014-15,div1,Laredo,laredocommunitycollege,timramon52qi,Tim Ramon
Apr 24,home,Blinn,L,9-4,9,4,5.0,win,,,,,,,,,,,,,5.0,win,,,,,,,,,,,,2015,2014-15,div1,Laredo,laredocommunitycollege,timramon52qi,Tim Ramon
Apr 25,home,Blinn,L,6-3,6,3,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2015,2014-15,div1,Laredo,laredocommunitycollege,timramon52qi,Tim Ramon
Apr 25,home,Blinn,L,3-0,3,0,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2015,2014-15,div1,Laredo,laredocommunitycollege,timramon52qi,Tim Ramon
Apr 29,home,Coastal Bend,L,7-2,7,2,5.0,win,,,,,,,,,,,,,5.0,win,,,,,,,,,,,,2015,2014-15,div1,Laredo,laredocommunitycollege,timramon52qi,Tim Ramon
Apr 29,home,Coastal Bend,L,6-1,6,1,5.0,win,,,,,,,,,,,,,5.0,win,,,,,,,,,,,,2015,2014-15,div1,Laredo,laredocommunitycollege,timramon52qi,Tim Ramon
