date,location,opponent,result,score,team_score,opp_score,game_score_diff_x,game_win_loss_x,game_id_x,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,game_score_diff_y,game_win_loss_y,game_id_y,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 18,home,Seminole State (OK),L,9-8,9,8,1,win,20140218_fom0,2,1,1,1,,,2,1,1,,,1.0,win,20140218_fom0,,1,,2,1,,,,,4,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,cjfaddisoqxj,C.J Faddis
Feb 18,home,Seminole State (OK),L,7-5,7,5,2,win,20140218_9lut,3,0,1,,,,0,,1,,,2.0,win,20140218_9lut,,,,1,0,,,,,3,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,cjfaddisoqxj,C.J Faddis
Feb 28,home,Labette,W,9-3,9,3,6,win,20140228_3lto,3,1,2,,,,0,,,2,,6.0,win,20140228_3lto,,,,2,0,,,,,3,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,cjfaddisoqxj,C.J Faddis
Feb 28,home,Labette,W,3-0,3,0,3,win,20140228_21kl,3,0,0,,,,0,,,,,3.0,win,20140228_21kl,,,,0,0,,,,,3,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,cjfaddisoqxj,C.J Faddis
Mar 7,home,Highland (KS),W,8-7,8,7,1,win,20140307_huwn,3,2,2,,,,0,1,,,,1.0,win,20140307_huwn,,,,2,0,,,,,4,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,cjfaddisoqxj,C.J Faddis
Mar 7,home,Highland (KS),W,5-1,5,1,4,win,20140307_jcxo,2,1,1,,,,1,1,1,1,,4.0,win,20140307_jcxo,,,,1,0,,,,,3,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,cjfaddisoqxj,C.J Faddis
Mar 12,home,Crowder,W,7-4,7,4,3,win,20140312_rgld,4,1,0,,,,0,1,1,,,3.0,win,20140312_rgld,,,,0,0,,,,,5,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,cjfaddisoqxj,C.J Faddis
Mar 13,home,Allen County,W,14-9,14,9,5,win,20140313_9uv4,4,2,2,,,,1,1,,2,,5.0,win,20140313_9uv4,,,,2,0,,,,,5,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,cjfaddisoqxj,C.J Faddis
Mar 13,home,Allen County,W,14-8,14,8,6,win,20140313_8c1h,5,2,0,,,,0,1,1,1,,6.0,win,20140313_8c1h,,,,0,0,,,,,6,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,cjfaddisoqxj,C.J Faddis
Mar 20,home,Fort Scott,W,7-4,7,4,3,win,20140320_biws,3,2,2,,,,0,,,1,,3.0,win,20140320_biws,,,,2,0,,,,,3,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,cjfaddisoqxj,C.J Faddis
Mar 20,home,Fort Scott,W,17-7,17,7,10,win,20140320_243d,4,2,2,,,,0,,1,,,10.0,win,20140320_243d,,,,2,0,,,,,4,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,cjfaddisoqxj,C.J Faddis
Mar 25,home,Butler,W,8-6,8,6,2,win,20140325_53hy,4,0,1,,,,1,,1,,,2.0,win,20140325_53hy,,,,1,0,,,,,4,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,cjfaddisoqxj,C.J Faddis
Mar 29,home,Kansas City Kansas,L,6-1,6,1,5,win,20140329_f82s,2,0,1,,,,0,1,,1,,5.0,win,20140329_f82s,,,1,1,0,,,,,4,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,cjfaddisoqxj,C.J Faddis
Mar 29,home,Kansas City Kansas,L,6-4,6,4,2,win,20140329_9xyi,3,1,1,,,,0,1,,,,2.0,win,20140329_9xyi,,,,1,0,,,,,4,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,cjfaddisoqxj,C.J Faddis
Apr 1,home,Connors State,W,10-5,10,5,5,win,20140401_97hn,3,2,1,,,,0,1,,,,5.0,win,20140401_97hn,,,,1,0,,,,,4,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,cjfaddisoqxj,C.J Faddis
