date,location,opponent,result,score,team_score,opp_score,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Mar 5,home,vs. BSE Academy,W,10-3,10,10,,,,,,,,,,,,,,,,,,,,,,2015,2014-15,div1,Hagerstown,hagerstowncommunitycollege,lukelinglellnr,Luke Lingle
Mar 6,home,vs. Kishwaukee,L,6-5,6,6,,,,,,,,,,,,,,,,,,,,,,2015,2014-15,div1,Hagerstown,hagerstowncommunitycollege,lukelinglellnr,Luke Lingle
Mar 6,home,vs. Kishwaukee,L,2-0,2,2,,,,,,,,,,,,,,,,,,,,,,2015,2014-15,div1,Hagerstown,hagerstowncommunitycollege,lukelinglellnr,Luke Lingle
Mar 7,home,vs. Kishwaukee,W,10-5,10,10,,,,,,,,,,,,,,,,,,,,,,2015,2014-15,div1,Hagerstown,hagerstowncommunitycollege,lukelinglellnr,Luke Lingle
Mar 8,home,vs. Parkland,W,6-3,6,6,,,,,,,,,,,,,,,,,,,,,,2015,2014-15,div1,Hagerstown,hagerstowncommunitycollege,lukelinglellnr,Luke Lingle
Mar 9,home,vs. Rock Valley,W,11-5,11,11,,,,,,,,,,,,,,,,,,,,,,2015,2014-15,div1,Hagerstown,hagerstowncommunitycollege,lukelinglellnr,Luke Lingle
Mar 10,home,vs. Rochester College,W,7-5,7,7,,,,,,,,,,,,,,,,,,,,,,2015,2014-15,div1,Hagerstown,hagerstowncommunitycollege,lukelinglellnr,Luke Lingle
Mar 10,home,vs. Canadian Baseball Academy,W,7-4,7,7,,,,,,,,,,,,,,,,,,,,,,2015,2014-15,div1,Hagerstown,hagerstowncommunitycollege,lukelinglellnr,Luke Lingle
Mar 11,home,vs. Canadian Baseball Academy,L,4-1,4,4,,,,,,,,,,,,,,,,,,,,,,2015,2014-15,div1,Hagerstown,hagerstowncommunitycollege,lukelinglellnr,Luke Lingle
Mar 11,home,vs. Northwestern / St Paul,W,11-3,11,11,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2015,2014-15,div1,Hagerstown,hagerstowncommunitycollege,lukelinglellnr,Luke Lingle
Mar 14,home,Mercyhurst North East,,,,,,,,,,,,,,,,,,,,,,,,,,2015,2014-15,div1,Hagerstown,hagerstowncommunitycollege,lukelinglellnr,Luke Lingle
Mar 14,home,Mercyhurst North East,,,,,,,,,,,,,,,,,,,,,,,,,,2015,2014-15,div1,Hagerstown,hagerstowncommunitycollege,lukelinglellnr,Luke Lingle
Mar 14,home,Mercyhurst North East,,,,,,,,,,,,,,,,,,,,,,,,,,2015,2014-15,div1,Hagerstown,hagerstowncommunitycollege,lukelinglellnr,Luke Lingle
Mar 14,home,Mercyhurst North East,,,,,,,,,,,,,,,,,,,,,,,,,,2015,2014-15,div1,Hagerstown,hagerstowncommunitycollege,lukelinglellnr,Luke Lingle
Mar 15,home,Mercyhurst North East,,,,,,,,,,,,,,,,,,,,,,,,,,2015,2014-15,div1,Hagerstown,hagerstowncommunitycollege,lukelinglellnr,Luke Lingle
Mar 18,home,Potomac State,L,7-0,7,7,,,,,,,,,,,,,,,,,,,,,,2015,2014-15,div1,Hagerstown,hagerstowncommunitycollege,lukelinglellnr,Luke Lingle
Mar 19,home,Frederick,L,15-1,15,15,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2015,2014-15,div1,Hagerstown,hagerstowncommunitycollege,lukelinglellnr,Luke Lingle
Mar 21,home,Anne Arundel,W,7-4,7,7,,,,,,,,,,,,,,,,,,,,,,2015,2014-15,div1,Hagerstown,hagerstowncommunitycollege,lukelinglellnr,Luke Lingle
