date,location,opponent,result,score,team_score,opp_score,game_score_diff_x,game_win_loss_x,game_id_x,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,game_score_diff_y,game_win_loss_y,game_id_y,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 27,home,Miami Dade,L,10-6,10,6,4.0,win,20170127_owjw,4,1,0,,,,1,,,,,4.0,win,20170127_owjw,1,,,0,0,,,,,5,2017,2016-17,div1,Pensacola State,pensacolastatecollege,buckymcglamryaboh,Bucky McGlamry
Jan 28,home,Broward,W,15-8,15,8,7.0,win,20170128_fwnl,4,0,0,,,,1,1,1,,,7.0,win,20170128_fwnl,,,,0,0,,,,,5,2017,2016-17,div1,Pensacola State,pensacolastatecollege,buckymcglamryaboh,Bucky McGlamry
Jan 28,home,South Florida State,L,6-3,6,3,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2017,2016-17,div1,Pensacola State,pensacolastatecollege,buckymcglamryaboh,Bucky McGlamry
Feb 3,home,St. Petersburg,L,16-5,16,5,11.0,win,20170203_gs3b,4,2,1,,,,0,1,,1,,11.0,win,20170203_gs3b,,,,1,0,,,,,5,2017,2016-17,div1,Pensacola State,pensacolastatecollege,buckymcglamryaboh,Bucky McGlamry
Feb 4,home,St. Petersburg,L,6-1,6,1,5.0,win,20170204_edfk,3,0,0,,,,0,,2,,,5.0,win,20170204_edfk,,,,0,0,,,,,3,2017,2016-17,div1,Pensacola State,pensacolastatecollege,buckymcglamryaboh,Bucky McGlamry
Feb 4,home,St. Petersburg,W,6-1,6,1,5.0,win,20170204_7vdj,3,2,2,1,,,1,,,1,,5.0,win,20170204_7vdj,,,,3,1,,,,,3,2017,2016-17,div1,Pensacola State,pensacolastatecollege,buckymcglamryaboh,Bucky McGlamry
Feb 8,home,Coastal Alabama - Brewton,W,9-2,9,2,7.0,win,20170208_6dn5,4,1,1,,,,1,1,1,,,7.0,win,20170208_6dn5,,,,1,0,,,,,5,2017,2016-17,div1,Pensacola State,pensacolastatecollege,buckymcglamryaboh,Bucky McGlamry
Feb 10,home,Santa Fe,L,9-4,9,4,5.0,win,20170210_ost7,4,1,1,,,,0,1,2,,,5.0,win,20170210_ost7,,,,1,0,,,,,5,2017,2016-17,div1,Pensacola State,pensacolastatecollege,buckymcglamryaboh,Bucky McGlamry
Feb 11,home,Florida State Jacksonville,L,3-2,3,2,1.0,win,20170211_5vxb,5,1,2,,,,0,,1,2,,1.0,win,20170211_5vxb,,,,2,0,,,,,5,2017,2016-17,div1,Pensacola State,pensacolastatecollege,buckymcglamryaboh,Bucky McGlamry
Feb 11,home,Florida State Jacksonville,L,7-5,7,5,2.0,win,20170211_2xsl,4,2,2,,,,1,,2,1,,2.0,win,20170211_2xsl,,,,2,0,,,,,4,2017,2016-17,div1,Pensacola State,pensacolastatecollege,buckymcglamryaboh,Bucky McGlamry
Feb 13,home,Coastal Alabama - Bay Minette,L,7-5,7,5,2.0,win,20170213_zy3t,4,1,1,,,,0,,2,,,2.0,win,20170213_zy3t,,,,1,0,,,,,4,2017,2016-17,div1,Pensacola State,pensacolastatecollege,buckymcglamryaboh,Bucky McGlamry
Feb 16,home,Delgado,L,7-5,7,5,2.0,win,20170216_6e05,3,1,0,,,,0,1,2,1,,2.0,win,20170216_6e05,,,,0,0,,,,,4,2017,2016-17,div1,Pensacola State,pensacolastatecollege,buckymcglamryaboh,Bucky McGlamry
Feb 18,home,Saint Joseph's College,W,8-2,8,2,6.0,win,20170218_29b5,3,0,1,1,,,2,1,1,,,6.0,win,20170218_29b5,,,,2,1,,,,,4,2017,2016-17,div1,Pensacola State,pensacolastatecollege,buckymcglamryaboh,Bucky McGlamry
Feb 18,home,Delgado,W,12-8,12,8,4.0,win,20170218_57dn,1,1,1,,,,0,2,,,,4.0,win,20170218_57dn,,,,1,0,,,,,3,2017,2016-17,div1,Pensacola State,pensacolastatecollege,buckymcglamryaboh,Bucky McGlamry
Feb 22,home,Coastal Alabama - Brewton,T,0-0,0,0,0.0,tie,,,,,,,,,,,,,0.0,tie,,,,,,,,,,,,2017,2016-17,div1,Pensacola State,pensacolastatecollege,buckymcglamryaboh,Bucky McGlamry
Feb 25,home,Coastal Alabama - Bay Minette,W,6-2,6,2,4.0,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2017,2016-17,div1,Pensacola State,pensacolastatecollege,buckymcglamryaboh,Bucky McGlamry
Feb 26,home,Mineral Area,L,6-3,6,3,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2017,2016-17,div1,Pensacola State,pensacolastatecollege,buckymcglamryaboh,Bucky McGlamry
Feb 26,home,Mineral Area,L,7-2,7,2,5.0,win,,,,,,,,,,,,,5.0,win,,,,,,,,,,,,2017,2016-17,div1,Pensacola State,pensacolastatecollege,buckymcglamryaboh,Bucky McGlamry
Mar 3,home,Pearl River,L,10-2,10,2,8.0,win,,,,,,,,,,,,,8.0,win,,,,,,,,,,,,2017,2016-17,div1,Pensacola State,pensacolastatecollege,buckymcglamryaboh,Bucky McGlamry
Mar 3,home,Pearl River,L,6-3,6,3,3.0,win,20170303_zd7k,4,0,2,1,,,0,,1,1,,3.0,win,20170303_zd7k,,,,3,1,,,,,4,2017,2016-17,div1,Pensacola State,pensacolastatecollege,buckymcglamryaboh,Bucky McGlamry
Mar 7,home,Grand Rapids,W,7-1,7,1,6.0,win,20170307_br1x,3,1,1,1,,,0,,1,,,6.0,win,20170307_br1x,1,,,2,1,,,,,4,2017,2016-17,div1,Pensacola State,pensacolastatecollege,buckymcglamryaboh,Bucky McGlamry
Mar 7,home,Grand Rapids,W,2-1,2,1,1.0,win,20170307_3pir,4,0,1,,,,1,,2,1,,1.0,win,20170307_3pir,,,,1,0,,1,,,4,2017,2016-17,div1,Pensacola State,pensacolastatecollege,buckymcglamryaboh,Bucky McGlamry
Mar 8,home,Grand Rapids,W,7-5,7,5,2.0,win,20170308_rokc,3,2,2,,,,2,1,,1,,2.0,win,20170308_rokc,,,,2,0,,1,,,4,2017,2016-17,div1,Pensacola State,pensacolastatecollege,buckymcglamryaboh,Bucky McGlamry
Mar 8,home,Grand Rapids,W,7-1,7,1,6.0,win,20170308_zm9m,3,2,1,,,,0,1,,1,,6.0,win,20170308_zm9m,,,,1,0,,1,1,1.00,4,2017,2016-17,div1,Pensacola State,pensacolastatecollege,buckymcglamryaboh,Bucky McGlamry
Mar 11,home,Delgado,W,5-3,5,3,2.0,win,20170311_inhd,4,0,1,1,,,1,,1,,,2.0,win,20170311_inhd,,,,2,1,,,,,4,2017,2016-17,div1,Pensacola State,pensacolastatecollege,buckymcglamryaboh,Bucky McGlamry
Mar 11,home,Delgado,L,5-2,5,2,3.0,win,20170311_m76e,4,0,0,,,,0,,1,,,3.0,win,20170311_m76e,,,,0,0,,,,,4,2017,2016-17,div1,Pensacola State,pensacolastatecollege,buckymcglamryaboh,Bucky McGlamry
Mar 14,home,Chipola,L,8-0,8,0,8.0,win,20170314_kz6p,3,0,1,,,,0,,2,,,8.0,win,20170314_kz6p,,,,1,0,,,,,3,2017,2016-17,div1,Pensacola State,pensacolastatecollege,buckymcglamryaboh,Bucky McGlamry
Mar 16,home,Chipola,L,10-0,10,0,10.0,win,20170316_mj21,3,0,1,,,,0,,1,,,10.0,win,20170316_mj21,,,,1,0,,,,,3,2017,2016-17,div1,Pensacola State,pensacolastatecollege,buckymcglamryaboh,Bucky McGlamry
Mar 18,home,Chipola,L,6-4,6,4,2.0,win,20170318_157e,4,0,0,,,,0,,2,,,2.0,win,20170318_157e,,,,0,0,,,,,4,2017,2016-17,div1,Pensacola State,pensacolastatecollege,buckymcglamryaboh,Bucky McGlamry
Mar 18,home,Chipola,L,5-4,5,4,1.0,win,20170318_v2fv,2,0,0,,,,0,1,2,,,1.0,win,20170318_v2fv,1,,,0,0,,,,,4,2017,2016-17,div1,Pensacola State,pensacolastatecollege,buckymcglamryaboh,Bucky McGlamry
Mar 21,home,Tallahassee,L,10-5,10,5,5.0,win,20170321_1ad0,3,2,2,,,,0,2,1,1,,5.0,win,20170321_1ad0,,,,2,0,,,,,5,2017,2016-17,div1,Pensacola State,pensacolastatecollege,buckymcglamryaboh,Bucky McGlamry
Mar 23,home,Tallahassee,L,10-0,10,0,10.0,win,20170323_om6k,3,0,0,,,,0,,,,,10.0,win,20170323_om6k,,,,0,0,,,,,3,2017,2016-17,div1,Pensacola State,pensacolastatecollege,buckymcglamryaboh,Bucky McGlamry
Mar 25,home,Tallahassee,L,6-5,6,5,1.0,win,20170325_b440,3,0,0,,,,0,1,,,,1.0,win,20170325_b440,,,,0,0,1,,,,4,2017,2016-17,div1,Pensacola State,pensacolastatecollege,buckymcglamryaboh,Bucky McGlamry
Mar 25,home,Tallahassee,W,4-3,4,3,1.0,win,20170325_t92f,3,1,1,,,,0,,,,,1.0,win,20170325_t92f,,,1,1,0,,,,,4,2017,2016-17,div1,Pensacola State,pensacolastatecollege,buckymcglamryaboh,Bucky McGlamry
Mar 28,home,Northwest Florida State,L,4-1,4,1,3.0,win,20170328_wf5d,5,0,1,,,,0,,,,,3.0,win,20170328_wf5d,,,,1,0,,,,,5,2017,2016-17,div1,Pensacola State,pensacolastatecollege,buckymcglamryaboh,Bucky McGlamry
Mar 31,home,Northwest Florida State,L,4-0,4,0,4.0,win,20170331_kk1v,4,0,0,,,,0,,2,,,4.0,win,20170331_kk1v,,,,0,0,,,,,4,2017,2016-17,div1,Pensacola State,pensacolastatecollege,buckymcglamryaboh,Bucky McGlamry
Apr 1,home,Northwest Florida State,L,6-3,6,3,3.0,win,20170401_b1vo,4,1,2,,,,1,,1,,,3.0,win,20170401_b1vo,,,,2,0,,,,,4,2017,2016-17,div1,Pensacola State,pensacolastatecollege,buckymcglamryaboh,Bucky McGlamry
Apr 1,home,Northwest Florida State,L,6-4,6,4,2.0,win,20170401_arcg,3,2,0,,,,0,1,1,1,,2.0,win,20170401_arcg,,,,0,0,,,,,4,2017,2016-17,div1,Pensacola State,pensacolastatecollege,buckymcglamryaboh,Bucky McGlamry
