date,location,opponent,result,score,team_score,opp_score,game_score_diff_x,game_win_loss_x,game_id_x,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,game_score_diff_y,game_win_loss_y,game_id_y,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Sep 11,home,Spartan PostGrad,,,,,,,,,,,,,,,,,,,5.0,win,,,,,,,,,,,,2022,2021-22,div1,Angelina,angelinacollege,landonroqueex7o,Landon Roque
Sep 18,home,United Baseball,,,,,,,,,,,,,,,,,,,5.0,win,,,,,,,,,,,,2022,2021-22,div1,Angelina,angelinacollege,landonroqueex7o,Landon Roque
Oct 5,home,Stephen F. Austin University,,,,,,,,,,,,,,,,,,,5.0,win,,,,,,,,,,,,2022,2021-22,div1,Angelina,angelinacollege,landonroqueex7o,Landon Roque
Oct 16,home,Wiley College,,,,,,,,,,,,,,,,,,,5.0,win,,,,,,,,,,,,2022,2021-22,div1,Angelina,angelinacollege,landonroqueex7o,Landon Roque
Jan 28,home,Galveston,W,7-4,7,4,3,win,20220128_rn62,3,0,2,1,,,3,,,,,3.0,win,20220128_rn62,,,,3,1,,,,,3,2022,2021-22,div1,Angelina,angelinacollege,landonroqueex7o,Landon Roque
Jan 28,home,Galveston,L,6-2,6,2,4,win,20220128_akh8,2,1,1,,,,0,1,1,,,4.0,win,20220128_akh8,,,,1,0,,,,,3,2022,2021-22,div1,Angelina,angelinacollege,landonroqueex7o,Landon Roque
Feb 2,home,Alvin,L,11-8,11,8,3,win,20220202_315x,5,1,1,,,,0,,,1,,3.0,win,20220202_315x,,,,1,0,,,,,5,2022,2021-22,div1,Angelina,angelinacollege,landonroqueex7o,Landon Roque
Feb 11,home,TCS Postgrad,W,10-1,10,1,9,win,20220211_2zyz,3,1,1,,,,0,1,,1,,9.0,win,20220211_2zyz,,,,1,0,,,,,4,2022,2021-22,div1,Angelina,angelinacollege,landonroqueex7o,Landon Roque
Feb 11,home,TCS Postgrad,W,6-3,6,3,3,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2022,2021-22,div1,Angelina,angelinacollege,landonroqueex7o,Landon Roque
Feb 15,home,Blinn,W,12-2,12,2,10,win,20220215_ge78,2,2,1,,,,1,1,,,,10.0,win,20220215_ge78,,,,1,0,,,,,3,2022,2021-22,div1,Angelina,angelinacollege,landonroqueex7o,Landon Roque
Feb 15,home,Blinn,W,6-5,6,5,1,win,20220215_ali9,3,0,1,,,,1,,,,,1.0,win,20220215_ali9,,,,1,0,,,,,3,2022,2021-22,div1,Angelina,angelinacollege,landonroqueex7o,Landon Roque
Feb 22,home,Navarro,W,10-9,10,9,1,win,20220222_svv7,3,1,0,,,,0,1,3,,,1.0,win,20220222_svv7,,,,0,0,,,,,4,2022,2021-22,div1,Angelina,angelinacollege,landonroqueex7o,Landon Roque
Feb 22,home,Navarro,W,10-9,10,9,1,win,20220222_svv7,3,1,0,,,,0,1,3,,,1.0,win,20220222_b3a8,,1,,8,2,,,,,4,2022,2021-22,div1,Angelina,angelinacollege,landonroqueex7o,Landon Roque
Feb 22,home,Navarro,W,10-9,10,9,1,win,20220222_b3a8,3,2,2,,,2,4,,,,,1.0,win,20220222_svv7,,,,0,0,,,,,4,2022,2021-22,div1,Angelina,angelinacollege,landonroqueex7o,Landon Roque
Feb 22,home,Navarro,W,10-9,10,9,1,win,20220222_b3a8,3,2,2,,,2,4,,,,,1.0,win,20220222_b3a8,,1,,8,2,,,,,4,2022,2021-22,div1,Angelina,angelinacollege,landonroqueex7o,Landon Roque
Mar 5,home,Panola,W,2-1,2,1,1,win,20220305_sgre,2,0,0,,,,0,,1,,,1.0,win,20220305_sgre,1,,,0,0,,,,,3,2022,2021-22,div1,Angelina,angelinacollege,landonroqueex7o,Landon Roque
Mar 5,home,Panola,L,14-9,14,9,5,win,20220305_9w9n,4,4,3,2,,,0,1,,1,,5.0,win,20220305_9w9n,,,,5,2,,,,,5,2022,2021-22,div1,Angelina,angelinacollege,landonroqueex7o,Landon Roque
Mar 14,home,Joliet,L,4-2,4,2,2,win,20220314_pmmo,3,0,0,,,,0,1,2,,,2.0,win,20220314_pmmo,,,,0,0,,,,,4,2022,2021-22,div1,Angelina,angelinacollege,landonroqueex7o,Landon Roque
Mar 16,home,Paris,W,8-6,8,6,2,win,20220316_474c,4,1,1,,,,0,,,,,2.0,win,20220316_474c,,,,1,0,,,,,4,2022,2021-22,div1,Angelina,angelinacollege,landonroqueex7o,Landon Roque
Mar 16,home,Paris,W,8-5,8,5,3,win,20220316_f3b4,3,1,0,,,,0,,,,,3.0,win,20220316_f3b4,,,,0,0,,,,,3,2022,2021-22,div1,Angelina,angelinacollege,landonroqueex7o,Landon Roque
Mar 26,home,Tyler,L,4-3,4,3,1,win,20220326_9d5n,4,0,0,,,,0,,3,,,1.0,win,20220326_9d5n,,,,0,0,,,,,4,2022,2021-22,div1,Angelina,angelinacollege,landonroqueex7o,Landon Roque
Mar 26,home,Tyler,L,12-4,12,4,8,win,20220326_x2nj,3,1,0,,,,0,1,1,,,8.0,win,20220326_x2nj,,,,0,0,,,,,4,2022,2021-22,div1,Angelina,angelinacollege,landonroqueex7o,Landon Roque
Apr 2,home,Northeast Texas,W,5-4,5,4,1,win,20220402_1t7d,3,0,0,,,,1,,,,,1.0,win,20220402_1t7d,,,,0,0,,,,,3,2022,2021-22,div1,Angelina,angelinacollege,landonroqueex7o,Landon Roque
Apr 2,home,Northeast Texas,L,14-10,14,10,4,win,20220402_mfhd,2,0,0,,,,0,1,2,,,4.0,win,20220402_mfhd,,,,0,0,,,,,3,2022,2021-22,div1,Angelina,angelinacollege,landonroqueex7o,Landon Roque
Apr 12,home,Navarro,W,2-1,2,1,1,win,20220412_r8uc,2,0,0,,,,0,,1,,,1.0,win,20220412_r8uc,,,,0,0,,,,,2,2022,2021-22,div1,Angelina,angelinacollege,landonroqueex7o,Landon Roque
Apr 12,home,Navarro,W,5-4,5,4,1,win,20220412_1192,4,0,1,,,,0,,1,,,1.0,win,20220412_1192,,,,1,0,,,,,4,2022,2021-22,div1,Angelina,angelinacollege,landonroqueex7o,Landon Roque
Apr 15,home,Bossier Parish,L,7-2,7,2,5,win,20220415_i5n9,3,1,1,1,,,0,,1,,,5.0,win,20220415_i5n9,,,,2,1,,,,,3,2022,2021-22,div1,Angelina,angelinacollege,landonroqueex7o,Landon Roque
Apr 15,home,Bossier Parish,L,8-7,8,7,1,win,20220415_v90n,5,1,2,,,1,3,,1,,,1.0,win,20220415_v90n,,,,5,1,,,,,5,2022,2021-22,div1,Angelina,angelinacollege,landonroqueex7o,Landon Roque
Apr 23,home,Panola,L,14-13,14,13,1,win,20220423_c3l8,1,0,1,,,,1,,,,,1.0,win,20220423_c3l8,,,,1,0,,,,,1,2022,2021-22,div1,Angelina,angelinacollege,landonroqueex7o,Landon Roque
Apr 23,home,Panola,W,12-2,12,2,10,win,20220423_63yk,4,0,2,,,,3,,1,,,10.0,win,20220423_63yk,,,,2,0,,,,,4,2022,2021-22,div1,Angelina,angelinacollege,landonroqueex7o,Landon Roque
May 2,home,Temple,L,13-8,13,8,5,win,20220502_sbhp,1,1,0,,,,0,2,1,,,5.0,win,20220502_sbhp,1,,,0,0,,,,,4,2022,2021-22,div1,Angelina,angelinacollege,landonroqueex7o,Landon Roque
