date,location,opponent,result,score,team_score,opp_score,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 24,away,Eastern Florida State,W,8-2,8,8,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2020,2019-20,div1,St. Johns River State,stjohnsriverstatecollege,jacksonspillerjxtg,Jackson Spiller
Jan 25,home,Eastern Florida State,W,3-2,3,3,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,St. Johns River State,stjohnsriverstatecollege,jacksonspillerjxtg,Jackson Spiller
Jan 28,home,Ed Waters,W,12-1,12,12,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,St. Johns River State,stjohnsriverstatecollege,jacksonspillerjxtg,Jackson Spiller
Jan 30,away,Abraham Baldwin,W,5-3,5,5,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,St. Johns River State,stjohnsriverstatecollege,jacksonspillerjxtg,Jackson Spiller
Jan 30,away,Abraham Baldwin,W,5-1,5,5,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2020,2019-20,div1,St. Johns River State,stjohnsriverstatecollege,jacksonspillerjxtg,Jackson Spiller
Feb 2,home,Abraham Baldwin,W,9-1,9,9,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,St. Johns River State,stjohnsriverstatecollege,jacksonspillerjxtg,Jackson Spiller
Feb 2,home,Abraham Baldwin,W,11-2,11,11,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,St. Johns River State,stjohnsriverstatecollege,jacksonspillerjxtg,Jackson Spiller
Feb 4,home,Ed Waters,W,25-2,25,25,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,St. Johns River State,stjohnsriverstatecollege,jacksonspillerjxtg,Jackson Spiller
Feb 7,home,vs. Gordon State,W,7-1,7,7,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2020,2019-20,div1,St. Johns River State,stjohnsriverstatecollege,jacksonspillerjxtg,Jackson Spiller
Feb 7,away,Gulf Coast State,L,5-0,5,5,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,St. Johns River State,stjohnsriverstatecollege,jacksonspillerjxtg,Jackson Spiller
Feb 8,home,vs. Andrew,L,4-1,4,4,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,St. Johns River State,stjohnsriverstatecollege,jacksonspillerjxtg,Jackson Spiller
Feb 8,home,vs. Chattahoochee Valley,W,2-1,2,2,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,St. Johns River State,stjohnsriverstatecollege,jacksonspillerjxtg,Jackson Spiller
Feb 11,home,Polk State,W,8-3,8,8,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,St. Johns River State,stjohnsriverstatecollege,jacksonspillerjxtg,Jackson Spiller
Feb 13,home,Northwest Florida State,L,9-1,9,9,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2020,2019-20,div1,St. Johns River State,stjohnsriverstatecollege,jacksonspillerjxtg,Jackson Spiller
Feb 14,home,Miami Dade,L,7-4,7,7,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,St. Johns River State,stjohnsriverstatecollege,jacksonspillerjxtg,Jackson Spiller
Feb 15,home,Florida SouthWestern State,L,8-6,8,8,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,St. Johns River State,stjohnsriverstatecollege,jacksonspillerjxtg,Jackson Spiller
Feb 15,home,Gulf Coast State,L,5-0,5,5,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,St. Johns River State,stjohnsriverstatecollege,jacksonspillerjxtg,Jackson Spiller
Feb 18,away,Polk State,L,9-0,9,9,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,St. Johns River State,stjohnsriverstatecollege,jacksonspillerjxtg,Jackson Spiller
