date,location,opponent,result,score,team_score,opp_score,game_score_diff_x,game_win_loss_x,game_id_x,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,game_score_diff_y,game_win_loss_y,game_id_y,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 20,home,Cowley,L,9-2,9,2,7.0,win,,,,,,,,,,,,,7.0,win,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,ryleeboydw1yh,Rylee Boyd
Feb 28,home,Metropolitan,W,3-1,3,1,2.0,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,ryleeboydw1yh,Rylee Boyd
Feb 28,home,Metropolitan,W,3-2,3,2,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,ryleeboydw1yh,Rylee Boyd
Mar 4,home,Carl Albert State,L,5-2,5,2,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,ryleeboydw1yh,Rylee Boyd
Mar 5,home,Carl Albert State,L,6-2,6,2,4.0,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,ryleeboydw1yh,Rylee Boyd
Mar 5,home,Carl Albert State,W,9-0,9,0,9.0,win,,,,,,,,,,,,,9.0,win,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,ryleeboydw1yh,Rylee Boyd
Mar 13,home,Seminole State (OK),W,10-7,10,7,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,ryleeboydw1yh,Rylee Boyd
Mar 17,home,Connors State,L,13-4,13,4,9.0,win,,,,,,,,,,,,,9.0,win,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,ryleeboydw1yh,Rylee Boyd
Mar 25,home,Eastern Oklahoma State,L,9-3,9,3,6.0,win,,,,,,,,,,,,,6.0,win,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,ryleeboydw1yh,Rylee Boyd
Mar 26,home,Eastern Oklahoma State,L,3-2,3,2,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,ryleeboydw1yh,Rylee Boyd
Mar 26,home,Eastern Oklahoma State,L,17-11,17,11,6.0,win,,,,,,,,,,,,,6.0,win,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,ryleeboydw1yh,Rylee Boyd
Mar 29,home,Evangel College,W,11-1,11,1,10.0,win,20220329_y3mp,0,0,0,,,,0,,,,,10.0,win,20220329_y3mp,,,,0,0,,,,,0,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,ryleeboydw1yh,Rylee Boyd
Mar 29,home,Evangel College,W,12-2,12,2,10.0,win,,,,,,,,,,,,,10.0,win,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,ryleeboydw1yh,Rylee Boyd
Apr 1,home,Rose State,W,7-6,7,6,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,ryleeboydw1yh,Rylee Boyd
Apr 2,home,Rose State,W,9-6,9,6,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,ryleeboydw1yh,Rylee Boyd
Apr 2,home,Rose State,W,11-3,11,3,8.0,win,,,,,,,,,,,,,8.0,win,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,ryleeboydw1yh,Rylee Boyd
Apr 23,home,Connors State,L,13-3,13,3,10.0,win,,,,,,,,,,,,,10.0,win,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,ryleeboydw1yh,Rylee Boyd
Apr 23,home,Connors State,L,12-1,12,1,11.0,win,,,,,,,,,,,,,11.0,win,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,ryleeboydw1yh,Rylee Boyd
