date,location,opponent,result,score,team_score,opp_score,game_score_diff_x,game_win_loss_x,game_id_x,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,game_score_diff_y,game_win_loss_y,game_id_y,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 12,home,Mississippi Delta,L,4-1,4,1,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,neilwilliams9lgk,Neil Williams
Mar 4,home,Lakeland,W,6-0,6,0,6.0,win,,,,,,,,,,,,,6.0,win,,,,,,,,,,,,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,neilwilliams9lgk,Neil Williams
Mar 7,home,Lindenwood-Belleville JV,W,4-3,4,3,1.0,win,20160307_k4pa,0,1,0,0,0,0,0,0,0,0,0,1.0,win,20160307_k4pa,0,0,0,0,0,,0,,,0,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,neilwilliams9lgk,Neil Williams
Mar 17,home,Wabash Valley,L,12-1,12,1,11.0,win,20160317_wblf,1,0,0,,,,0,,,,,11.0,win,20160317_wblf,,,,0,0,,,,,1,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,neilwilliams9lgk,Neil Williams
Mar 25,home,John A. Logan,L,3-1,3,1,2.0,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,neilwilliams9lgk,Neil Williams
Mar 25,home,John A. Logan,W,3-2,3,2,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,neilwilliams9lgk,Neil Williams
Mar 29,home,Lake Land,W,8-7,8,7,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,neilwilliams9lgk,Neil Williams
Apr 1,home,Shawnee,W,17-7,17,7,10.0,win,20160401_jdd6,3,0,3,,,,1,,,,,10.0,win,20160401_jdd6,,,,3,0,,,,,3,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,neilwilliams9lgk,Neil Williams
Apr 7,home,Olney Central,L,24-6,24,6,18.0,win,20160407_geol,1,0,0,,,,0,,,,,18.0,win,20160407_geol,,,,0,0,,,,,1,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,neilwilliams9lgk,Neil Williams
Apr 16,home,Southwestern Illinois,W,8-7,8,7,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,neilwilliams9lgk,Neil Williams
Apr 16,home,Southwestern Illinois,L,6-3,6,3,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,neilwilliams9lgk,Neil Williams
Apr 23,home,Kaskaskia,L,7-6,7,6,1.0,win,20160423_64qy,0,0,0,,,,0,,,,,1.0,win,20160423_64qy,,,,0,0,,,,,0,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,neilwilliams9lgk,Neil Williams
Apr 23,home,Kaskaskia,L,8-5,8,5,3.0,win,20160423_cchl,0,0,0,,,,0,,,,,3.0,win,20160423_cchl,,,,0,0,,,,,0,2016,2015-16,div1,Lincoln Trail,lincolntrailcollege,neilwilliams9lgk,Neil Williams
