date,location,opponent,result,score,team_score,opp_score,game_score_diff_x,game_win_loss_x,game_id_x,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,game_score_diff_y,game_win_loss_y,game_id_y,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 8,home,Palm Beach State,L,3-1,3,1,2.0,win,20140208_vzem,4,0,0,,,,0,,,,,2.0,win,20140208_vzem,,,,0,0,,,,,4,2014,2013-14,div1,South Florida State,southfloridastatecollege,jorgefloresjt8x,Jorge Flores
Feb 14,home,Central Florida,L,5-3,5,3,2.0,win,20140214_4mhy,4,1,1,,,,0,,2,,,2.0,win,20140214_4mhy,,,,1,0,,,,,4,2014,2013-14,div1,South Florida State,southfloridastatecollege,jorgefloresjt8x,Jorge Flores
Feb 15,home,Santa Fe,W,12-11,12,11,1.0,win,20140215_3flz,4,1,1,,,,2,,,,,1.0,win,20140215_3flz,,,,1,0,,,,,4,2014,2013-14,div1,South Florida State,southfloridastatecollege,jorgefloresjt8x,Jorge Flores
Feb 15,home,Santa Fe,L,6-5,6,5,1.0,win,20140215_u8ot,1,0,0,,,,0,,,,,1.0,win,20140215_u8ot,,,,0,0,,,,,1,2014,2013-14,div1,South Florida State,southfloridastatecollege,jorgefloresjt8x,Jorge Flores
Feb 17,home,Rollins College (B),W,12-0,12,0,12.0,win,20140217_886y,1,0,0,,,,0,2,,1,,12.0,win,20140217_886y,,,,0,0,,,,,3,2014,2013-14,div1,South Florida State,southfloridastatecollege,jorgefloresjt8x,Jorge Flores
Feb 19,home,Indian River State,W,12-8,12,8,4.0,win,20140219_44cv,4,0,1,,,,1,,1,,,4.0,win,20140219_44cv,,1,,1,0,,,,,5,2014,2013-14,div1,South Florida State,southfloridastatecollege,jorgefloresjt8x,Jorge Flores
Feb 21,home,Daytona State,L,7-6,7,6,1.0,win,20140221_q7nr,4,1,1,,,,0,,,,,1.0,win,20140221_q7nr,,,,1,0,,,,,4,2014,2013-14,div1,South Florida State,southfloridastatecollege,jorgefloresjt8x,Jorge Flores
Feb 22,home,CCBC Dundalk,W,4-0,4,0,4.0,win,20140222_80hm,3,0,1,1,,,1,,,,,4.0,win,20140222_80hm,,,,2,1,,,,,3,2014,2013-14,div1,South Florida State,southfloridastatecollege,jorgefloresjt8x,Jorge Flores
Feb 22,home,CCBC Dundalk,W,3-1,3,1,2.0,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2014,2013-14,div1,South Florida State,southfloridastatecollege,jorgefloresjt8x,Jorge Flores
Feb 28,home,State College of Florida,L,6-5,6,5,1.0,win,20140228_ioac,3,1,0,,,,0,1,,,,1.0,win,20140228_ioac,,,,0,0,,,,,4,2014,2013-14,div1,South Florida State,southfloridastatecollege,jorgefloresjt8x,Jorge Flores
Mar 3,home,Hillsborough,L,14-6,14,6,8.0,win,20140303_7oty,3,0,1,,,,0,1,1,,,8.0,win,20140303_7oty,,,,1,0,,,,,4,2014,2013-14,div1,South Florida State,southfloridastatecollege,jorgefloresjt8x,Jorge Flores
Mar 7,home,Hillsborough,W,9-2,9,2,7.0,win,20140307_lt8t,4,0,1,,,,2,,1,,,7.0,win,20140307_lt8t,,,,1,0,,,,,4,2014,2013-14,div1,South Florida State,southfloridastatecollege,jorgefloresjt8x,Jorge Flores
Mar 8,home,University of Tampa (B),W,15-0,15,0,15.0,win,20140308_7s95,3,3,2,,,,1,2,,,,15.0,win,20140308_7s95,,,,2,0,,,,,5,2014,2013-14,div1,South Florida State,southfloridastatecollege,jorgefloresjt8x,Jorge Flores
Mar 8,home,University of Tampa (B),W,1-0,1,0,1.0,win,20140308_rec6,3,0,1,,,,0,,2,,,1.0,win,20140308_rec6,,,,1,0,,,,,3,2014,2013-14,div1,South Florida State,southfloridastatecollege,jorgefloresjt8x,Jorge Flores
Mar 12,home,Lincoln Land,L,5-4,5,4,1.0,win,20140312_d0sm,1,1,1,,,,1,,,,,1.0,win,20140312_d0sm,1,1,,1,0,,,,,3,2014,2013-14,div1,South Florida State,southfloridastatecollege,jorgefloresjt8x,Jorge Flores
Mar 14,home,Polk State,L,7-0,7,0,7.0,win,20140314_fq43,3,0,1,,,,0,1,,,,7.0,win,20140314_fq43,,,,1,0,,,,,4,2014,2013-14,div1,South Florida State,southfloridastatecollege,jorgefloresjt8x,Jorge Flores
Mar 17,home,Polk State,,,,,2.0,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2014,2013-14,div1,South Florida State,southfloridastatecollege,jorgefloresjt8x,Jorge Flores
Mar 21,home,St. Petersburg,L,8-4,8,4,4.0,win,20140321_24z8,1,0,1,,,,0,,,,,4.0,win,20140321_24z8,,,,1,0,,,,,1,2014,2013-14,div1,South Florida State,southfloridastatecollege,jorgefloresjt8x,Jorge Flores
Mar 23,home,Polk State,W,9-4,9,4,5.0,win,20140323_odbs,5,0,2,,,,2,,,,1,5.0,win,20140323_odbs,,,,2,0,,,,,5,2014,2013-14,div1,South Florida State,southfloridastatecollege,jorgefloresjt8x,Jorge Flores
Mar 27,home,State College of Florida,W,3-0,3,0,3.0,win,20140327_xxdc,3,0,0,,,,0,,1,,,3.0,win,20140327_xxdc,,,,0,0,,,,,3,2014,2013-14,div1,South Florida State,southfloridastatecollege,jorgefloresjt8x,Jorge Flores
Mar 28,home,State College of Florida,L,10-3,10,3,7.0,win,20140328_swbl,4,0,0,,,,0,,2,,,7.0,win,20140328_swbl,,,,0,0,,,,,4,2014,2013-14,div1,South Florida State,southfloridastatecollege,jorgefloresjt8x,Jorge Flores
Mar 31,home,Hillsborough,L,4-2,4,2,2.0,win,20140331_t7xv,4,0,0,,,,0,1,1,,,2.0,win,20140331_t7xv,,,,0,0,,,,,5,2014,2013-14,div1,South Florida State,southfloridastatecollege,jorgefloresjt8x,Jorge Flores
Apr 4,home,Southeastern University,W,4-3,4,3,1.0,win,20140404_0wpd,1,0,0,,,,0,,,,,1.0,win,20140404_0wpd,,,,0,0,,,,,1,2014,2013-14,div1,South Florida State,southfloridastatecollege,jorgefloresjt8x,Jorge Flores
Apr 5,home,University of Tampa (B),L,2-1,2,1,1.0,win,20140405_v6jx,3,0,0,,,,0,,,,,1.0,win,20140405_v6jx,,,,0,0,,,,,3,2014,2013-14,div1,South Florida State,southfloridastatecollege,jorgefloresjt8x,Jorge Flores
Apr 5,home,University of Tampa (B),W,2-1,2,1,1.0,win,20140405_2l45,3,0,0,,,,0,,1,,,1.0,win,20140405_2l45,,,,0,0,,,,,3,2014,2013-14,div1,South Florida State,southfloridastatecollege,jorgefloresjt8x,Jorge Flores
Apr 7,home,Pasco-Hernando State,W,16-3,16,3,13.0,win,20140407_op8a,3,1,1,,,,0,2,1,,,13.0,win,20140407_op8a,,,,1,0,,,,,5,2014,2013-14,div1,South Florida State,southfloridastatecollege,jorgefloresjt8x,Jorge Flores
Apr 11,home,Polk State,L,9-6,9,6,3.0,win,20140411_q1mn,3,1,0,,,,1,1,1,,,3.0,win,20140411_q1mn,,,,0,0,,,,,4,2014,2013-14,div1,South Florida State,southfloridastatecollege,jorgefloresjt8x,Jorge Flores
Apr 14,home,St. Petersburg,L,11-6,11,6,5.0,win,20140414_qmr2,4,1,0,,,,0,1,1,,,5.0,win,20140414_qmr2,,,,0,0,,,,,5,2014,2013-14,div1,South Florida State,southfloridastatecollege,jorgefloresjt8x,Jorge Flores
Apr 21,home,Hillsborough,W,8-6,8,6,2.0,win,20140421_hzq1,5,1,2,,,,1,,1,,,2.0,win,20140421_hzq1,,,,2,0,,,,,5,2014,2013-14,div1,South Florida State,southfloridastatecollege,jorgefloresjt8x,Jorge Flores
Apr 22,home,St. Petersburg,L,15-9,15,9,6.0,win,20140422_a93c,5,1,1,,,,0,,1,,,6.0,win,20140422_a93c,,,,1,0,,,,,5,2014,2013-14,div1,South Florida State,southfloridastatecollege,jorgefloresjt8x,Jorge Flores
Apr 25,home,Polk State,L,12-0,12,0,12.0,win,20140425_fd6i,3,0,1,,,,0,,1,,,12.0,win,20140425_fd6i,,,,1,0,,,,,3,2014,2013-14,div1,South Florida State,southfloridastatecollege,jorgefloresjt8x,Jorge Flores
