date,location,opponent,result,score,team_score,opp_score,game_score_diff_x,game_win_loss_x,game_id_x,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,game_score_diff_y,game_win_loss_y,game_id_y,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Sep 16  #,home,Cherry Creek,,,,,,,,,,,,,,,,,,,13.0,win,,,,,,,,,,,,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,codybeck70m1,Cody Beck
Sep 22  #,home,Pueblo West,,,,,,,,,,,,,,,,,,,13.0,win,,,,,,,,,,,,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,codybeck70m1,Cody Beck
Oct 8  #,home,Slammers,,,,,,,,,,,,,,,,,,,13.0,win,,,,,,,,,,,,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,codybeck70m1,Cody Beck
Oct 20  #,home,Luna,,,,,,,,,,,,,,,,,,,13.0,win,,,,,,,,,,,,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,codybeck70m1,Cody Beck
Oct 27  #,home,BC Grinders,,,,,,,,,,,,,,,,,,,13.0,win,,,,,,,,,,,,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,codybeck70m1,Cody Beck
Feb 20,home,Luna,W,7-6,7,6,1,win,20190220_u7my,3,2,2,,,,0,2,,,,1.0,win,20190220_u7my,,,,2,0,1,,,,5,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,codybeck70m1,Cody Beck
Feb 25,home,Southeast,W,6-5,6,5,1,win,20190225_kr2o,4,0,0,,,,0,,2,,,1.0,win,20190225_kr2o,,,,0,0,,,,,4,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,codybeck70m1,Cody Beck
Feb 25,home,Southeast,W,3-2,3,2,1,win,20190225_sojp,2,0,0,,,,0,1,1,1,,1.0,win,20190225_sojp,1,,,0,0,,,,,4,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,codybeck70m1,Cody Beck
Feb 26,home,Southeast,W,14-1,14,1,13,win,20190226_vae7,2,3,1,1,,,0,1,,,,13.0,win,20190226_vae7,1,,,2,1,,,,,4,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,codybeck70m1,Cody Beck
Mar 1,home,Northeastern,W,13-9,13,9,4,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,codybeck70m1,Cody Beck
Mar 2,home,Northeastern,W,10-3,10,3,7,win,,,,,,,,,,,,,7.0,win,,,,,,,,,,,,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,codybeck70m1,Cody Beck
Mar 2,home,Northeastern,W,11-7,11,7,4,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,codybeck70m1,Cody Beck
Mar 5,home,Adams State University JV,,,,,4,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,codybeck70m1,Cody Beck
Mar 9,home,Western Nebraska,L,6-5,6,5,1,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,codybeck70m1,Cody Beck
Mar 10,home,Western Nebraska,L,10-3,10,3,7,win,,,,,,,,,,,,,7.0,win,,,,,,,,,,,,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,codybeck70m1,Cody Beck
Mar 10,home,Western Nebraska,W,11-3,11,3,8,win,20190310_60g6,3,1,2,,,,0,1,1,,,8.0,win,20190310_60g6,,,,2,0,,,,,4,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,codybeck70m1,Cody Beck
Mar 12,home,Adams State University JV,,,,,8,win,,,,,,,,,,,,,8.0,win,,,,,,,,,,,,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,codybeck70m1,Cody Beck
Mar 12,home,Adams State University JV,,,,,8,win,,,,,,,,,,,,,8.0,win,,,,,,,,,,,,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,codybeck70m1,Cody Beck
Mar 12,home,Adams State University JV,,,,,8,win,,,,,,,,,,,,,8.0,win,,,,,,,,,,,,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,codybeck70m1,Cody Beck
Mar 12,home,Adams State University JV,,,,,8,win,,,,,,,,,,,,,8.0,win,,,,,,,,,,,,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,codybeck70m1,Cody Beck
Mar 15,home,CSU-Fort Collins,,,,,8,win,,,,,,,,,,,,,8.0,win,,,,,,,,,,,,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,codybeck70m1,Cody Beck
Mar 16,home,CSU-Fort Collins,W,11-0,11,0,11,win,20190316_c7cg,4,1,1,,,,1,1,1,1,,11.0,win,20190316_c7cg,,,,1,0,,,,,5,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,codybeck70m1,Cody Beck
Mar 16,home,CSU-Fort Collins,W,17-1,17,1,16,win,20190316_db4y,4,3,1,,,,1,1,,,,16.0,win,20190316_db4y,,,,1,0,,,,,5,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,codybeck70m1,Cody Beck
Mar 22,home,McCook,L,2-1,2,1,1,win,20190322_z3dk,3,1,0,,,,0,1,2,,,1.0,win,20190322_z3dk,,,,0,0,,,,,4,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,codybeck70m1,Cody Beck
Mar 23,home,McCook,W,8-3,8,3,5,win,20190323_a2la,4,1,2,,,,1,,1,,,5.0,win,20190323_a2la,,,,2,0,,,,,4,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,codybeck70m1,Cody Beck
Mar 23,home,McCook,W,9-8,9,8,1,win,20190323_lues,3,1,2,,,,0,,,,,1.0,win,20190323_lues,1,,1,2,0,,,,,5,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,codybeck70m1,Cody Beck
Apr 3,home,Otero,W,15-6,15,6,9,win,20190403_ns0o,4,2,0,,,,0,1,1,,1,9.0,win,20190403_ns0o,1,,,0,0,,,,,6,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,codybeck70m1,Cody Beck
Apr 7,home,Lamar,W,9-8,9,8,1,win,20190407_ilfo,5,0,2,,,,1,,,,,1.0,win,20190407_ilfo,,,,2,0,,,,,5,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,codybeck70m1,Cody Beck
Apr 7,home,Lamar,W,4-0,4,0,4,win,20190407_0yd2,2,0,1,,,,0,1,,,,4.0,win,20190407_0yd2,,,,1,0,,,,,3,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,codybeck70m1,Cody Beck
Apr 15,home,Otero,W,4-2,4,2,2,win,20190415_y6zk,3,0,2,,,,0,,,,,2.0,win,20190415_y6zk,,,,2,0,,,,,3,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,codybeck70m1,Cody Beck
Apr 15,home,Otero,W,7-2,7,2,5,win,20190415_hh5h,4,1,1,,,,2,,,,,5.0,win,20190415_hh5h,,,,1,0,,,,,4,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,codybeck70m1,Cody Beck
Apr 25,home,Lamar,L,13-8,13,8,5,win,20190425_8zip,4,0,1,,,,2,1,,,,5.0,win,20190425_8zip,,,1,1,0,,,,,6,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,codybeck70m1,Cody Beck
May 9,home,TBA,,,,,3,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,codybeck70m1,Cody Beck
May 10,home,Western Nebraska,L,3-2,3,2,1,win,20190510_a9mx,4,0,2,,,,1,,,,,1.0,win,20190510_a9mx,,,,2,0,,,,,4,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,codybeck70m1,Cody Beck
May 11,home,Northeastern,W,3-1,3,1,2,win,20190511_7xhv,3,1,2,,,,0,1,1,,1,2.0,win,20190511_7xhv,,,,2,0,,,,,4,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,codybeck70m1,Cody Beck
May 11,home,Lamar,L,14-6,14,6,8,win,20190511_8u46,4,1,1,,,,1,1,,,,8.0,win,20190511_8u46,,,,1,0,,,,,5,2019,2018-19,div1,Trinidad State,trinidadstatejuniorcollege,codybeck70m1,Cody Beck
