date,location,opponent,result,score,team_score,opp_score,game_score_diff_x,game_win_loss_x,game_id_x,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,game_score_diff_y,game_win_loss_y,game_id_y,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Mar 14,home,Ulster County,W,8-0,8,0,8.0,win,20140314_bazs,3,1,1,,,,0,,1,,,8.0,win,20140314_bazs,,,,1,0,,1,,,3,2014,2013-14,div1,ASA New York,asabrooklynavengers,eduinvaldezv9f8,Eduin Valdez
Mar 14,home,Ulster County,W,9-2,9,2,7.0,win,,,,,,,,,,,,,7.0,win,,,,,,,,,,,,2014,2013-14,div1,ASA New York,asabrooklynavengers,eduinvaldezv9f8,Eduin Valdez
Mar 16,home,Bronx,W,12-3,12,3,9.0,win,20140316_lgzl,4,0,2,,,,2,,1,,,9.0,win,20140316_lgzl,,,,2,0,,,1,,4,2014,2013-14,div1,ASA New York,asabrooklynavengers,eduinvaldezv9f8,Eduin Valdez
Mar 16,home,Bronx,W,6-5,6,5,1.0,win,20140316_fpev,3,0,0,,,,0,,1,,,1.0,win,20140316_fpev,,,,0,0,,2,,,3,2014,2013-14,div1,ASA New York,asabrooklynavengers,eduinvaldezv9f8,Eduin Valdez
Mar 22,home,Queensborough,W,12-0,12,0,12.0,win,20140322_vhix,1,0,1,,,,3,1,,,,12.0,win,20140322_vhix,,1,,1,0,,,1,,3,2014,2013-14,div1,ASA New York,asabrooklynavengers,eduinvaldezv9f8,Eduin Valdez
Mar 22,home,Queensborough,W,10-0,10,0,10.0,win,20140322_270p,1,0,0,,,,0,,,,,10.0,win,20140322_270p,,,,0,0,,,,,1,2014,2013-14,div1,ASA New York,asabrooklynavengers,eduinvaldezv9f8,Eduin Valdez
Apr 2,home,Globe Tech,W,5-0,5,0,5.0,win,,,,,,,,,,,,,5.0,win,,,,,,,,,,,,2014,2013-14,div1,ASA New York,asabrooklynavengers,eduinvaldezv9f8,Eduin Valdez
Apr 10,home,Monroe College,W,3-0,3,0,3.0,win,20140410_oipt,3,0,1,,1,,1,,,,,3.0,win,20140410_oipt,,,,3,1,,2,,,3,2014,2013-14,div1,ASA New York,asabrooklynavengers,eduinvaldezv9f8,Eduin Valdez
Apr 10,home,Monroe College,W,4-2,4,2,2.0,win,20140410_vazp,3,1,1,,,,0,,1,,,2.0,win,20140410_vazp,,,,1,0,,1,,,3,2014,2013-14,div1,ASA New York,asabrooklynavengers,eduinvaldezv9f8,Eduin Valdez
Apr 14,home,Monroe College,W,5-4,5,4,1.0,win,20140414_0pwe,3,1,1,,,,1,,,,,1.0,win,20140414_0pwe,,,,1,0,,2,,,3,2014,2013-14,div1,ASA New York,asabrooklynavengers,eduinvaldezv9f8,Eduin Valdez
Apr 24,home,Globe Tech,W,6-3,6,3,3.0,win,20140424_qm8m,3,0,1,,1,,0,,,,,3.0,win,20140424_qm8m,1,,,3,1,,1,1,1.00,4,2014,2013-14,div1,ASA New York,asabrooklynavengers,eduinvaldezv9f8,Eduin Valdez
May 9,home,Monroe College,W,3-1,3,1,2.0,win,20140509_nohs,3,0,0,,,,0,,1,,,2.0,win,20140509_nohs,,,,0,0,,,2,,3,2014,2013-14,div1,ASA New York,asabrooklynavengers,eduinvaldezv9f8,Eduin Valdez
May 9,home,Monroe College,W,8-7,8,7,1.0,win,20140509_u7xm,1,0,0,,,,0,1,,1,,1.0,win,20140509_u7xm,,,,0,0,,,1,,2,2014,2013-14,div1,ASA New York,asabrooklynavengers,eduinvaldezv9f8,Eduin Valdez
