date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 20,home,Northeastern,W,10-6,10,6,4,win,20230220_iagf,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,div2,Dutchess,dutchesscommunitycollege,angelvierak9wf,Angel Viera
Mar 3,home,Malone University,W,11-2,11,2,9,win,20230303_3aze,2,0,1,,,,0,,,,,,,,1,0,,,,,2,2023,2022-23,div2,Dutchess,dutchesscommunitycollege,angelvierak9wf,Angel Viera
Mar 4,home,Northland,W,5-4,5,4,1,win,20230304_1isv,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,,0,,,1,2023,2022-23,div2,Dutchess,dutchesscommunitycollege,angelvierak9wf,Angel Viera
Mar 5,home,Northland,W,11-3,11,3,8,win,20230305_qu2j,1,2,0,0,0,0,1,2,0,0,0,0,1,0,0,0,,0,,,4,2023,2022-23,div2,Dutchess,dutchesscommunitycollege,angelvierak9wf,Angel Viera
Mar 7,home,Minnesota West,W,7-6,7,6,1,win,20230307_hv27,2,0,1,,,,0,,,,,,,,1,0,,,,,2,2023,2022-23,div2,Dutchess,dutchesscommunitycollege,angelvierak9wf,Angel Viera
Mar 8,home,Bethany Lutheran,W,7-3,7,3,4,win,20230308_4q8t,3,1,1,1,,,2,,,,,,,,2,1,,,,,3,2023,2022-23,div2,Dutchess,dutchesscommunitycollege,angelvierak9wf,Angel Viera
Mar 10,home,University of Fraser Valley,W,6-5,6,5,1,win,20230310_u195,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,div2,Dutchess,dutchesscommunitycollege,angelvierak9wf,Angel Viera
Mar 10,home,University of Fraser Valley,W,13-3,13,3,10,win,20230310_c7cr,1,0,0,,,,0,,,,,,,,0,0,,,,,1,2023,2022-23,div2,Dutchess,dutchesscommunitycollege,angelvierak9wf,Angel Viera
Mar 12,home,Minnesota North College - Rainy River,W,14-4,14,4,10,win,20230312_wilg,3,0,2,,1,,1,1,,,,,,,4,1,,,,,4,2023,2022-23,div2,Dutchess,dutchesscommunitycollege,angelvierak9wf,Angel Viera
Mar 13,home,Pima,W,6-2,6,2,4,win,20230313_n5oy,3,0,2,,,,1,,,,,,,,2,0,,,,,3,2023,2022-23,div2,Dutchess,dutchesscommunitycollege,angelvierak9wf,Angel Viera
Apr 7,home,Bismarck State,W,22-11,22,11,11,win,20230407_3af7,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,div2,Dutchess,dutchesscommunitycollege,angelvierak9wf,Angel Viera
Apr 8,home,Williston State,W,9-3,9,3,6,win,20230408_4cfl,1,0,1,,,,2,1,,,,1,,,1,0,,,,,3,2023,2022-23,div2,Dutchess,dutchesscommunitycollege,angelvierak9wf,Angel Viera
Apr 11,home,Dawson,W,15-4,15,4,11,win,20230411_nn51,4,1,3,1,,1,2,,,,,,,,7,2,,,,,4,2023,2022-23,div2,Dutchess,dutchesscommunitycollege,angelvierak9wf,Angel Viera
Apr 14,home,North Dakota SCS,W,10-0,10,0,10,win,20230414_923r,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,div2,Dutchess,dutchesscommunitycollege,angelvierak9wf,Angel Viera
Apr 15,home,Lake Region State,W,15-2,15,2,13,win,20230415_yuzj,1,0,0,,,,0,,,,,,,,0,0,,,,,1,2023,2022-23,div2,Dutchess,dutchesscommunitycollege,angelvierak9wf,Angel Viera
Apr 15,home,Lake Region State,W,14-4,14,4,10,win,20230415_xk9c,0,0,0,,,,1,1,,,,,,,0,0,,,,,1,2023,2022-23,div2,Dutchess,dutchesscommunitycollege,angelvierak9wf,Angel Viera
Apr 16,home,Dakota-Bottineau,W,13-2,13,2,11,win,20230416_kh0m,3,0,0,,,,1,,1,,,1,,,0,0,,,,,4,2023,2022-23,div2,Dutchess,dutchesscommunitycollege,angelvierak9wf,Angel Viera
Apr 22,home,Lake Region State,W,7-1,7,1,6,win,20230422_l4pf,3,0,1,,,,0,,1,,,,,,1,0,,,,,3,2023,2022-23,div2,Dutchess,dutchesscommunitycollege,angelvierak9wf,Angel Viera
Apr 24,home,North Dakota SCS,W,12-2,12,2,10,win,20230424_m1uz,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,div2,Dutchess,dutchesscommunitycollege,angelvierak9wf,Angel Viera
May 6,home,Dakota-Bottineau,W,16-5,16,5,11,win,20230506_jowx,2,1,2,,,,3,,,,,,,,2,0,,,,,2,2023,2022-23,div2,Dutchess,dutchesscommunitycollege,angelvierak9wf,Angel Viera
